Title,Year,Rating,Length (mins),Rating Amount,Group,Metascore,Short Description,Directors,Star 1,Star 2,Star 3,Genre 1,Genre 2,Genre 3,KMeans Cluster,Agglomerative Cluster
Big Hero 6,0.9074074074074084,0.210526315789473,0.0866141732283464,0.171571906354515,PG,0.6388888888888888,"A special bond develops between plus-sized inflatable robot Baymax and prodigy Hiro Hamada, who together team up with a group of friends to form a band of high-tech heroes.",Max Ophüls,Joan Fontaine, Louis Jourdan, Mady Christians,Drama, Romance,,2,1
Back to the Future Part II,0.6759259259259238,0.210526315789473,0.0984251968503937,0.1946488294314381,PG,0.4027777777777778,"After visiting 2015, Marty McFly must repeat his visit to 1955 to prevent disastrous changes to 1985...without interfering with his first trip.",Amy Berg,Jason Baldwin, Damien Wayne Echols, Jessie Misskelley,Documentary, Crime,,2,1
Close,0.981481481481481,0.210526315789473,0.0905511811023622,0.0107023411371237,12A,0.7361111111111112,"The intense friendship between two thirteen-year old boys Leo and Remi suddenly gets disrupted. Struggling to understand what has happened, Léo approaches Sophie, Rémi's mother. ""Close"" is a film about friendship and responsibility.",Fritz Lang,Rudolf Klein-Rogge, Otto Wernicke, Thomy Bourdelle,Crime, Mystery, Thriller,1,0
The Fugitive,0.7129629629629619,0.210526315789473,0.1417322834645669,0.1070234113712374,12,0.8194444444444444,"Dr. Richard Kimble, unjustly accused of murdering his wife, must find the real killer while being the target of a nationwide manhunt led by a seasoned U.S. Marshal.",Serif Gören,Tarik Akan, Serif Sezer, Halil Ergün,Drama,,,1,0
Coraline,0.8611111111111107,0.210526315789473,0.0826771653543307,0.0903010033444816,PG,0.7222222222222223,"Wandering her rambling old house in her boring new town, a young girl discovers a hidden door to a strangely idealized version of her life that seems too good to be true.",J.P. Dutta,Sunny Deol, Suniel Shetty, Akshaye Khanna,Action, Drama, History,1,0
Serenity,0.8240740740740726,0.210526315789473,0.1200787401574803,0.1003344481605351,15,0.6388888888888888,The crew of the ship Serenity try to evade an assassin sent to recapture telepath River.,Kevin Macdonald,Bob Marley, Ziggy Marley, Rita Marley,Documentary, Biography, Music,2,0
Monster,0.9907407407407404,0.210526315789473,0.1358267716535433,0.0076923076923076,12A,0.7083333333333333,A mother demands answers from her son's teacher when her son begins acting strangely.,R Balki,Akshay Kumar, Radhika Apte, Sonam Kapoor,Comedy, Drama,,1,0
American Gangster,0.8425925925925917,0.210526315789473,0.1948818897637795,0.1531772575250836,18,0.6666666666666667,"An outcast New York City cop is charged with bringing down Harlem drug lord Frank Lucas, whose real life inspired this partly biographical film.",Max Ophüls,Charles Boyer, Danielle Darrieux, Vittorio De Sica,Drama, Romance,,1,1
Mississippi Burning,0.6666666666666643,0.210526315789473,0.1377952755905512,0.0354515050167224,18,0.5138888888888888,Two F.B.I. Agents with wildly different styles arrive in Mississippi to investigate the disappearance of some civil rights activists.,Majid Majidi,Reza Naji, Maryam Akbari, Kamran Dehghan,Drama, Family,,2,1
Midnight Cowboy,0.4907407407407405,0.210526315789473,0.108267716535433,0.0384615384615384,X,0.7083333333333333,"A naive hustler travels from Texas to New York City to seek personal fortune, finding a new friend in the process.",Carlos Saura,Ana Torrent, Conchita Pérez, Mayte Sanchez,Drama,,,1,0
Boyz n the Hood,0.6944444444444429,0.210526315789473,0.1062992125984252,0.0505016722408026,15,0.6666666666666667,"Follows the lives of three young males living in the Crenshaw ghetto of Los Angeles, dissecting questions of race, relationships, violence, and future prospects.",Sotiris Tsafoulias,Pigmalion Dadakaridis, Dimitris Katalifos, Manos Vakousis,Crime, Drama, Mystery,1,0
Brazil,0.6388888888888893,0.210526315789473,0.1456692913385826,0.068561872909699,15,0.7777777777777777,A bureaucrat in a dystopic society becomes an enemy of the state as he pursues the woman of his dreams.,Mithran Jawahar,Dhanush, Nithya Menen, Bharathiraja,Comedy, Drama, Musical,1,0
Moonrise Kingdom,0.8888888888888893,0.210526315789473,0.0708661417322834,0.1214046822742475,12A,0.7777777777777777,"Two 12-year-olds, who live on an island, fall in love with each other and elope into the wilderness. While people set out on a search mission, a violent storm approaching them catches their attention.",Abhishek Chaubey,Sushant Singh Rajput, Bhumi Pednekar, Ashutosh Rana,Action, Crime, Drama,1,0
How to Train Your Dragon 2,0.9074074074074084,0.210526315789473,0.0866141732283464,0.1227424749163879,PG,0.6805555555555556,"When Hiccup and Toothless discover an ice cave that is home to hundreds of new wild dragons and the mysterious Dragon Rider, the two friends find themselves at the center of a battle to protect the peace.",Jeff Feuerzeig,Daniel Johnston, Mabel Johnston, Bill Johnston,Documentary, Biography, Music,1,0
Moon,0.8611111111111107,0.210526315789473,0.076771653543307,0.1250836120401338,15,0.5416666666666666,"Astronaut Sam Bell has a quintessentially personal encounter toward the end of his three-year stint on the Moon, where he, working alongside his computer, GERTY, sends back to Earth parcels of a resource that has helped diminish our planet's power problems.",Raja Menon,Akshay Kumar, Nimrat Kaur, Kumud Mishra,Drama, History,,2,1
Straight Outta Compton,0.9166666666666644,0.210526315789473,0.1751968503937007,0.0722408026755852,15,0.6111111111111112,The rap group NWA emerges from the mean streets of Compton in the mid-1980s and revolutionizes hip-hop culture with their music and tales about life in the hood.,Serdar Akar,Erkan Can, Haldun Boysan, Yildiray Sahinler,Crime, Drama,,2,0
Let the Right One In,0.8518518518518512,0.210526315789473,0.1102362204724409,0.0742474916387959,15,0.75,"Oskar, an overlooked and bullied boy, finds love and revenge through Eli, a beautiful but peculiar girl.",Neeraj Pandey,Akshay Kumar, Danny Denzongpa, Rana Daggubati,Action, Thriller,,1,0
Cabaret,0.518518518518519,0.210526315789473,0.1299212598425197,0.0170568561872909,X,0.7222222222222223,A female girlie club entertainer in Weimar Republic era Berlin romances two men while the Nazi Party rises to power around them.,Rajat Kapoor,Sanjay Mishra, Seema Pahwa, Rajat Kapoor,Comedy, Drama,,1,0
The Fighter,0.8703703703703702,0.210526315789473,0.1141732283464566,0.1294314381270903,15,0.7083333333333333,"Based on the story of Micky Ward, a fledgling boxer who tries to escape the shadow of his more famous but troubled older boxing brother and get his own shot at greatness.",Kamal Haasan,Pooja Kumar, Miles Anderson, Kamal Haasan,Action, Thriller,,1,0
The Insider,0.768518518518519,0.210526315789473,0.1948818897637795,0.0585284280936454,15,0.7916666666666667,A research chemist comes under personal and professional attack when he decides to appear in a 60 Minutes exposé on Big Tobacco.,Faris Godus,Sohayb Godus, Baraa Alem, Ismail Alhassan,Comedy,,,1,0
Look Back,1.0,0.210526315789473,0.0,0.0010033444816053,12A,0.8611111111111112,"The overly confident Fujino and the shut-in Kyomoto couldn't be more different, but a love of drawing manga brings these two small-town girls together.",Ilmar Raag,Vallo Kirs, Pärt Uusberg, Lauri Pedaja,Drama,,,1,0
Captain Phillips,0.8981481481481488,0.210526315789473,0.1496062992125984,0.1655518394648829,12A,0.75,"The true story of Captain Richard Phillips and the 2009 hijacking by Somali pirates of the U.S.-flagged MV Maersk Alabama, the first American cargo ship to be hijacked in two hundred years.",Sacha Gervasi,Robb Reiner, Steve 'Lips' Kudlow, Tiziana Arrigoni,Documentary, Biography, Drama,1,0
Kiki's Delivery Service,0.6759259259259238,0.210526315789473,0.0885826771653543,0.0551839464882943,U,0.7916666666666667,"Along with her black cat Jiji, Kiki settles in a seaside town and starts a high-flying delivery service. Here begins her magical encounter with independence and responsibility, making lifelong friends and finding her place in the world.","Alastair Fothergill, Mark Linfield",James Earl Jones, Patrick Stewart, Anggun,Documentary,,,1,0
The Girl with the Dragon Tattoo,0.8611111111111107,0.210526315789473,0.1850393700787402,0.0722408026755852,18,0.6666666666666667,"Influential industrialist Vanger's niece Harriet disappeared under mysterious circumstances 40 years ago. As a last attempt at solving the case, he hires investigative journalist Mikael Blomkvist.","Jacques Perrin, Jacques Cluzaud, Michel Debats",Jacques Perrin, Philippe Labro,,Documentary,,,1,0
Hud,0.4351851851851833,0.210526315789473,0.1062992125984252,0.0050167224080267,12,0.4722222222222222,"Honest, hard-working Texas rancher Homer Bannon has a conflict with his unscrupulous, selfish, arrogant, egotistical son Hud, who sank into alcoholism after accidentally killing his brother in a car crash.",Chandoo Mondeti,Nikhil Siddharth, Anupama Parameswaran, Srinivasa Reddy,Action, Adventure, Fantasy,2,1
Isle of Dogs,0.9444444444444428,0.210526315789473,0.0846456692913386,0.062876254180602,PG,0.75,"Set in Japan, Isle of Dogs follows a boy's odyssey in search of his lost dog.",Tolga Örnek,Taner Birsel, Ali Düsenkalkar, Halit Ergenç,Drama, History,,1,0
Night of the Living Dead,0.4814814814814809,0.210526315789473,0.0748031496062992,0.0448160535117056,15,0.8472222222222221,A ragtag group of Pennsylvanians barricade themselves in an old farmhouse to remain safe from a horde of flesh-eating ghouls that are ravaging the Northeast of the United States.,Ha Jung Jae,BTS,,,Documentary, Music,,1,0
The World's Fastest Indian,0.8240740740740726,0.210526315789473,0.1358267716535433,0.0170568561872909,12A,0.5555555555555556,"The story of New Zealander Burt Munro, who spent years rebuilding a 1920 Indian motorcycle, which helped him set the land speed world record at Utah's Bonneville Salt Flats in 1967.",Sean Baker,Mikey Madison, Paul Weissman, Yura Borisov,Comedy, Drama, Romance,2,0
The Searchers,0.3703703703703702,0.210526315789473,0.1200787401574803,0.0297658862876254,PG,0.9166666666666669,An American Civil War veteran embarks on a years-long journey to rescue his niece from the Comanches after the rest of his brother's family is massacred in a raid on their Texas farm.,Rosshan Andrrews,Pooja Hegde, Shahid Kapoor, Kubbra Sait,Action, Thriller,,1,0
Kramer vs. Kramer,0.5833333333333321,0.210526315789473,0.09251968503937,0.0498327759197324,PG,0.6805555555555556,"After his wife leaves him, a work-obsessed Manhattan advertising executive is forced to learn long-neglected parenting skills, but a heated custody battle over the couple's young son deepens the wounds left by the separation.",Yorgos Lanthimos,Emma Stone, Mark Ruffalo, Willem Dafoe,Comedy, Drama, Romance,1,0
Glory,0.6759259259259238,0.210526315789473,0.1259842519685039,0.0461538461538461,15,0.6944444444444444,"Robert Gould Shaw leads the U.S. Civil War's first all-black volunteer company, fighting prejudices from both his own Union Army, and the Confederates.",F.W. Murnau,Max Schreck, Alexander Granach, Gustav von Wangenheim,Fantasy, Horror,,1,0
The Asphalt Jungle,0.3148148148148131,0.210526315789473,0.1062992125984252,0.0070234113712374,PG,0.7916666666666667,"A major heist goes off as planned, but then double crosses, bad luck and solid police work cause everything to unravel.",Matt Reeves,Robert Pattinson, Zoë Kravitz, Jeffrey Wright,Action, Crime, Drama,1,0
Dawn of the Dead,0.5740740740740726,0.210526315789473,0.1358267716535433,0.0408026755852842,X,0.5972222222222222,"During an escalating zombie epidemic, two Philadelphia SWAT team members, a traffic reporter and his TV executive girlfriend seek refuge in a secluded shopping mall.","Daniel Kwan, Daniel Scheinert",Michelle Yeoh, Stephanie Hsu, Jamie Lee Curtis,Action, Adventure, Comedy,2,0
A Prophet,0.8611111111111107,0.210526315789473,0.1909448818897638,0.031438127090301,18,0.8611111111111112,A delinquent Muslim man struggles to get by in prison until he is taken under the wing of a powerful mob boss. But his gradual rise through the mob's ranks brings him in conflict with his mentor.,Guy Ritchie,Matthew McConaughey, Charlie Hunnam, Michelle Dockery,Action, Crime,,1,0
The Outlaw Josey Wales,0.5555555555555536,0.210526315789473,0.1515748031496062,0.0240802675585284,15,0.5694444444444444,Missouri farmer Josey Wales joins a Confederate guerrilla unit and winds up on the run from the Union soldiers who murdered his family.,Nick Cassavetes,Gena Rowlands, James Garner, Rachel McAdams,Drama, Romance,,2,0
Thirteen Lives,0.981481481481481,0.210526315789473,0.1751968503937007,0.0207357859531772,12A,0.5277777777777778,A rescue mission is assembled in Thailand where a group of young boys and their soccer coach are trapped in a system of underground caves that are flooding.,Joe Wright,Keira Knightley, Matthew Macfadyen, Brenda Blethyn,Drama, Romance,,2,0
The Wind Rises,0.8981481481481488,0.210526315789473,0.1338582677165354,0.0317725752508361,PG,0.7638888888888888,"Jiro Horikoshi studies assiduously to fulfill his aim of becoming an aeronautical engineer. As WWII begins, fighter aircraft designed by him end up getting used by the Japanese Empire against its foes.",Mel Gibson,Gerardo Taracena, Raoul Max Trujillo, Dalia Hernández,Action, Adventure, Drama,1,0
Charade,0.4351851851851833,0.210526315789473,0.108267716535433,0.0264214046822742,PG,0.7638888888888888,Romance and intrigue ensue in Paris as a woman is pursued by several men who want to get their hands on a fortune her murdered husband had stolen. She soon loses trust in those who claim they want to help her.,Luca Guadagnino,Timothée Chalamet, Armie Hammer, Michael Stuhlbarg,Drama, Romance,,1,0
Deception,0.8981481481481488,0.210526315789473,0.1437007874015748,0.0408026755852842,15,0.2916666666666666,"Virgil Oldman, a wealthy art auctioneer, takes the help of a young artificer, Robert, to understand and woo Claire Ibbetson, a young heiress, who hires him to auction off an antique collection.",George P. Cosmatos,Kurt Russell, Val Kilmer, Sam Elliott,Biography, Drama, History,2,1
The Remains of the Day,0.7129629629629619,0.210526315789473,0.1496062992125984,0.0260869565217391,U,0.8055555555555556,A butler who sacrificed body and soul to service in the years leading up to World War II realizes too late how misguided his loyalty was to his lordly employer.,Quentin Tarantino,Samuel L. Jackson, Kurt Russell, Jennifer Jason Leigh,Crime, Drama, Mystery,1,0
The Right Stuff,0.6203703703703702,0.210526315789473,0.2657480314960629,0.0190635451505016,15,0.875,"The U.S. space program's development from the breaking of the sound barrier to selection of the Mercury 7 astronauts, from a group of test pilots with a more seat-of-the-pants approach than the program's more cautious engineers preferred.",Adam Elliot,Jacki Weaver, Sarah Snook, Charlotte Belsey,Animation, Drama,,1,0
The Bad and the Beautiful,0.3333333333333321,0.210526315789473,0.1181102362204724,0.0023411371237458,PG,0.8055555555555556,"An unscrupulous movie producer uses an actress, a director and a writer to achieve success.",Greta Gerwig,Saoirse Ronan, Emma Watson, Florence Pugh,Drama, Romance,,1,0
Hunt for the Wilderpeople,0.9259259259259238,0.210526315789473,0.0846456692913386,0.045819397993311,12A,0.7361111111111112,A national manhunt is ordered for a rebellious kid and his foster uncle who go missing in the wild New Zealand bush.,John Hughes,Emilio Estevez, Judd Nelson, Molly Ringwald,Comedy, Drama,,1,0
Lilya 4-Ever,0.7962962962962941,0.210526315789473,0.1003937007874015,0.0140468227424749,18,0.7638888888888888,"Sixteen-year-old Lilja and her only friend, the young boy Volodja, live in Russia, fantasizing about a better life. One day, Lilja falls in love with Andrej, who is going to Sweden, and invites Lilja to come along and start a new life.",Theodore Melfi,Taraji P. Henson, Octavia Spencer, Janelle Monáe,Biography, Drama, History,1,0
Three Colors: Blue,0.7129629629629619,0.210526315789473,0.0787401574803149,0.0347826086956521,15,0.8194444444444444,A woman struggles to find a way to live her life after the death of her husband and child.,Richard Curtis,Domhnall Gleeson, Rachel McAdams, Bill Nighy,Comedy, Drama, Fantasy,1,0
The Artist,0.8796296296296298,0.210526315789473,0.0826771653543307,0.0806020066889632,PG,0.8472222222222221,"When George, a silent movie superstar, meets Peppy Miller, a dancer, sparks fly between the two. However, after the introduction of talking pictures, their fortunes change, affecting their dynamic.",Celine Song,Greta Lee, Teo Yoo, John Magaro,Drama, Romance,,1,0
Whisper of the Heart,0.731481481481481,0.210526315789473,0.1043307086614173,0.0224080267558528,U,0.6527777777777777,"A love story between a girl who loves reading books, and a boy who has previously checked out all of the library books she chooses.",Jordan Peele,Daniel Kaluuya, Allison Williams, Bradley Whitford,Horror, Mystery, Thriller,1,0
Imitation of Life,0.3981481481481488,0.210526315789473,0.1318897637795275,0.003010033444816,12,0.8194444444444444,An aspiring white actress takes in an African American widow whose mixed-race daughter is desperate to be seen as white.,David Fincher,Jesse Eisenberg, Andrew Garfield, Justin Timberlake,Biography, Drama,,1,0
Ed Wood,0.7222222222222214,0.210526315789473,0.1358267716535433,0.0591973244147157,15,0.5972222222222222,Ambitious but troubled movie director Edward D. Wood Jr. tries his best to fulfill his dreams despite his lack of talent.,Adam McKay,Christian Bale, Steve Carell, Ryan Gosling,Biography, Comedy, Drama,2,0
All That Jazz,0.5833333333333321,0.210526315789473,0.1279527559055118,0.0090301003344481,X,0.6111111111111112,"Director/choreographer Bob Fosse tells his own life story as he details the sordid career of Joe Gideon, a womanizing, drug-using dancer.",Joe Wright,Keira Knightley, James McAvoy, Brenda Blethyn,Drama, Mystery, Romance,2,0
The Chaser,0.8518518518518512,0.210526315789473,0.1318897637795275,0.0220735785953177,18,0.5,A disgraced ex-policeman who runs a small ring of prostitutes finds himself in a race against time when one of his women goes missing.,Fred Zinnemann,Edward Fox, Terence Alexander, Michel Auclair,Crime, Drama, Thriller,2,1
The Killing Fields,0.6296296296296298,0.210526315789473,0.1633858267716535,0.0170568561872909,15,0.6666666666666667,A journalist is trapped in Cambodia during Pol Pot's bloody Year Zero cleansing campaign.,John Hughes,Matthew Broderick, Alan Ruck, Mia Sara,Comedy,,,1,0
Stagecoach,0.2129629629629619,0.210526315789473,0.0748031496062992,0.0153846153846153,U,0.9027777777777776,A group of people traveling on a stagecoach find their journey complicated by the threat of Geronimo and learn something about each other in the process.,Martin Scorsese,Robert De Niro, Al Pacino, Joe Pesci,Biography, Crime, Drama,1,0
Breaking the Waves,0.7407407407407405,0.210526315789473,0.187007874015748,0.0210702341137123,18,0.75,"Oilman Jan is paralyzed in an accident. His wife, who prayed for his return, feels guilty; even more, when Jan urges her to have sex with another.",Nicolas Winding Refn,Ryan Gosling, Carey Mulligan, Bryan Cranston,Action, Drama,,1,0
The King of Comedy,0.6111111111111107,0.210526315789473,0.1003937007874015,0.0384615384615384,PG,0.625,"Rupert is an aspiring stand-up comedian, who is willing to go the extra mile in his attempt to appear in the late night show hosted by his idol.",Edward Berger,Felix Kammerer, Albrecht Schuch, Aaron Hilmer,Drama, History, War,2,0
Cowboy Bebop: The Movie,0.7870370370370345,0.210526315789473,0.1122047244094488,0.0150501672240802,12A,0.4722222222222222,"A terrorist explosion releases a deadly virus on the masses, and it's up to the bounty-hunting Bebop crew to catch the cold-blooded culprit.",Gareth Edwards,Felicity Jones, Diego Luna, Alan Tudyk,Action, Adventure, Sci-Fi,2,1
Guess Who's Coming to Dinner,0.4722222222222214,0.210526315789473,0.0984251968503937,0.0137123745819398,PG,0.4861111111111111,A White couple's attitudes are challenged when their daughter introduces them to her Black fiancé.,Brian De Palma,Kevin Costner, Sean Connery, Robert De Niro,Crime, Drama, Thriller,2,1
The Discreet Charm of the Bourgeoisie,0.518518518518519,0.210526315789473,0.0866141732283464,0.0127090301003344,AA,0.9027777777777776,"A surreal, virtually plotless series of dreams centered around six middle-class people and their consistently interrupted attempts to have a meal together.",Christopher Nolan,Fionn Whitehead, Barry Keoghan, Mark Rylance,Action, Drama, History,1,0
Frankenstein,0.1388888888888892,0.210526315789473,0.0236220472440945,0.0244147157190635,PG,0.875,Dr Henry Frankenstein is obsessed with assembling a living being from parts of several exhumed corpses.,Ivan Reitman,Bill Murray, Dan Aykroyd, Sigourney Weaver,Action, Comedy, Fantasy,1,0
October Sky,0.768518518518519,0.210526315789473,0.0984251968503937,0.0304347826086956,PG,0.5972222222222222,"The true story of Homer Hickam, a coal miner's son who was inspired by the first Sputnik launch to take up rocketry against his father's wishes.",Paul King,Ben Whishaw, Hugh Grant, Hugh Bonneville,Adventure, Comedy, Family,2,0
Loving Vincent,0.9351851851851832,0.210526315789473,0.0708661417322834,0.0187290969899665,12A,0.4722222222222222,"In a story depicted in oil painted animation, a young man comes to the last hometown of painter Vincent van Gogh to deliver the troubled artist's final letter and ends up investigating his final days there.",Penny Marshall,Robert De Niro, Robin Williams, Julie Kavner,Biography, Drama,,2,1
My Left Foot,0.6759259259259238,0.210526315789473,0.0885826771653543,0.0240802675585284,15,0.9583333333333331,"Christy Brown, born with cerebral palsy, learns to paint and write with his only controllable limb - his left foot.",David Fincher,Daniel Craig, Rooney Mara, Christopher Plummer,Crime, Drama, Mystery,1,0
Jujutsu Kaisen 0: The Movie,0.9722222222222214,0.210526315789473,0.09251968503937,0.0123745819397993,15,0.5972222222222222,"The prequel to Jujutsu Kaisen (2020), where a high schooler gains control of an extremely powerful cursed spirit and gets enrolled in the Tokyo Prefectural Jujutsu High School by Jujutsu Sorcerers.",Tarsem Singh,Lee Pace, Catinca Untaru, Justine Waddell,Adventure, Drama, Fantasy,2,0
The White Ribbon,0.8611111111111107,0.210526315789473,0.1692913385826771,0.023076923076923,15,0.7777777777777777,"Strange events happen in a small village in the north of Germany during the years before World War I, which seem to be ritual punishment. Who is responsible?",Boaz Yakin,Denzel Washington, Will Patton, Wood Harris,Biography, Comedy, Drama,1,0
Once,0.8333333333333321,0.210526315789473,0.0551181102362204,0.0377926421404682,15,0.8611111111111112,"A modern-day musical about a busker and an immigrant and their eventful week in Dublin, as they write, rehearse and record songs that tell their love story.",Kenneth Lonergan,Casey Affleck, Michelle Williams, Kyle Chandler,Drama,,,1,0
Letters from Iwo Jima,0.8333333333333321,0.210526315789473,0.1633858267716535,0.054515050167224,15,0.8472222222222221,"The story of the battle of Iwo Jima between the United States and Imperial Japan during World War II, as told from the perspective of the Japanese who fought it.","Anthony Russo, Joe Russo",Chris Evans, Robert Downey Jr., Scarlett Johansson,Action, Sci-Fi,,1,0
Freaks,0.1481481481481488,0.210526315789473,0.0118110236220472,0.0140468227424749,Rejected,0.7222222222222223,"A circus' beautiful trapeze artist Cleopatra agrees to marry Hans the leader of side-show performers, but Hans' deformed friends discover that she is only marrying him for his inheritance. So they seek revenge.",Dan Gilroy,Jake Gyllenhaal, Rene Russo, Bill Paxton,Crime, Drama, Thriller,1,0
Gaslight,0.2592592592592595,0.210526315789473,0.1102362204724409,0.008695652173913,PG,0.6944444444444444,"Ten years after her aunt was murdered in their London home, a woman returns from Italy in the 1880s to resume residence with her new husband. His obsessive interest in the house rises from a secret that may require driving his wife insane.",Matt Ross,Viggo Mortensen, George MacKay, Samantha Isler,Comedy, Drama,,1,0
Grizzly Man,0.8240740740740726,0.210526315789473,0.0885826771653543,0.0180602006688963,15,0.8194444444444444,"A devastating and heart-rending take on grizzly bear activists Timothy Treadwell and Amie Huguenard, who were killed in October of 2003 while living among grizzly bears in Alaska.",Doug Liman,Franka Potente, Matt Damon, Chris Cooper,Action, Mystery, Thriller,1,0
East of Eden,0.3611111111111107,0.210526315789473,0.1181102362204724,0.0133779264214046,PG,0.6111111111111112,"Two brothers in 1910s California struggle to maintain the favor of their affectionate but strict, Bible-toting father as an old secret about their long-absent mother comes to light.",Rob Reiner,James Caan, Kathy Bates, Richard Farnsworth,Drama, Thriller,,2,0
The Philadelphia Story,0.2222222222222214,0.210526315789473,0.1062992125984252,0.0220735785953177,A,0.9444444444444444,"After a rich woman's ex-husband and a tabloid-type reporter turn up just before her planned remarriage, she begins to learn the truth about herself.",J.J. Abrams,Daisy Ridley, John Boyega, Oscar Isaac,Action, Adventure, Sci-Fi,1,0
Once Upon a Time in Anatolia,0.8796296296296298,0.210526315789473,0.1948818897637795,0.0140468227424749,15,0.75,A group of men set out in search of a dead body in the Anatolian steppes.,David Fincher,Brad Pitt, Cate Blanchett, Tilda Swinton,Drama, Fantasy, Romance,1,0
Manhattan,0.5833333333333321,0.210526315789473,0.0748031496062992,0.0468227424749163,AA,0.7638888888888888,The life of a divorced television writer dating a teenage girl is further complicated when he falls in love with his best friend's mistress.,"Joel Crawford, Januel Mercado",Antonio Banderas, Salma Hayek, Harvey Guillén,Animation, Action, Adventure,1,0
Batman: Mask of the Phantasm,0.7129629629629619,0.210526315789473,0.0354330708661417,0.0167224080267558,PG,0.5138888888888888,Batman is wrongly implicated in a series of murders of mob bosses actually committed by a new vigilante assassin.,Antoine Fuqua,Denzel Washington, Ethan Hawke, Scott Glenn,Crime, Drama, Thriller,2,1
All About My Mother,0.768518518518519,0.210526315789473,0.0846456692913386,0.0321070234113712,15,0.8194444444444444,"A comedy-drama about a bereaved mother, an overwrought actress, her jealous lover, and a pregnant nun.",Mel Stuart,Gene Wilder, Jack Albertson, Peter Ostrum,Adventure, Comedy, Family,1,0
Pride,0.9074074074074084,0.210526315789473,0.1200787401574803,0.0177257525083612,15,0.7083333333333333,U.K. gay activists work to help miners during their lengthy strike of the National Union of Mineworkers in the summer of 1984.,Robert Zemeckis,Tom Hanks, Helen Hunt, Paul Sanchez,Adventure, Drama, Romance,1,0
That Obscure Object of Desire,0.5648148148148131,0.210526315789473,0.0885826771653543,0.0053511705685618,X,0.7777777777777777,"Recounted in flashback are the romantic perils of Mathieu, a middle-aged French sophisticate as he falls for his nineteen-year-old former chambermaid Conchita.",Anthony Harvey,Peter O'Toole, Katharine Hepburn, Anthony Hopkins,Biography, Drama, History,1,0
Shadow of a Doubt,0.25,0.210526315789473,0.0984251968503937,0.0207357859531772,PG,0.9166666666666669,"A teenage girl, overjoyed when her uncle comes to visit the family in their quiet California town, slowly begins to suspect that he is the ""Merry Widow"" killer sought by the authorities.",Edgar Wright,Simon Pegg, Nick Frost, Martin Freeman,Action, Comedy, Mystery,1,0
The Umbrellas of Cherbourg,0.4444444444444428,0.210526315789473,0.0649606299212598,0.0076923076923076,A,0.8055555555555556,A young woman separated from her lover by war faces a life-altering decision.,James Mangold,Joaquin Phoenix, Reese Witherspoon, Ginnifer Goodwin,Biography, Drama, Music,1,0
Hannah and Her Sisters,0.6481481481481488,0.210526315789473,0.0964566929133858,0.023076923076923,15,0.8611111111111112,"Between two Thanksgivings two years apart, Hannah's husband falls in love with her sister Lee, while her hypochondriac ex-husband rekindles his relationship with her sister Holly.",David Mickey Evans,Tom Guiry, Mike Vitar, Art LaFleur,Comedy, Drama, Family,1,0
Playtime,0.4722222222222214,0.210526315789473,0.1909448818897638,0.0056856187290969,U,0.9861111111111112,"Monsieur Hulot curiously wanders around a high-tech Paris, paralleling a trip with a group of American tourists. Meanwhile, a nightclub/restaurant prepares its opening night, but it's still under construction.",Sam Mendes,Daniel Craig, Javier Bardem, Naomie Harris,Action, Adventure, Thriller,1,0
"They Shoot Horses, Don't They?",0.4907407407407405,0.210526315789473,0.139763779527559,0.0040133779264214,AA,0.6111111111111112,The lives of a disparate group of contestants intertwine in a grueling and inhumane dance marathon.,Robert Stevenson,Julie Andrews, Dick Van Dyke, David Tomlinson,Comedy, Family, Fantasy,2,0
Breaker Morant,0.5925925925925917,0.210526315789473,0.0964566929133858,0.0016722408026755,PG,0.6111111111111112,Three Australian lieutenants are court martialed for executing prisoners as a way of deflecting attention from war crimes committed by their superior officers.,S.S. Rajamouli,N.T. Rama Rao Jr., Ram Charan, Ajay Devgn,Action, Adventure, Drama,2,0
Bride of Frankenstein,0.1759259259259238,0.210526315789473,0.0334645669291338,0.0150501672240802,PG,0.9305555555555556,"Mary Shelley reveals the main characters of her novel survived: Baron Henry Frankenstein, goaded by an even madder scientist, builds his monster a mate.","Don Hall, Chris Williams",Ryan Potter, Scott Adsit, Jamie Chung,Animation, Action, Adventure,1,0
To Have and Have Not,0.2592592592592595,0.210526315789473,0.0826771653543307,0.0096989966555183,Approved,0.8611111111111112,"During World War II, an American expatriate helps transport a French Resistance leader and his wife to Martinique while romancing a lounge singer.",Richard Schenkman,David Lee Smith, Tony Todd, John Billingsley,Drama, Fantasy, Mystery,1,0
American Movie,0.768518518518519,0.210526315789473,0.0964566929133858,0.0033444816053511,15,0.7777777777777777,Documentary about an aspiring filmmaker's attempts to finance his dream project by finally completing the low-budget horror film he abandoned years before.,Robert Zemeckis,Michael J. Fox, Christopher Lloyd, Lea Thompson,Adventure, Comedy, Sci-Fi,1,0
The Lunchbox,0.8981481481481488,0.210526315789473,0.0905511811023622,0.0177257525083612,PG,0.6666666666666667,A mistaken delivery in Mumbai's famously efficient lunchbox delivery system connects a young housewife to an older man in the dusk of his life as they build a fantasy world together through notes in the lunchbox.,Lukas Dhont,Eden Dambrine, Gustav De Waele, Émilie Dequenne,Drama,,,1,0
