Title,Year,Rating,Length (mins),Rating Amount,Group,Metascore,Short Description,Directors,Star 1,Star 2,Star 3,Genre 1,Genre 2,Genre 3,KMeans Cluster,Agglomerative Cluster
Sideways,0.8148148148148131,0.0526315789473681,0.1358267716535433,0.0668896321070234,15,0.9166666666666669,"Two men reaching middle age with not much to show but disappointment embark on a week-long road trip through California's wine country, just as one is about to take a trip down the aisle.",Dervis Zaim,Ahmet Ugurlu, Tuncel Kurtiz, Aysen Aydemir,Drama,,,1,0
Babel,0.8333333333333321,0.0526315789473681,0.1673228346456693,0.1043478260869565,15,0.5694444444444444,"Tragedy strikes a married couple on vacation in the Moroccan desert, which jump starts an interlocking story involving four different families.",Ram Gopal Varma,Amitabh Bachchan, Abhishek Bachchan, Kay Kay Menon,Crime, Drama,,2,1
Fear and Loathing in Las Vegas,0.7592592592592595,0.0526315789473681,0.1181102362204724,0.0996655518394648,18,0.1805555555555555,An oddball journalist and his psychopathic lawyer travel to Las Vegas for a series of psychedelic escapades.,Luv Ranjan,Kartik Aaryan, Raayo S. Bakhirta, Divyendu Sharma,Comedy, Drama, Romance,2,1
Doubt,0.8518518518518512,0.0526315789473681,0.0905511811023622,0.0434782608695652,15,0.5555555555555556,A Catholic school principal questions a priest's ambiguous relationship with a troubled young student.,Raj Kumar Gupta,Rajeev Khandelwal, Mukesh Agrohari, Supavitra Babul,Action, Crime, Drama,2,1
Enemy at the Gates,0.7870370370370345,0.0526315789473681,0.1437007874015748,0.0913043478260869,15,0.3472222222222222,A Russian and a German sniper play a game of cat-and-mouse during the Battle of Stalingrad.,Christopher Kenneally,Derek Ambrosi, Michael Ballhaus, Andrzej Bartkowiak,Documentary,,,2,1
The Piano,0.7129629629629619,0.0526315789473681,0.124015748031496,0.0294314381270902,15,0.8472222222222221,"In the mid-19th century a mute woman is sent to New Zealand along with her young daughter and prized piano for an arranged marriage to a farmer, but is soon lusted after by a farm worker.",Vikramaditya Motwane,Harshvardhan Kapoor, Priyanshu Painyuli, Ashish Verma,Action, Drama,,1,0
Back to the Future Part III,0.6851851851851833,0.0526315789473681,0.1181102362204724,0.1625418060200669,PG,0.375,"Stranded in 1955, Marty McFly learns about the death of Doc Brown in 1885 and must travel back in time to save him. With no fuel readily available for the DeLorean, the two must figure how to escape the Old West before Emmett is murdered.","Lisanne Pajot, James Swirsky",Jonathan Blow, Brandon Boyer, Renaud Bédard,Documentary, Drama,,2,1
Kiss Kiss Bang Bang,0.8240740740740726,0.0526315789473681,0.0885826771653543,0.0775919732441471,15,0.625,"After being mistaken for an actor, a New York thief is sent to Hollywood to train under a private eye for a potential movie role, but the duo are thrown together with a struggling actress into a murder mystery.","Tegan Bukowski, Loressa Clisby, Kevin Macdonald",Hiroaki Aikawa, Cindy Baer, Teagan Bentley,Documentary, Drama,,2,1
National Lampoon's Christmas Vacation,0.6759259259259238,0.0526315789473681,0.076771653543307,0.0749163879598662,12A,0.2916666666666666,The Griswold family's plans for a big family Christmas predictably turn into a big disaster.,Kundan Shah,Shah Rukh Khan, Suchitra Krishnamoorthi, Deepak Tijori,Comedy, Drama, Music,2,1
42,0.8981481481481488,0.0526315789473681,0.1377952755905512,0.0317725752508361,12A,0.4722222222222222,"In 1947, Jackie Robinson becomes the first African-American to play in Major League Baseball in the modern era when he was signed by the Brooklyn Dodgers and faces considerable racism in the process.",Aanand L. Rai,Kangana Ranaut, Madhavan, Gunnit Kaur,Comedy, Drama, Romance,2,1
Cure,0.75,0.0526315789473681,0.1043307086614173,0.0063545150501672,15,0.5833333333333334,A frustrated detective deals with the case of several gruesome murders committed by people who have no recollection of what they've done.,"Akriti Bajpai, Harsh Beniwal",Harsh Beniwal, Mohit Chhikara, Aditya Paul,Action, Comedy,,2,1
127 Hours,0.8703703703703702,0.0526315789473681,0.0708661417322834,0.134448160535117,15,0.75,"A mountain climber becomes trapped under a boulder while canyoneering alone near Moab, Utah and resorts to desperate measures in order to survive.","Josh Kriegman, Elyse Steinberg",Anthony Weiner, Huma Abedin, Jordan Zain Weiner,Documentary,,,1,0
"tick, tick... BOOM!",0.9722222222222214,0.0526315789473681,0.1122047244094488,0.0381270903010033,12A,0.6388888888888888,"On the brink of turning 30, a promising theater composer navigates love, friendship and the pressure to create something great before time runs out.",Abhishek Sharma,John Abraham, Boman Irani, Diana Penty,Action, Drama, History,2,1
Stranger Than Fiction,0.8333333333333321,0.0526315789473681,0.108267716535433,0.0769230769230769,12A,0.5416666666666666,"I.R.S. auditor Harold Crick suddenly finds his mundane Chicago life to be the subject of narration only he can hear: narration that begins to affect his entire existence, from his work to his love life to his death.",Josh Fox,Josh Fox, Dick Cheney, Pete Seeger,Documentary,,,2,1
Tucker and Dale vs Evil,0.8703703703703702,0.0526315789473681,0.0610236220472441,0.0635451505016722,15,0.5138888888888888,Affable hillbillies Tucker and Dale are on vacation at their dilapidated mountain cabin when they are mistaken for murderers by a group of preppy college students.,Sudha Kongara,Madhavan, Nassar, Radha Ravi,Drama, Sport,,2,1
"The Adventures of Priscilla, Queen of the Desert",0.7222222222222214,0.0526315789473681,0.0905511811023622,0.0157190635451505,15,0.5833333333333334,Two drag performers and a transgender woman travel across the desert to perform their unique style of cabaret.,K.V. Anand,Suriya, Tamannaah Bhatia, Prabhu,Action, Crime, Drama,2,1
El Dorado,0.4629629629629619,0.0526315789473681,0.1338582677165354,0.0073578595317725,PG,0.7916666666666667,"Cole Thornton, a gunfighter for hire, joins forces with old friend, Sheriff J.P. Hara. Together with an old Indian fighter and a gambler, they help a rancher and his family fight a rival rancher who's trying to steal their water.",Trivikram Srinivas,Mahesh Babu, Anushka Shetty, Prakash Raj,Action, Comedy, Fantasy,1,0
The Illusionist,0.8333333333333321,0.0526315789473681,0.1023622047244094,0.12876254180602,PG,0.5555555555555556,"In turn-of-the-century Vienna, a magician uses his abilities to secure the love of a woman far above his social standing.",Valve,Benedict Lim, Clinton Loomis, Danil Ishutin,Documentary, Action,,2,1
The Curse of the Were-Rabbit,0.8240740740740726,0.0526315789473681,0.0531496062992126,0.0474916387959866,PG,0.8194444444444444,"Wallace and his loyal dog, Gromit, set out to discover the mystery behind the garden sabotage that plagues their village and threatens the annual giant vegetable growing contest.",George Miller,Anya Taylor-Joy, Chris Hemsworth, Tom Burke,Action, Adventure, Sci-Fi,1,0
The Wicker Man,0.5277777777777786,0.0526315789473681,0.0590551181102362,0.0294314381270902,X,0.8194444444444444,"A puritan police sergeant arrives in a Scottish island village in search of a missing girl, who the pagan locals claim never existed.",Kelsey Mann,Amy Poehler, Maya Hawke, Kensington Tallman,Animation, Adventure, Comedy,1,0
Secondhand Lions,0.8055555555555536,0.0526315789473681,0.1043307086614173,0.0180602006688963,12,0.3333333333333333,"Fourteen-year-old Walter Caldwell's irresponsible mother Mae sends him to live with his bachelor uncles, Hub and Garth, so that she can go on yet another husband-hunting trip.",Danny Boyle,Cillian Murphy, Naomie Harris, Christopher Eccleston,Drama, Horror, Sci-Fi,2,1
Robin Hood,0.5277777777777786,0.0526315789473681,0.0492125984251968,0.0444816053511705,U,0.4027777777777778,The story of the legendary British outlaw portrayed with the characters as anthropomorphic animals.,Michael Gracey,Hugh Jackman, Michelle Williams, Zac Efron,Biography, Drama, Musical,2,1
Fallen Angels,0.731481481481481,0.0526315789473681,0.0807086614173228,0.0150501672240802,15,0.5972222222222222,"This Hong Kong-set crime drama follows the lives of a hitman, hoping to get out of the business, and his elusive female partner.",John Andreas Andersen,Sjur Vatne Brean, Erik Hivju, Philip Helgar,Biography, Drama, War,2,1
Dead Man's Shoes,0.8148148148148131,0.0526315789473681,0.0629921259842519,0.0167224080267558,18,0.3333333333333333,A disaffected soldier returns to his hometown to get even with the thugs who brutalized his mentally-challenged brother years ago.,James Cameron,Sam Worthington, Zoe Saldaña, Sigourney Weaver,Action, Adventure, Fantasy,2,1
The Assassination of Jesse James by the Coward Robert Ford,0.8425925925925917,0.0526315789473681,0.2007874015748031,0.0625418060200669,15,0.5555555555555556,"Robert Ford, who has idolized Jesse James since childhood, tries hard to join the resurgent gang of the Missouri outlaw, but gradually becomes resentful of the bandit leader.",Ted Demme,Johnny Depp, Penélope Cruz, Franka Potente,Biography, Crime, Drama,2,1
The Hate U Give,0.9444444444444428,0.0526315789473681,0.1476377952755905,0.0107023411371237,12A,0.7361111111111112,"Starr witnesses the fatal shooting of her childhood best friend Khalil at the hands of a police officer. Now, facing pressure from all sides of the community, Starr must find her voice and stand up for what's right.",Ben Affleck,Ben Affleck, Rebecca Hall, Jon Hamm,Crime, Drama, Thriller,1,0
Richard Jewell,0.9537037037037024,0.0526315789473681,0.1437007874015748,0.0307692307692307,15,0.5555555555555556,"Security guard Richard Jewell is an instant hero after foiling a bomb attack at the 1996 Atlanta Olympics, but his life becomes a nightmare when the FBI leaks to the media that he is a suspect in the case.",Tim Burton,Alec Baldwin, Geena Davis, Michael Keaton,Comedy, Fantasy,,2,1
Field of Dreams,0.6759259259259238,0.0526315789473681,0.0964566929133858,0.0411371237458194,PG,0.4027777777777778,"Iowa farmer Ray Kinsella is inspired by a voice he can't ignore to pursue a dream he can hardly believe. Supported by his wife, Ray begins the quest by turning his ordinary cornfield into a place where dreams can come true.",Tom Hooper,Hugh Jackman, Russell Crowe, Anne Hathaway,Drama, Musical, Romance,2,1
Miracle,0.8148148148148131,0.0526315789473681,0.1515748031496062,0.0170568561872909,PG,0.5555555555555556,"The true story of Herb Brooks, the player-turned-coach who led the 1980 U.S. Olympic hockey team to victory over the seemingly invincible Soviet squad.",Edgar Wright,Michael Cera, Mary Elizabeth Winstead, Kieran Culkin,Action, Comedy, Fantasy,2,1
Riders of Justice,0.962962962962962,0.0526315789473681,0.1141732283464566,0.0197324414715719,15,0.7361111111111112,"Markus goes home to his teenage daughter, Mathilde, when his wife dies in a train crash. All appears to be a tragic accident until a mathematics geek, who was also a fellow passenger on the train, and his two colleagues show up.",James Wan,Patrick Wilson, Vera Farmiga, Ron Livingston,Horror, Mystery, Thriller,1,0
"Synecdoche, New York",0.8518518518518512,0.0526315789473681,0.1299212598425197,0.0304347826086956,15,0.5416666666666666,A theater director struggles with his work and the women in his life as he creates a life-size replica of New York City inside a warehouse as part of his new play.,Guy Ritchie,Jake Gyllenhaal, Dar Salim, Sean Sagar,Action, Drama, Thriller,2,1
"Lust, Caution",0.8425925925925917,0.0526315789473681,0.1948818897637795,0.0123745819397993,18,0.4583333333333333,"During World War II era, a young woman, Wang Jiazhi, gets swept up in a dangerous game of emotional intrigue with a powerful political figure, Mr. Yee.",Todd Field,Kate Winslet, Jennifer Connelly, Patrick Wilson,Drama, Romance,,2,1
The Hours,0.7962962962962941,0.0526315789473681,0.1023622047244094,0.0448160535117056,12A,0.7222222222222223,"The story of how the novel ""Mrs. Dalloway"" affects three generations of women, all of whom, in one way or another, have had to deal with suicide in their lives.",Edgar Wright,Ansel Elgort, Jon Bernthal, Jon Hamm,Action, Crime, Drama,1,0
Blood Simple,0.6296296296296298,0.0526315789473681,0.0807086614173228,0.0331103678929765,18,0.7777777777777777,"The owner of a seedy small-town Texas bar discovers that one of his employees is having an affair with his wife. A chaotic chain of misunderstandings, lies, and mischief ensues after he devises a plot to have them murdered.",Marc Forster,Tom Hanks, Mariana Treviño, Rachel Keller,Comedy, Drama,,1,0
Grindhouse,0.8425925925925917,0.0526315789473681,0.2618110236220472,0.0612040133779264,18,0.6805555555555556,Quentin Tarantino and Robert Rodriguez's homage to exploitation double features in the '60s and '70s with two back-to-back cult films that include previews of coming attractions between them.,Neil Jordan,Brad Pitt, Tom Cruise, Antonio Banderas,Drama, Fantasy, Horror,1,0
Menace II Society,0.7129629629629619,0.0526315789473681,0.076771653543307,0.0187290969899665,18,0.6666666666666667,A young street hustler attempts to escape the rigors and temptations of the ghetto in a quest for a better life.,Steven Spielberg,Harrison Ford, Kate Capshaw, Ke Huy Quan,Action, Adventure,,1,0
Drive My Car,0.9722222222222214,0.0526315789473681,0.2381889763779527,0.0204013377926421,15,0.875,A renowned stage actor and director learns to cope with a big personal loss when he receives an offer to direct a production of Uncle Vanya in Hiroshima.,Taylor Hackford,Keanu Reeves, Al Pacino, Charlize Theron,Drama, Fantasy, Mystery,1,0
King Richard,0.9722222222222214,0.0526315789473681,0.1692913385826771,0.0451505016722408,12A,0.6666666666666667,A look at how tennis superstars Venus and Serena Williams became who they are after the coaching from their father Richard.,Paul Verhoeven,Arnold Schwarzenegger, Sharon Stone, Michael Ironside,Action, Adventure, Sci-Fi,2,1
Midnight Express,0.5740740740740726,0.0526315789473681,0.124015748031496,0.0270903010033444,X,0.4305555555555556,"Billy Hayes, an American college student, is caught smuggling drugs out of Turkey and thrown into prison.",Steven Soderbergh,Julia Roberts, Albert Finney, David Brisbin,Biography, Drama,,2,1
Best in Show,0.7777777777777786,0.0526315789473681,0.0629921259842519,0.0197324414715719,12,0.6944444444444444,A behind-the-scenes look into the highly competitive and cut-throat world of dog shows through the eyes of a group of ruthless dog owners.,Emerald Fennell,Carey Mulligan, Bo Burnham, Alison Brie,Crime, Drama, Mystery,1,0
