Title,Year,Rating,Length (mins),Rating Amount,Group,Metascore,Short Description,Directors,Star 1,Star 2,Star 3,Genre 1,Genre 2,Genre 3
The Man Who Wasn't There,0.7870370370370345,0.05263157894736814,0.11417322834645668,0.03578595317725753,15,0.625,"A laconic, chain-smoking barber blackmails his wife's boss and lover for money to invest in dry cleaning, but his plan goes terribly wrong.",James Hawes,,,,,,
Pleasantville,0.7592592592592595,0.05263157894736814,0.1299212598425197,0.0431438127090301,PG,0.5972222222222222,"Two 1990s teenage siblings find themselves transported to a 1950s sitcom where their influence begins to profoundly change that colorless, complacent world.",Martin Scorsese,,,,,,
Dangerous Liaisons,0.6666666666666643,0.05263157894736814,0.12007874015748032,0.022408026755852843,15,0.6388888888888888,A scheming widow and her manipulative ex-lover make a bet regarding the corruption of a recently married woman.,Joel Schumacher,,,,,,
Pain and Glory,0.9537037037037024,0.05263157894736814,0.10826771653543307,0.018394648829431436,15,0.8194444444444444,A film director reflects on the choices he's made in life as the past and present come crashing down around him.,John Landis,,,,,,
Thank You for Smoking,0.8240740740740726,0.05263157894736814,0.06692913385826774,0.07424749163879599,15,0.5972222222222222,"Satirical comedy follows the machinations of Big Tobacco's chief spokesman, Nick Naylor, who spins on behalf of cigarettes while trying to remain a role model for his 12-year-old son.",Craig Gillespie,,,,,,
Nimona,0.9907407407407405,0.05263157894736814,0.0846456692913386,0.01505016722408027,PG,0.6527777777777777,"When a knight in a futuristic medieval world is framed for a crime he didn't commit, the only one who can help him prove his innocence is Nimona -- a mischievous teen who happens to be a shapeshifting creature he's sworn to destroy.",Walter Hill,,,,,,
The Guns of Navarone,0.4166666666666643,0.05263157894736814,0.1968503937007874,0.0157190635451505,Not Rated,0.6111111111111112,"A team of Allied saboteurs is assigned an impossible mission: infiltrate an impregnable Nazi-held Greek island and destroy the two enormous long-range field guns that prevent the rescue of 2,000 trapped British soldiers.",Ruben Fleischer,,,,,,
Clouds,0.9629629629629619,0.05263157894736814,0.12401574803149606,0.0006688963210702346,12,0.375,"Based on real events, a young musician discovers his cancer has spread, leaving him just a few months to live. With limited time, he follows his dream and makes an album, unaware that it will soon be a viral music phenomenon.",Spike Lee,,,,,,
Boys Don't Cry,0.768518518518519,0.05263157894736814,0.11811023622047245,0.03210702341137124,18,0.8055555555555556,"A young transgender man named Brandon navigates love, life, and trying to pass as a boy in rural Nebraska.",Tom Tykwer,,,,,,
The Big Sick,0.9351851851851833,0.05263157894736814,0.1220472440944882,0.04548494983277592,R,0.8055555555555556,"Pakistan-born comedian Kumail Nanjiani and grad student Emily Gardner fall in love but struggle as their cultures clash. When Emily contracts a mysterious illness, Kumail finds himself forced to face her feisty parents, his family's expectations, and his true feelings.",Michael Mann,,,,,,
The Mauritanian,0.9722222222222214,0.05263157894736814,0.13976377952755906,0.018729096989966554,15,0.3472222222222222,Mohamedou Ould Slahi fights for freedom after being detained and imprisoned without charge by the U.S. Government for years.,Kinji Fukasaku,,,,,,
Ghost Dog: The Way of the Samurai,0.768518518518519,0.05263157894736814,0.11417322834645668,0.030100334448160532,15,0.5555555555555556,An African-American Mafia hit man who models himself after the samurai of old finds himself targeted for death by the mob.,Kathryn Bigelow,,,,,,
Selma,0.9074074074074083,0.05263157894736814,0.1377952755905512,0.029096989966555183,12A,0.7083333333333333,"A chronicle of Dr. Martin Luther King, Jr.'s campaign to secure equal voting rights via an epic march from Selma to Montgomery, Alabama, in 1965.",John Landis,,,,,,
The Life of David Gale,0.8055555555555536,0.05263157894736814,0.14173228346456693,0.039799331103678934,15,0.041666666666666685,A man against capital punishment is accused of murdering a fellow activist and is sent to death row.,John Crowley,,,,,,
A Perfect World,0.7129629629629619,0.05263157894736814,0.15748031496062995,0.026755852842809364,15,0.5972222222222222,"A kidnapped boy strikes up a friendship with his captor, an escaped convict on the run from the law, while the search for him continues.",James Cameron,,,,,,
Dead Man,0.731481481481481,0.05263157894736814,0.12401574803149606,0.03177257525083612,18,0.4722222222222222,"On the run after murdering a man, accountant William Blake encounters a strange Native American man named Nobody who prepares him for his journey into the spiritual world.",Joachim Rønning,,,,,,
Hair,0.5833333333333321,0.05263157894736814,0.12401574803149606,0.010702341137123747,AA,0.5555555555555556,"Claude Bukowski leaves the family ranch in Oklahoma for New York where he is rapidly embraced into the hippie group of youngsters led by Berger, yet he's already been drafted. He soon falls in love with Sheila Franklin, a rich girl but still a rebel inside.",Peter Berg,,,,,,
"Jeanne Dielman, 23, quai du commerce, 1080 Bruxelles",0.5462962962962941,0.05263157894736814,0.2834645669291339,0.002006688963210702,15,0.9166666666666667,"A lonely widowed housewife does her daily chores, takes care of her apartment where she lives with her teenage son, and turns the occasional trick to make ends meet, but something happens that changes her safe routine.",Mike Figgis,,,,,,
The Producers,0.47222222222222143,0.05263157894736814,0.05905511811023623,0.017391304347826087,PG,0.9444444444444444,A stage-play producer devises a plan to make money by producing a sure-fire flop.,Stanley Kubrick,,,,,,
The Wind that Shakes the Barley,0.8333333333333321,0.05263157894736814,0.13582677165354332,0.015384615384615387,15,0.75,"Against the backdrop of the Irish War of Independence, two brothers fight a guerrilla war against British forces.",Adam Rehmeier,,,,,,
The Time Machine,0.40740740740740833,0.05263157894736814,0.08858267716535434,0.012040133779264215,PG,0.5416666666666666,A man's vision for a utopian society is disillusioned when travelling forward into time reveals a dark and dangerous society.,Peter Weir,,,,,,
The Secret of N-I-M-H,0.6111111111111107,0.05263157894736814,0.047244094488188976,0.012374581939799333,U,0.6666666666666667,"To save her ill son, a field mouse must seek the aid of a colony of rats, with whom she has a deeper link than she suspected.",Duncan Jones,,,,,,
The Picture of Dorian Gray,0.26851851851851904,0.05263157894736814,0.10236220472440946,0.0016722408026755855,A,0.5138888888888888,"Londoner Dorian Gray stays young, but his portrait ages.",Michael Haneke,,,,,,
The Long Goodbye,0.5277777777777786,0.05263157894736814,0.1062992125984252,0.010033444816053512,X,0.8194444444444444,"Private eye Philip Marlowe helps friend Terry Lennox out of a jam and is implicated in his wife Sylvia's murder. He also is hired by Eileen Wade to locate her dipsomaniac husband Roger, who frequently disappears when he wants to dry out.",Stanley Kramer,,,,,,
The Fisher King,0.6944444444444429,0.05263157894736814,0.15551181102362208,0.027759197324414717,15,0.5416666666666666,"A former radio DJ, suicidally despondent because of a terrible mistake he made, finds redemption in helping a deranged homeless man who was an unwitting victim of that mistake.",Martin Scorsese,,,,,,
Lady Vengeance,0.8240740740740726,0.05263157894736814,0.11220472440944881,0.02608695652173913,18,0.6527777777777777,"After being wrongfully imprisoned for thirteen years and having her child taken away from her, a woman seeks revenge through increasingly brutal means.","Charles Crichton, John Cleese",,,,,,
Weathering with You,0.9537037037037024,0.05263157894736814,0.1062992125984252,0.01705685618729097,12A,0.6111111111111112,"Set during a period of exceptionally rainy weather, high-school boy Hodaka Morishima runs away from his troubled rural home to Tokyo and befriends an orphan girl who can manipulate the weather.",Alexander Payne,,,,,,
Withnail & I,0.6574074074074083,0.05263157894736814,0.09645669291338582,0.013377926421404682,15,0.7777777777777777,"In 1969, two substance-abusing, unemployed actors retreat to the countryside for a holiday that proves disastrous.",Alejandro G. Iñárritu,,,,,,
Saving Mr. Banks,0.8981481481481488,0.05263157894736814,0.13188976377952757,0.05418060200668897,PG,0.5138888888888888,"P. L. Travers, a London author who is financially broke, visits Los Angeles to meet Walt Disney, who is keen to adapt her Mary Poppins books for the cinema. However, his methods do not meet her approval.",Terry Gilliam,,,,,,
The Big Blue,0.6666666666666643,0.05263157894736814,0.21653543307086612,0.015384615384615387,15,0.09722222222222227,"The rivalry between Enzo and Jacques, two childhood friends and now world-renowned free divers, becomes a beautiful and perilous journey into oneself and the unknown.",John Patrick Shanley,,,,,,
The Farewell,0.9537037037037024,0.05263157894736814,0.0826771653543307,0.021070234113712373,PG,0.8472222222222221,"A Chinese family discovers their grandmother has only a short while left to live and decide to keep her in the dark, scheduling a wedding to gather before she dies.",Jean-Jacques Annaud,,,,,,
A Royal Affair,0.8888888888888893,0.05263157894736814,0.15551181102362208,0.014046822742474917,15,0.625,"A young queen, who is married to an insane king, falls secretly in love with her physician - and together they start a revolution that changes a nation forever.",Robert Zemeckis,,,,,,
All About Lily Chou-Chou,0.7870370370370345,0.05263157894736814,0.1732283464566929,0.0006688963210702346,15,0.625,"The problematic lives of teenager students for whom the singer Lily Chou-Chou's dreamy music is the only way to escape an alienating, violent and insensitive society.",Shane Black,,,,,,
Chaplin,0.7037037037037024,0.05263157894736814,0.1673228346456693,0.01806020066889632,12,0.26388888888888895,"An elderly Charlie Chaplin discusses his autobiography with his editor, recounting his amazing journey from his poverty-stricken childhood to world-wide success after the ingenious invention of the Little Tramp.",Jeremiah S. Chechik,,,,,,
Dead Man Walking,0.731481481481481,0.05263157894736814,0.12598425196850394,0.031438127090301006,15,0.7222222222222223,"A nun, while comforting a convicted killer on death row, empathizes with both the killer and his victim's families.",Brian Helgeland,,,,,,
Tell No One,0.8333333333333321,0.05263157894736814,0.1437007874015748,0.016387959866220735,15,0.75,"An accidental discovery near a doctor's estate stirs up some painful memories eight years after his wife's hideous murder, and now, things are bound to take a turn for the unexpected. Does the good doctor know more than he's letting on?",Kiyoshi Kurosawa,,,,,,
Sympathy for Mr. Vengeance,0.7962962962962941,0.05263157894736814,0.12401574803149606,0.022408026755852843,18,0.4305555555555556,"A recently laid off factory worker kidnaps his former boss' friend's daughter, hoping to use the ransom money to pay for his sister's kidney transplant.",Danny Boyle,,,,,,
Hunger,0.8518518518518512,0.05263157894736814,0.07480314960629922,0.021739130434782608,15,0.75,Irish republican Bobby Sands leads the inmates of a Northern Irish prison in a hunger strike.,Lin-Manuel Miranda,,,,,,
Mars Express,0.9907407407407405,0.05263157894736814,0.05905511811023623,0.0003344481605351171,Not Rated,0.6666666666666667,"Set in the 23rd century on Mars, the plot follows the investigation on a murder case carried out by the couple formed by private investigator Aline Ruby and her android companion Carlos Rivera.",Marc Forster,,,,,,
Police Story,0.6388888888888893,0.05263157894736814,0.08070866141732283,0.01137123745819398,15,0.6944444444444444,A virtuous Hong Kong Police Officer must clear his good name when the drug lord he is after frames him for the murder of a dirty cop.,Eli Craig,,,,,,
The Beasts,0.981481481481481,0.05263157894736814,0.15551181102362208,0.004013377926421405,15,0.7916666666666667,An expatriate French couple operate an organic farm in the Spanish countryside but clash with villagers.,Stephan Elliott,,,,,,
The Long Good Friday,0.5925925925925917,0.05263157894736814,0.11023622047244094,0.005685618729096991,X,0.75,"An up-and-coming gangster is tested by the insurgence of an unknown, very powerful threat.",Uli Edel,,,,,,
Flickering Lights,0.7777777777777786,0.05263157894736814,0.10039370078740159,0.005016722408026756,Not Rated,0.26388888888888895,"A gang of 4 Danish criminals are ordered by Færingen to steal a bag from a safe. When they see DKK4,000,000 in the bag, they keep it for themselves and head for Spain. They end up in a ruin of an old restaurant on Jutland and renovate it.",Howard Hawks,,,,,,
Milk,0.8518518518518512,0.05263157894736814,0.1377952755905512,0.05752508361204014,15,0.7638888888888888,"The story of American gay activist Harvey Milk, who fought for gay rights and was elected as California's first openly gay official.",Neil Burger,,,,,,
Quiz Show,0.7222222222222214,0.05263157894736814,0.14763779527559054,0.021739130434782608,15,0.8888888888888888,"A young lawyer, Richard Goodwin, investigates a potentially fixed game show. Charles Van Doren, a big time show winner, is under Goodwin's investigation.","Steve Box, Nick Park",,,,,,
The Tenant,0.5555555555555536,0.05263157894736814,0.13385826771653545,0.013043478260869565,X,0.5972222222222222,A bureaucrat rents a Paris apartment where he finds himself drawn into a rabbit hole of dangerous paranoia.,Robin Hardy,,,,,,
Little Big Man,0.5,0.05263157894736814,0.15944881889763782,0.009698996655518396,15,0.48611111111111116,"Jack Crabb, looking back from extreme old age, tells of his life being raised by Native Americans and fighting with General Custer.",David Lynch,,,,,,
The Guilty,0.9444444444444429,0.05263157894736814,0.053149606299212615,0.01906354515050167,15,0.7638888888888888,A police officer assigned alarm dispatch duty enters a race against time when he answers an emergency call from a kidnapped woman.,Tim McCanlies,,,,,,
Miss Sloane,0.9259259259259238,0.05263157894736814,0.14566929133858267,0.02508361204013378,15,0.5,"In the high-stakes world of political power-brokers, Elizabeth Sloane is the most sought after and formidable lobbyist in D.C. But when taking on the most powerful opponent of her career, she finds winning may come at too high a price.",Wong Kar-Wai,,,,,,
The Flowers of War,0.8796296296296298,0.05263157894736814,0.1732283464566929,0.0157190635451505,15,0.25,"An American finds refuge during the 1937 Japanese invasion of Nanking in a church with a group of women. Posing as a priest, he attempts to lead the women to safety.",Andrew Dominik,,,,,,
13 Assassins,0.8703703703703702,0.05263157894736814,0.16338582677165356,0.020066889632107024,15,0.7777777777777777,A group of assassins come together for a suicide mission to kill an evil lord.,Clint Eastwood,,,,,,
Deep Red,0.5462962962962941,0.05263157894736814,0.13582677165354332,0.011705685618729098,18,0.8472222222222221,A jazz pianist and a wisecracking journalist are pulled into a complex web of mystery after the former witnesses the brutal murder of a psychic.,Gavin O'Connor,,,,,,
Cold War,0.9444444444444429,0.05263157894736814,0.0610236220472441,0.017725752508361205,15,0.8611111111111112,"In the 1950s, a music director falls in love with a singer and tries to persuade her to flee communist Poland for France.",Anders Thomas Jensen,,,,,,
House of Sand and Fog,0.8055555555555536,0.05263157894736814,0.13385826771653545,0.02140468227424749,15,0.5972222222222222,An abandoned wife is evicted from her house and starts a tragic conflict with her house's new owners.,Charlie Kaufman,,,,,,
La Vie En Rose,0.8425925925925917,0.05263157894736814,0.1614173228346457,0.0274247491638796,12A,0.5277777777777778,"Biopic of the iconic French singer Édith Piaf. Raised by her grandmother in a brothel, she was discovered while singing on a street corner at the age of 19. Despite her success, Piaf's life was filled with tragedy.",Ang Lee,,,,,,
Henry V,0.6759259259259238,0.05263157894736814,0.15551181102362208,0.007357859531772575,PG,0.7638888888888888,"In the midst of the Hundred Years War, the young King Henry V of England embarks on the conquest of France in 1415.",Stephen Daldry,,,,,,
Delicatessen,0.6944444444444429,0.05263157894736814,0.08070866141732283,0.0274247491638796,15,0.5277777777777778,Post-apocalyptic surrealist black comedy about the landlord of an apartment building who occasionally prepares a delicacy for his odd tenants.,"Robert Rodriguez, Eli Roth, Quentin Tarantino",,,,,,
The Passenger,0.5462962962962941,0.05263157894736814,0.13385826771653545,0.005685618729096991,PG,0.8611111111111112,"Unable to find the war he's been asked to cover, a frustrated war correspondent takes the risky path of co-opting the identity of a dead arms-deal acquaintance.","Albert Hughes, Allen Hughes",,,,,,
Headhunters,0.8796296296296298,0.05263157894736814,0.0826771653543307,0.03311036789297659,15,0.6111111111111112,An accomplished headhunter risks everything to obtain a valuable painting owned by a former mercenary.,Ryûsuke Hamaguchi,,,,,,
House of Flying Daggers,0.8148148148148131,0.05263157894736814,0.12007874015748032,0.036120401337792644,15,0.8472222222222221,"A romantic police captain breaks a beautiful member of a rebel group out of prison to help her rejoin her fellows, but things are not what they seem.",Peter Jackson,,,,,,
The Meaning of Life,0.6203703703703702,0.05263157894736814,0.09645669291338582,0.0391304347826087,18,0.6111111111111112,The comedy team takes a look at life in all of its stages in their own uniquely silly way.,Greg Berlanti,,,,,,
A Hard Day's Night,0.44444444444444287,0.05263157894736814,0.057086614173228356,0.013043478260869565,PG,0.9444444444444444,"Over two ""typical"" days in the life of The Beatles, the boys struggle to keep themselves and Sir Paul McCartney's mischievous grandfather in check while preparing for a live TV performance.",Brian Percival,,,,,,
A Star Is Born,0.3518518518518512,0.05263157894736814,0.18897637795275593,0.0033444816053511705,A,0.8472222222222221,"In George Cukor's remake, fading matinee idol Norman Maine helps young singer and actress Esther Blodgett find fame, even as age and alcoholism send his own career on a downward spiral.",Denzel Washington,,,,,,
Meet Me In St. Louis,0.2592592592592595,0.05263157894736814,0.10826771653543307,0.006354515050167224,PG,0.9166666666666667,Young love and childish fears highlight a year in the life of a turn-of-the-century family.,David Anspaugh,,,,,,
White Christmas,0.3518518518518512,0.05263157894736814,0.1220472440944882,0.01505016722408027,U,0.38888888888888884,A successful song-and-dance team become romantically involved with a sister act and team up to save the failing Vermont inn of their former commanding general.,"Norman Ferguson, T. Hee, Wilfred Jackson",,,,,,
Grey Gardens,0.5462962962962941,0.05263157894736814,0.07283464566929135,0.002006688963210702,PG,0.7638888888888888,"Meet a mother and daughter, high-society dropouts, reclusive cousins of Jackie O., managing to thrive together amid the decay and disorder of their East Hampton, NY, mansion, making for an eerily ramshackle echo of the American Camelot.",Robert Altman,,,,,,
Show Me Love,0.7592592592592595,0.05263157894736814,0.0610236220472441,0.0157190635451505,15,0.625,"Two teenage girls in small-town Sweden. Elin is beautiful, popular, and bored with life. Agnes is friendless, sad, and secretly in love with Elin.",Alan J. Pakula,,,,,,
New World,0.8981481481481488,0.05263157894736814,0.15157480314960628,0.005685618729096991,15,0.41666666666666663,An undercover cop finds it difficult to play both a cop and a goon.,Sam Raimi,,,,,,
Women on the Verge of a Nervous Breakdown,0.6666666666666643,0.05263157894736814,0.05905511811023623,0.01270903010033445,15,0.7916666666666667,A television actress encounters a variety of eccentric characters after embarking on a journey to discover why her lover abruptly left her.,Fred M. Wilcox,,,,,,
You Can Count on Me,0.7777777777777786,0.05263157894736814,0.10433070866141733,0.007357859531772575,15,0.7916666666666667,"A single mother's life is thrown into turmoil after her struggling, rarely seen younger brother returns to town.",Martin Scorsese,,,,,,
The Last Detail,0.5277777777777786,0.05263157894736814,0.09055118110236221,0.006688963210702342,X,0.8055555555555556,"Two Navy men are ordered to bring a young offender to prison, but decide to show him one last good time along the way.",Martin Brest,,,,,,
Tora! Tora! Tora!,0.5,0.05263157894736814,0.16929133858267717,0.009364548494983279,PG,0.25,"The story of the 1941 Japanese air raid on Pearl Harbor, and the series of preceding American blunders that aggravated its effectiveness.","Marc Caro, Jean-Pierre Jeunet",,,,,,
Wings,0.1018518518518512,0.05263157894736814,0.16929133858267717,0.0016722408026755855,PG,0.6944444444444444,"Two young men, one rich, one middle class, who are in love with the same woman, become fighter pilots in World War I.",Peter Greenaway,,,,,,
Tyrannosaur,0.8796296296296298,0.05263157894736814,0.06692913385826774,0.00802675585284281,18,0.5138888888888888,"Joseph, a man plagued by violence and a rage that is driving him to self-destruction, earns a chance of redemption that appears in the form of Hannah, a Christian charity shop worker.",Alfred Hitchcock,,,,,,
Sin Nombre,0.8611111111111107,0.05263157894736814,0.07480314960629922,0.00802675585284281,15,0.6805555555555556,A young Honduran girl and a Mexican gangster are united in a journey across the U.S. border.,"Richard Glatzer, Wash Westmoreland",,,,,,
Drunken Master II,0.7222222222222214,0.05263157894736814,0.08661417322834647,0.013377926421404682,12,0.6388888888888888,A young martial artist is caught between respecting his pacifist father's wishes or stopping a group of disrespectful foreigners from stealing precious artifacts.,Joel Coen,,,,,,
Instructions Not Included,0.8981481481481488,0.05263157894736814,0.11220472440944881,0.007692307692307693,12,0.375,A man who has made a new life for himself and the daughter left on his doorstep 6 years ago finds his family threatened when the birth mother resurfaces.,Gary Ross,,,,,,
Europa,0.6944444444444429,0.05263157894736814,0.09842519685039372,0.00468227424749164,15,0.5694444444444444,"Just after World War II, an American takes a railway job in Germany, but finds his position politically sensitive with various people trying to use him.",Robert Wise,,,,,,
The Secret of Kells,0.8611111111111107,0.05263157894736814,0.025590551181102372,0.009698996655518396,PG,0.7361111111111112,"A young boy in a remote medieval outpost under siege from barbarian raids is beckoned to adventure when a celebrated master illuminator arrives with an ancient book, brimming with secret wisdom and powers.",Pedro Almodóvar,,,,,,
Boy,0.8703703703703702,0.05263157894736814,0.057086614173228356,0.006688963210702342,15,0.5833333333333334,"Boy, an 11-year-old child and devout Michael Jackson fan who lives on the east coast of New Zealand in 1984, gets a chance to know his absentee criminal father, who has returned to find a bag of money he buried years ago.",Jason Reitman,,,,,,
The Imposter,0.8888888888888893,0.05263157894736814,0.08070866141732283,0.014046822742474917,15,0.6805555555555556,A documentary centered on a young man in Spain who claims to a grieving Texas family that he is their 16-year-old son who has been missing for 3 years.,Bob Gale,,,,,,
Scum,0.5833333333333321,0.05263157894736814,0.07874015748031496,0.0013377926421404688,X,0.6944444444444444,An uncompromising story of life in a British juvenile offender institution in the '70s.,Justin Baldoni,,,,,,
Ip Man 2,0.8703703703703702,0.05263157894736814,0.09842519685039372,0.03444816053511706,15,0.5416666666666666,Centering on Ip Man's migration to Hong Kong in 1949 as he attempts to propagate his discipline of Wing Chun martial arts.,Michael Showalter,,,,,,
The Red Turtle,0.9259259259259238,0.05263157894736814,0.043307086614173235,0.010033444816053512,PG,0.8055555555555556,"A man is shipwrecked on a deserted island and encounters a big red turtle, which changes his life.",Kevin Macdonald,,,,,,
Living in Oblivion,0.731481481481481,0.05263157894736814,0.06299212598425197,0.003678929765886288,15,0.7361111111111112,This ultimate tribute to all independent filmmakers takes place during one day on the set of a non-budget movie.,Jim Jarmusch,,,,,,
Love Me If You Dare,0.8055555555555536,0.05263157894736814,0.06889763779527561,0.021070234113712373,15,0.23611111111111116,"As adults, best friends Julien and Sophie continue the odd game they started as children -- a fearless competition to outdo one another with daring and outrageous stunts. While they often act out to relieve one another's pain, their game might be a way to avoid the fact that they are truly meant for one another.",Ava DuVernay,,,,,,
The Counterfeiters,0.8425925925925917,0.05263157894736814,0.08070866141732283,0.01270903010033445,15,0.6944444444444444,"The story of the Operation Bernhard, the largest counterfeiting operation in history, carried out by Germany during World War II.",Jim Jarmusch,,,,,,
Lenny,0.5370370370370345,0.05263157894736814,0.10433070866141733,0.0026755852842809363,X,0.45833333333333337,"The story of acerbic 1960s comic Lenny Bruce, whose groundbreaking, no-holds-barred style and social commentary was often deemed by the Establishment as too obscene for the public.",Kim Jee-woon,,,,,,
Disconnect,0.8888888888888893,0.05263157894736814,0.11220472440944881,0.023076923076923075,15,0.5,A drama centered on a group of people searching for human connections in today's wired world.,Mel Brooks,,,,,,
The Damned United,0.8611111111111107,0.05263157894736814,0.07874015748031496,0.012374581939799333,15,0.7361111111111112,The story of the controversial Brian Clough's 44-day reign as the coach of the English football club Leeds United.,Ken Loach,,,,,,
The Bitter Tears of Petra von Kant,0.518518518518519,0.05263157894736814,0.1299212598425197,0.0006688963210702346,X,0.625,A troubled fashion designer strikes up a romance with a much younger woman.,George Pal,,,,,,
Whale Rider,0.7962962962962941,0.05263157894736814,0.0846456692913386,0.011705685618729098,PG,0.7222222222222223,"A contemporary story of love, rejection and triumph as a young Maori girl fights to fulfill a destiny her grandfather refuses to recognize.",Don Bluth,,,,,,
Coal Miner's Daughter,0.5925925925925917,0.05263157894736814,0.1299212598425197,0.003678929765886288,PG,0.7777777777777777,"The fictionalized life of singer Loretta Lynn, a girl who rose from humble beginnings to become a country music star in the 1960s/70s.",Albert Lewin,,,,,,
Happy as Lazzaro,0.9444444444444429,0.05263157894736814,0.1377952755905512,0.004013377926421405,12A,0.8194444444444444,An unceasingly kind Italian peasant and his family are blatantly exploited by a tobacco baroness.,Robert Altman,,,,,,
Brute Force,0.28703703703703454,0.05263157894736814,0.07874015748031496,0.0006688963210702346,12,0.7222222222222223,"At a tough penitentiary, prisoner Joe Collins plans to rebel against Captain Munsey, the power-mad chief guard.",Terry Gilliam,,,,,,
"Suddenly, Last Summer",0.3981481481481488,0.05263157894736814,0.11023622047244094,0.0026755852842809363,X,0.36111111111111116,A surgeon is assigned the case of a young woman whose aunt wants her lobotomized to cover up a family secret.,Park Chan-wook,,,,,,
Fresh,0.7222222222222214,0.05263157894736814,0.11023622047244094,0.0016722408026755855,18,0.7361111111111112,"Death and violence anger a twelve-year-old drug courier, who sets his employers against each other.",Makoto Shinkai,,,,,,
Blue Collar,0.5740740740740726,0.05263157894736814,0.11023622047244094,0.0003344481605351171,X,0.6805555555555556,"When three automotive factory workers who're struggling financially try to steal from their own labor union, they discover corruption, and reluctantly decide to use this information for blackmail.",John Lee Hancock,,,,,,
Balloon,0.9444444444444429,0.05263157894736814,0.13188976377952757,0.0013377926421404688,12A,0.3472222222222222,"East Germany, 1979. After initially failing to flee from the East to the West in a self-built hot-air balloon, two families struggle to make a second attempt, while the East German State Police are chasing them.",Luc Besson,,,,,,
Sunshine,0.768518518518519,0.05263157894736814,0.2421259842519685,0.002006688963210702,15,0.5972222222222222,The fate of a Hungarian Jewish family throughout the 20th century.,Lulu Wang,,,,,,
Tickled,0.9259259259259238,0.05263157894736814,0.06692913385826774,0.004013377926421405,15,0.6666666666666667,"Journalist David Farrier stumbles upon a mysterious tickling competition online. As he delves deeper he comes up against fierce resistance, but that doesn't stop him getting to the bottom of a story stranger than fiction.",Nikolaj Arcel,,,,,,
On Body and Soul,0.9351851851851833,0.05263157894736814,0.11417322834645668,0.007023411371237459,18,0.6805555555555556,"When slaughterhouse workers Endre and Mária discover they share the same dreams, where they meet in a forest as deer and fall in love, they decide to make their dreams come true, but it's difficult in real life.",Richard Attenborough,,,,,,
All or Nothing,0.7962962962962941,0.05263157894736814,0.1377952755905512,0.0006688963210702346,18,0.6111111111111112,"In a poor working class London home, Penny's love for her partner, taxi driver Phil, has run dry. When an unexpected tragedy occurs, they and their local community are brought back together.",Tim Robbins,,,,,,
Remember,0.9166666666666643,0.05263157894736814,0.07086614173228348,0.006354515050167224,15,0.33333333333333337,"With the aid of a fellow Auschwitz survivor and a hand-written letter, an elderly man with dementia goes in search of the person he believes to be responsible for the death of his family in the death camp to kill him himself.",Guillaume Canet,,,,,,
Fahrenheit 9/11,0.8148148148148131,0.05263157894736814,0.12598425196850394,0.041137123745819404,15,0.5416666666666666,Michael Moore's view on what happened to the United States after 9/11 and how the Bush Administration allegedly used the tragic event to push forward its agenda for unjust wars in Afghanistan and Iraq.,Park Chan-wook,,,,,,
Cobain: Montage of Heck,0.9166666666666643,0.05263157894736814,0.14566929133858267,0.007692307692307693,15,0.7638888888888888,"An authorized documentary on the late musician Kurt Cobain, from his early days in Aberdeen, Washington to his success and downfall with the grunge band Nirvana.",Steve McQueen,,,,,,
Lilies of the Field,0.43518518518518334,0.05263157894736814,0.07086614173228348,0.0013377926421404688,U,0.45833333333333337,A travelling handyman becomes the answer to the prayers of nuns who wish to build a chapel in the desert.,Jérémie Périn,,,,,,
Frantz,0.9259259259259238,0.05263157894736814,0.10826771653543307,0.0026755852842809363,12,0.625,"In the aftermath of WWI, a young German who grieves the death of her fiancé in France meets a mysterious Frenchman who visits the fiancé's grave to lay flowers.",Rodrigo Sorogoyen,,,,,,
Sonatine,0.7129629629629619,0.05263157894736814,0.07086614173228348,0.00468227424749164,18,0.625,Several yakuza from Tokyo are sent to Okinawa to help end a gang war. The war then escalates and the Tokyo drifters decide to lay low at the beach.,John Mackenzie,,,,,,
Ratcatcher,0.768518518518519,0.05263157894736814,0.07086614173228348,0.0006688963210702346,15,0.6944444444444444,A naïve young lad navigates the dirty squalid streets of 1973 Glasgow and the poor youth around him.,Gus Van Sant,,,,,,
Cyrano de Bergerac,0.6851851851851833,0.05263157894736814,0.15551181102362208,0.005685618729096991,PG,0.7083333333333333,"Famed swordsman and poet Cyrano de Bergerac is in love with his cousin Roxane. He has never expressed his love for her as he his large nose undermines his self-confidence. Then he finds a way to express his love to her, indirectly.",Roman Polanski,,,,,,
Evangelion: 1.0 You Are (Not) Alone,0.8425925925925917,0.05263157894736814,0.07874015748031496,0.006354515050167224,12,0.5277777777777778,The fate of the world is threatened by seemingly monstrous entities known as Angels. NERV is an organization set up to counter this threat and it is up to young pilots to protect Earth but exactly what are the real motives behind NERV?,Gustav Möller,,,,,,
The Naked City,0.29629629629629406,0.05263157894736814,0.07480314960629922,0.002006688963210702,PG,0.6388888888888888,A step-by-step look at a murder investigation on the streets of New York.,Shûsuke Kaneko,,,,,,
Wheel of Fortune and Fantasy,0.9722222222222214,0.05263157894736814,0.12401574803149606,0.0003344481605351171,15,0.8055555555555556,"An unexpected love triangle, a failed seduction trap and an encounter that results from a misunderstanding, told in three movements to depict three female characters and trace the trajectories between their choices and regrets.",Makoto Shinkai,,,,,,
