Index,Title,Year,Rating,Length (mins),Rating Amount,Group,Metascore,Short Description,Directors,Stars,Genres
1135.0,The Train,1964.0,7.8,133.0,20000.0,PG,80.0,"In 1944, a German colonel loads a train with French art treasures to send to Germany. The Resistance must stop it without damaging the cargo.",John Singleton,"Cuba Gooding Jr., Laurence Fishburne, Hudhail Al-Amir","Crime, Drama"
1136.0,The Children's Hour,1961.0,7.8,108.0,19000.0,X,49.0,A rebellious student at a girls' school accuses two teachers of lesbianism.,Terry Gilliam,"Jonathan Pryce, Kim Greist, Robert De Niro","Drama, Sci-Fi, Thriller"
1137.0,Cléo from 5 to 7,1962.0,7.8,90.0,29000.0,PG,87.0,"Cleo, a singer and hypochondriac, becomes increasingly worried that she might have cancer while awaiting test results from her doctor.",Wes Anderson,"Jared Gilman, Kara Hayward, Bruce Willis","Adventure, Comedy, Drama"
1138.0,"I, Daniel Blake",2016.0,7.8,100.0,66000.0,15,78.0,"After surviving a heart-attack, a 59-year-old carpenter must fight bureaucratic forces to receive Employment and Support Allowance.",Dean DeBlois,"Jay Baruchel, Cate Blanchett, Gerard Butler","Animation, Action, Adventure"
1139.0,Oliver Twist,1948.0,7.8,116.0,14000.0,U,84.0,"In Charles Dickens' classic tale, an orphan wends his way from cruel apprenticeship to den of thieves in search of a true home.",Duncan Jones,"Sam Rockwell, Kevin Spacey, Dominique McElligott","Drama, Mystery, Sci-Fi"
1140.0,Great Expectations,1946.0,7.8,118.0,27000.0,PG,90.0,"A humble orphan boy in 1810s Kent is given the opportunity to go to London and become a gentleman, with the help of an unknown benefactor.",F. Gary Gray,"O'Shea Jackson Jr., Corey Hawkins, Jason Mitchell","Biography, Drama, History"
1141.0,The Chorus,2004.0,7.8,97.0,69000.0,12A,56.0,"Pierre, a successful orchestra conductor, returns home when his mother dies. He stumbles upon an old diary and recollects the childhood school memories and his music teacher Clement Mathieu.",Tomas Alfredson,"Kåre Hedebrant, Lina Leandersson, Per Ragnar","Drama, Fantasy, Horror"
1142.0,Babette's Feast,1987.0,7.8,103.0,23000.0,U,78.0,"During the late 19th century, a strict religious community in a Danish village takes in a French refugee from the Franco-Prussian War as a servant to the late pastor's daughters.",Bob Fosse,"Liza Minnelli, Michael York, Helmut Griem","Drama, Music, Musical"
1143.0,Becket,1964.0,7.8,148.0,16000.0,PG,68.0,"King Henry II of England comes to terms with his affection for his close friend and confidant Thomas Becket, who finds his true honor by observing God's divine will rather than the King's.",David O. Russell,"Mark Wahlberg, Christian Bale, Amy Adams","Action, Biography, Drama"
1144.0,Johnny Got His Gun,1971.0,7.8,111.0,19000.0,X,71.0,"During World War I, a patriotic young American is rendered blind, deaf, limbless, and mute by a horrific artillery shell attack. Trapped in what's left of his body, he desperately looks for a way to end his life.",Michael Mann,"Russell Crowe, Al Pacino, Christopher Plummer","Biography, Drama, History"
1145.0,Hiroshima Mon Amour,1959.0,7.8,90.0,37000.0,PG,,A French actress filming an anti-war film in Hiroshima has an affair with a married Japanese architect as they share their differing perspectives on war.,Kiyotaka Oshiyama,"Yumi Kawai, Mizuki Yoshida, Yôichirô Saitô","Animation, Drama"
1146.0,Birdman of Alcatraz,1962.0,7.8,147.0,20000.0,PG,76.0,A surly convicted murderer held in permanent isolation redeems himself when he becomes a renowned bird expert.,Paul Greengrass,"Tom Hanks, Barkhad Abdi, Barkhad Abdirahman","Action, Biography, Crime"
1147.0,My Life as a Courgette,2016.0,7.8,66.0,31000.0,PG,85.0,"After losing his mother, a young boy is sent to an orphanage with other orphans his age where he begins to learn the meaning of trust and true love.",Hayao Miyazaki,"Kirsten Dunst, Minami Takayama, Rei Sakuma","Animation, Family, Fantasy"
1148.0,The Hunchback of Notre Dame,1939.0,7.8,116.0,13000.0,PG,,"In 15th-century France, a gypsy girl is framed for murder by the infatuated Chief Justice, and only the deformed bellringer of Notre Dame Cathedral can save her.",Niels Arden Oplev,"Michael Nyqvist, Noomi Rapace, Ewa Fröling","Crime, Drama, Mystery"
1149.0,Millennium Actress,2001.0,7.8,87.0,34000.0,PG,70.0,A TV interviewer and his cameraman meet a former actress and travel through her memories and career.,Jithu Madhavan,"Fahadh Faasil, Hipzster, Mithun Jai Shankar","Action, Comedy"
1150.0,Amy,2015.0,7.8,128.0,57000.0,15,85.0,Archival footage and personal testimonials present an intimate portrait of the life and career of British singer/songwriter Amy Winehouse.,Martin Ritt,"Paul Newman, Melvyn Douglas, Patricia Neal","Drama, Western"
1151.0,The Court Jester,1955.0,7.8,101.0,14000.0,U,,A hapless carnival performer masquerades as the court jester as part of a plot against an evil ruler who has overthrown the rightful King.,Wes Anderson,"Bryan Cranston, Koyu Rankin, Edward Norton","Animation, Adventure, Comedy"
1152.0,The Second Mother,2015.0,7.8,112.0,18000.0,15,82.0,"When the estranged daughter of a hard-working live-in housekeeper suddenly appears, the unspoken class barriers that exist within the home are thrown into disarray.",George A. Romero,"Duane Jones, Judith O'Dea, Karl Hardman","Horror, Thriller"
1153.0,Amar Singh Chamkila,2024.0,7.8,145.0,16000.0,TV-MA,,"Follows the life of pop star duo Amar Singh Chamkila and Amarjot Kaur, whose songs that were social commentaries or devotionals became massive hits in the 80's.",Roger Donaldson,"Anthony Hopkins, Diane Ladd, Iain Rea","Biography, Drama, Sport"
1154.0,Eat Drink Man Woman,1994.0,7.8,124.0,24000.0,PG,80.0,A senior chef lives with his three grown daughters; the middle one finds her future plans affected by unexpected events and the life changes of the other household members.,John Ford,"John Wayne, Jeffrey Hunter, Vera Miles","Adventure, Drama, Western"
1155.0,The Muppet Christmas Carol,1992.0,7.8,85.0,76000.0,U,64.0,"The Muppets put their spin on the tale of an elder, Christmas-hating miser who is visited by spirits who foretell his future and share secrets from his past and present, which helps change his view on life.",Robert Benton,"Dustin Hoffman, Meryl Streep, Jane Alexander",Drama
1156.0,Ninotchka,1939.0,7.8,110.0,24000.0,A,,A stern Soviet woman sent to Paris to supervise the sale of jewels seized from Russian nobles finds herself attracted to a man who represents everything she is supposed to detest.,Edward Zwick,"Matthew Broderick, Denzel Washington, Cary Elwes","Biography, Drama, History"
1157.0,Vivre Sa Vie,1962.0,7.8,83.0,36000.0,X,,Twelve episodic tales in the life of a Parisian woman and her slow descent into prostitution.,John Huston,"Sterling Hayden, Louis Calhern, Jean Hagen","Crime, Drama, Film-Noir"
1158.0,Gangubai Kathiawadi,2022.0,7.8,152.0,64000.0,15,,"Duped and sold to a brothel, a young woman fearlessly reclaims her power, using underworld connections to preside over the world she was once a pawn in.",George A. Romero,"David Emge, Ken Foree, Scott H. Reiniger","Horror, Thriller"
1159.0,The Servant,1963.0,7.8,116.0,15000.0,12,94.0,"Upper-class Tony hires servant Hugo Barrett, who turns out to have a hidden agenda.",Jacques Audiard,"Tahar Rahim, Niels Arestrup, Adel Bencherif","Crime, Drama"
1160.0,Days of Wine and Roses,1962.0,7.8,117.0,14000.0,PG,74.0,"An alcoholic marries a young woman and systematically addicts her to booze so that they can share his ""passion"" together.",Clint Eastwood,"Clint Eastwood, Sondra Locke, Chief Dan George","Drama, Western"
1161.0,Embrace of the Serpent,2015.0,7.8,125.0,25000.0,12A,82.0,"The story of the relationship between Karamakate, an Amazonian shaman and last survivor of his people, and two scientists who work together over the course of forty years to search the Amazon for a sacred healing plant.",Ron Howard,"Viggo Mortensen, Colin Farrell, Joel Edgerton","Biography, Drama, Thriller"
1162.0,Mimi,2021.0,7.8,132.0,44000.0,12,,Mimi is introduced by Bhanu to an American couple as a surrogate in exchange for Rs 2 million. She decides to have the baby even when they change their mind and tells her parent that Bhanu is the father.,Hayao Miyazaki,"Hideaki Anno, Hidetoshi Nishijima, Miori Takimoto","Animation, Biography, Drama"
1163.0,Seven Days in May,1964.0,7.8,118.0,18000.0,PG,73.0,United States military leaders plot to overthrow the President because he supports a nuclear disarmament treaty and they fear a Soviet sneak attack.,Stanley Donen,"Cary Grant, Audrey Hepburn, Walter Matthau","Comedy, Mystery, Romance"
1164.0,Crimes and Misdemeanors,1989.0,7.8,104.0,62000.0,15,77.0,An ophthalmologist's mistress threatens to reveal their affair to his wife while a married documentary filmmaker is infatuated with another woman.,Giuseppe Tornatore,"Geoffrey Rush, Jim Sturgess, Sylvia Hoeks","Crime, Drama, Mystery"
1165.0,The Postman,1994.0,7.8,108.0,40000.0,U,81.0,"A simple Italian postman learns to love poetry while delivering mail to a famous poet, and then uses this to woo local beauty Beatrice.",James Ivory,"Anthony Hopkins, Emma Thompson, John Haycraft","Drama, Romance"
1166.0,Chandu Champion,2024.0,7.8,142.0,33000.0,12A,,A man who faced one adversary after another with an undying spirit. His unwavering zeal and never give up attitude led to India's first individual gold medal in any form of the Olympics.,Philip Kaufman,"Sam Shepard, Scott Glenn, Ed Harris","Adventure, Biography, Drama"
1167.0,"One, Two, Three",1961.0,7.8,108.0,24000.0,U,73.0,"In West Berlin during the Cold War, a Coca-Cola executive is given the task of taking care of his boss' socialite daughter.",Vincente Minnelli,"Lana Turner, Kirk Douglas, Walter Pidgeon","Drama, Romance"
1168.0,Ernest & Celestine,2012.0,7.8,80.0,23000.0,U,86.0,"The story of an unlikely friendship between a bear, Ernest, and a young mouse named Celestine.",Taika Waititi,"Sam Neill, Julian Dennison, Rima Te Wiata","Adventure, Comedy, Drama"
1169.0,Gimme Shelter,1970.0,7.8,91.0,13000.0,15,85.0,"When three hundred thousand members of the Love Generation collided with a few dozen Hells Angels at San Francisco's Altamont Speedway, the bloody slash that transformed a decade's dreams into disillusionment was immortalized on this film.",Lukas Moodysson,"Oksana Akinshina, Artyom Bogucharskiy, Pavel Ponomaryov","Crime, Drama"
1170.0,Stray Dog,1949.0,7.8,122.0,20000.0,PG,,"During a sweltering summer, a rookie homicide detective tries to track down his stolen Colt pistol.",Krzysztof Kieslowski,"Juliette Binoche, Zbigniew Zamachowski, Julie Delpy","Drama, Music, Mystery"
1171.0,Knockin' on Heaven's Door,1997.0,7.8,87.0,35000.0,Not Rated,,"Two terminally ill patients escape from a hospital, steal a car and rush towards the sea.",Michel Hazanavicius,"Jean Dujardin, Bérénice Bejo, John Goodman","Comedy, Drama, Romance"
1172.0,Rockstar,2011.0,7.8,159.0,52000.0,PG,,"Janardhan Jakhar chases his dreams of becoming a big Rock star, during which he falls in love with Heer.",Yoshifumi Kondô,"Yoko Honna, Issei Takahashi, Takashi Tachibana","Animation, Drama, Family"
1173.0,"Food, Inc.",2008.0,7.8,94.0,53000.0,PG,80.0,An unflattering look inside America's corporate controlled food industry.,Douglas Sirk,"Lana Turner, John Gavin, Sandra Dee",Drama
1174.0,Law of Tehran,2019.0,7.8,131.0,20000.0,15,,"The police are after a drug lord named Naser Khakzad, but when they finally manage to catch him, he tries whatever he can think of to escape and save his family.",Joseph L. Mankiewicz,"Gene Tierney, Rex Harrison, George Sanders","Comedy, Drama, Fantasy"
1175.0,The Game Changers,2018.0,7.8,86.0,22000.0,15,,A UFC fighter's world is turned upside down when he discovers an elite group of world-renowned athletes and scientists who prove that everything he had been taught about protein was a lie.,Tim Burton,"Johnny Depp, Martin Landau, Sarah Jessica Parker","Biography, Comedy, Drama"
1176.0,Alice in the Cities,1974.0,7.8,113.0,14000.0,PG,78.0,A German journalist is saddled with a nine-year-old girl after encountering her mother at a New York airport.,Bob Fosse,"Roy Scheider, Jessica Lange, Ann Reinking","Drama, Music, Musical"
1177.0,Berserk: The Golden Age Arc III - The Advent,2013.0,7.8,110.0,12000.0,18,,A year has passed since Guts parted ways with Griffith. The Band of the Hawk is plotting a rescue mission to save Griffith who is confined to prison.,Na Hong-jin,"Kim Yoon-seok, Ha Jung-woo, Seo Young-hee","Action, Crime, Drama"
1178.0,Jiro Dreams of Sushi,2011.0,7.8,81.0,39000.0,U,77.0,"A documentary on 85-year-old sushi master Jiro Ono, his renowned Tokyo restaurant, and his relationship with his son and eventual heir, Yoshikazu.",Roland Joffé,"Sam Waterston, Haing S. Ngor, John Malkovich","Biography, Drama, History"
1179.0,I Vitelloni,1953.0,7.8,109.0,22000.0,PG,87.0,A character study of five young men at crucial turning points in their lives in a small town in Italy.,John Ford,"John Wayne, Claire Trevor, Andy Devine","Adventure, Drama, Western"
1180.0,C.R.A.Z.Y.,2005.0,7.8,129.0,35000.0,15,81.0,"Zachary is confused about his sexuality and is in conflict with his Catholic upbringing which alienates his parents. Forcing himself to like girls, Zachary also has to cope with his older brothers, who don't make his life any easier.",Lars von Trier,"Emily Watson, Stellan Skarsgård, Katrin Cartlidge",Drama
1181.0,My Night at Maud's,1969.0,7.8,110.0,15000.0,PG,,"A devout Catholic man's rigid principles are challenged during a one-night stay with Maud, a divorced woman with an outsize personality.",Martin Scorsese,"Robert De Niro, Jerry Lewis, Diahnne Abbott","Comedy, Crime, Drama"
1182.0,System Crasher,2019.0,7.8,125.0,16000.0,15,89.0,"9-year-old Benni is a toss-up between institutions that cannot tackle her outbursts. She wants to move in with her mother, but she can not handle her wild daughter. After Micha is hired Benni slowly opens up and attaches herself to him.","Shin'ichirô Watanabe, Tensai Okamura, Hiroyuki Okiura","Beau Billingslea, Melissa Fahn, Nicholas Guest","Animation, Action, Crime"
1183.0,In This Corner (and Other Corners) of the World,2016.0,7.8,129.0,13000.0,PG,73.0,A spirited 18-year-old woman is married off to a man she barely knows as she combats the daily struggles of living in Hiroshima during World War II.,Frank Capra,"Gary Cooper, Jean Arthur, George Bancroft","Comedy, Drama, Romance"
1184.0,Interstella 5555: The 5tory of the 5ecret 5tar 5ystem,2003.0,7.8,68.0,17000.0,PG,53.0,Four talented alien musicians are kidnapped by a record producer who disguises them as humans and has them reprogrammed to forget their real identities and play soulless corporate pop as The Crescendolls.,Stanley Kramer,"Spencer Tracy, Sidney Poitier, Katharine Hepburn","Comedy, Drama"
1185.0,The Hill,1965.0,7.8,123.0,16000.0,X,81.0,"In a North African military prison during World War II, five new prisoners struggle to survive in the face of brutal punishment and sadistic guards.",Rahul Sadasivan,"Mammootty, Arjun Ashokan, Sidharth Bharathan","Drama, Horror, Thriller"
1186.0,Take Care of Maya,2023.0,7.8,103.0,11000.0,12,64.0,"As a medical team tries to understand 10-year-old Maya Kowalski's rare illness, they begin to question her parents. Suddenly, Maya is in state custody, and her family is desperate to bring their daughter home.",Luis Buñuel,"Fernando Rey, Delphine Seyrig, Paul Frankeur","Comedy, Drama, Fantasy"
1187.0,Steins;Gate: The Movie - Load Region of Déjà Vu,2013.0,7.8,90.0,10000.0,TV-14,,"After the events of the anime, Rintarou begins to feel the repercussions of extensive time travel, and eventually completely fades from reality. Kurisu, being the only companion to remember him, now must find a way to bring him back.",James Whale,"Colin Clive, Mae Clarke, Boris Karloff","Drama, Horror, Sci-Fi"
1188.0,Utomlennye solntsem,1994.0,7.8,135.0,17000.0,15,,"In the USSR in 1936, shadows of Stalin's repressions fall on a famous, revolutionary hero. The accusations of him being a foreign spy are nonsense, and everyone knows that. However, a slow process of his downfall has already started.",Joe Johnston,"Jake Gyllenhaal, Chris Cooper, Laura Dern","Biography, Drama, Family"
1189.0,Orpheus,1950.0,7.8,112.0,14000.0,PG,,A poet in love with Death follows his unhappy wife into the underworld.,"DK Welchman, Hugh Welchman","Douglas Booth, Jerome Flynn, Robert Gulaczyk","Animation, Drama, Mystery"
1190.0,Joji,2021.0,7.8,113.0,12000.0,15,,"Joji, an engineering dropout and the youngest son of a rich family lives with his aspirations of becoming super wealthy. Driven by greed and blind ambition, he decides to execute his plans following an unexpected event in the family.",Jim Sheridan,"Daniel Day-Lewis, Brenda Fricker, Alison Whelan","Biography, Drama"
1191.0,Hindi Medium,2017.0,7.8,132.0,33000.0,PG,,A couple from Chandni Chowk aspire to give their daughter the best education and thus be a part of and accepted by the elite of Delhi.,Yoshiaki Kawajiri,"Kôichi Yamadera, Emi Shinohara, Takeshi Aono","Animation, Action, Adventure"
1192.0,Brother,1997.0,7.8,96.0,26000.0,18,,"An ex-soldier with a personal honor code enters the family crime business in St. Petersburg, Russia.",Sunghoo Park,"Megumi Ogata, Kana Hanazawa, Yûichi Nakamura","Animation, Action, Fantasy"
1193.0,Minnal Murali,2021.0,7.8,158.0,33000.0,12,,"A tailor gains special powers after being struck by lightning, but must take down an unexpected foe if he is to become the superhero his hometown needs.",Michael Haneke,"Christian Friedel, Ernst Jacobi, Leonie Benesch","Drama, Mystery, Thriller"
1194.0,A Night at the Opera,1935.0,7.8,96.0,35000.0,U,,A sly business manager and the wacky friends of two opera singers in Italy help them achieve success in America while humiliating their stuffy and snobbish enemies.,John Carney,"Glen Hansard, Markéta Irglová, Hugh Walsh","Drama, Music, Musical"
1195.0,Poetry,2010.0,7.8,139.0,14000.0,12A,87.0,"A sixty-something woman, faced with the discovery of a heinous family crime and in the early stages of Alzheimer's disease, finds strength and purpose when she enrolls in a poetry class.",Clint Eastwood,"Ken Watanabe, Kazunari Ninomiya, Tsuyoshi Ihara","Action, Adventure, Drama"
1196.0,Oasis,2002.0,7.8,133.0,11000.0,15,79.0,An irresponsible and childish ex-con befriends a girl with cerebral palsy and develops a progressively stronger bond with her.,Werner Herzog,"Klaus Kinski, Ruy Guerra, Helena Rojo","Action, Adventure, Biography"
1197.0,Ghost in the Shell 2.0,2008.0,7.8,83.0,16000.0,15,,A hacker known as the Puppet Master is hunted by a female cyborg cop and her partner. This film is a revised version of Ghost in the Shell (1995).,Tod Browning,"Wallace Ford, Leila Hyams, Olga Baclanova","Drama, Horror"
1198.0,My Best Fiend,1999.0,7.8,95.0,13000.0,Not Rated,70.0,"The love-hate relationship between Werner Herzog and Klaus Kinski, the deep trust between the director and the actor, and their independently and simultaneously hatched plans to murder one another.",George Cukor,"Charles Boyer, Ingrid Bergman, Joseph Cotten","Crime, Drama, Mystery"
1199.0,Before the Rain,1994.0,7.8,113.0,16000.0,15,,Three interconnected stories of love under the threat of civil war in Macedonia and London.,Werner Herzog,"Timothy Treadwell, Amie Huguenard, Werner Herzog","Documentary, Biography"
1200.0,Fury,1936.0,7.8,92.0,14000.0,PG,,"When a wrongly-accused prisoner barely survives a lynch-mob attack and is presumed dead, he vindictively decides to fake his death and frame the mob for his supposed murder.",Elia Kazan,"James Dean, Raymond Massey, Julie Harris",Drama
1201.0,The Island,2006.0,7.8,112.0,13000.0,PG-13,,"Somewhere in Northern Russia in a small Russian Orthodox monastery lives an unusual man whose bizarre conduct confuses his fellow monks, while others who visit the island believe that the man has the power to heal, exorcise demons and foretell the future.",George Cukor,"Cary Grant, Katharine Hepburn, James Stewart","Comedy, Romance"
1202.0,Germany Year Zero,1948.0,7.8,78.0,14000.0,A,,A young German boy faces the problems of the tough life in the immediate post-WWII Berlin.,Nuri Bilge Ceylan,"Muhammet Uzuner, Yilmaz Erdogan, Taner Birsel","Crime, Drama, Thriller"
1203.0,To the Forest of Firefly Lights,2011.0,7.8,45.0,23000.0,,,"Hotaru is rescued by a spirit when she gets lost in a forest as a child. The two become friends, despite the spirit revealing that he will disappear if he is ever touched by a human.",Howard Hawks,"Cary Grant, Rosalind Russell, Ralph Bellamy","Comedy, Drama, Romance"
1204.0,My Hero Academia: Heroes Rising,2019.0,7.8,104.0,11000.0,12A,70.0,"A group of youths aspiring to become professional superheroes, fight in a world full of people with abilities, also known as quirks. Deku and his fellow classmates from Hero Academy face Nine, the strongest villain yet.",Woody Allen,"Woody Allen, Diane Keaton, Mariel Hemingway","Comedy, Drama, Romance"
1205.0,Good Morning,1959.0,7.8,94.0,12000.0,U,87.0,Two boys begin a silence strike to press their parents into buying them a television set.,"Kevin Altieri, Boyd Kirkland, Frank Paur","Kevin Conroy, Dana Delany, Hart Bochner","Animation, Action, Adventure"
1206.0,Intelligent Khiladi,2018.0,7.8,147.0,12000.0,,,"A young NSA agent is framed for the murder of his bosses making him realize that now his mission is darker than expected and has some personal scores to settle regarding his father's death, a former NSA agent.",Pedro Almodóvar,"Cecilia Roth, Marisa Paredes, Candela Peña","Comedy, Drama, Romance"
1207.0,Seven Chances,1925.0,7.8,56.0,12000.0,U,,A man learns that he will inherit a fortune if he marries by 7PM that evening.,Federico Fellini,"Magali Noël, Bruno Zanin, Pupella Maggio","Comedy, Drama"
1208.0,"Steamboat Bill, Jr.",1928.0,7.8,70.0,17000.0,U,,The effete son of a cantankerous riverboat captain comes to join his father's crew.,Matthew Warchus,"Bill Nighy, Imelda Staunton, Dominic West","Biography, Comedy, Drama"
1209.0,For Love and Honour,2007.0,7.8,140.0,25000.0,,,A retired former dangerous man battling Alzheimer's must fight a new generation of mafia boss for the girl his son loves.,Luis Buñuel,"Fernando Rey, Carole Bouquet, Ángela Molina","Comedy, Drama, Romance"
1210.0,Parking,2023.0,7.8,127.0,12000.0,15,,An elderly man and a youngster who are tenants sharing two different floors of an individual house fight over a parking space.,Alfred Hitchcock,"Teresa Wright, Joseph Cotten, Macdonald Carey","Drama, Film-Noir, Mystery"
1211.0,Le Feu Follet,1963.0,7.8,108.0,11000.0,X,,"Depressed Alain Leroy leaves the clinic where he was detoxified. He meets friends, acquaintances and women, trying to find a reason to continue living. Will this help him?",Jacques Demy,"Catherine Deneuve, Nino Castelnuovo, Anne Vernon","Drama, Musical, Romance"
1212.0,Monsieur Verdoux,1947.0,7.8,124.0,20000.0,PG,,"A suave but cynical man supports his family by marrying and murdering rich women for their money, but the job has some occupational hazards.",Woody Allen,"Mia Farrow, Dianne Wiest, Michael Caine","Comedy, Drama"
1213.0,Mamma Roma,1962.0,7.8,106.0,11000.0,X,,"An ex-prostitute reunites with her son, but an extortion scheme threatens her aspirations for a decent life.",Frank Capra,"Jean Arthur, James Stewart, Lionel Barrymore","Comedy, Drama, Romance"
1214.0,Johnny Gaddaar,2007.0,7.8,135.0,14000.0,15,,"Five criminals, who run a gambling club, pool money for a drug deal set up by a corrupt police officer, but when their youngest teammate plans to steal the suitcase containing the money, murder enters the scene.",Jacques Tati,"Jacques Tati, Barbara Dennek, Rita Maiden",Comedy
1215.0,The Death of Mr. Lazarescu,2005.0,7.8,153.0,16000.0,15,87.0,"Mr. Lãzãrescu, a dying old man, is shuttled from hospital to hospital by a loyal paramedic as doctors refuse to operate and no one can agree on a diagnosis.",Sydney Pollack,"Jane Fonda, Michael Sarrazin, Susannah York",Drama
1216.0,Lakshya,2004.0,7.8,186.0,26000.0,12A,,"An aimless, jobless, irresponsible grown man joins the army and matures into a battlefield hero.",Bruce Beresford,"Edward Woodward, Jack Thompson, John Waters","Drama, History, War"
1217.0,The Set-Up,1949.0,7.8,73.0,10000.0,PG,,"Expecting the usual loss, a boxing manager takes bribes from a betting gangster without telling his fighter.",James Whale,"Boris Karloff, Elsa Lanchester, Colin Clive","Drama, Horror, Sci-Fi"
1218.0,"Faces, Places",2017.0,7.8,94.0,14000.0,12A,94.0,Director Agnes Varda and photographer/muralist J.R. journey through rural France and form an unlikely friendship.,Howard Hawks,"Humphrey Bogart, Lauren Bacall, Walter Brennan","Adventure, Comedy, Drama"
1219.0,Secret Superstar,2017.0,7.8,150.0,31000.0,12A,,A talented teenage singer/songwriter living amid domestic abuse becomes a YouTube sensation after a video in which she hides her identity goes viral.,Chris Smith,"Mark Borchardt, Mike Schank, Tom Schimmels","Documentary, Comedy"
1220.0,Simon of the Desert,1965.0,7.8,45.0,11000.0,12,,"Simon, a deeply religious man living in the 4th century, wants to be nearer to God so he climbs a column. The Devil wants him to come down to Earth and is trying to seduce him.",Ritesh Batra,"Irrfan Khan, Nimrat Kaur, Nawazuddin Siddiqui","Drama, Romance"
1221.0,Who Killed Captain Alex?,2010.0,7.8,64.0,11000.0,12,,"Uganda's president gives Captain Alex an assignment to defeat the Tiger Mafia, but he gets killed in the process. Upon hearing the tragic news, his brother investigates to avenge Alex's death.",Howard Hawks,"Katharine Hepburn, Cary Grant, Charles Ruggles",Comedy
1222.0,The Beatles: Eight Days a Week - The Touring Years,2016.0,7.8,106.0,14000.0,12A,72.0,"A compilation of found footage featuring music, interviews, and stories of The Beatles' 250 concerts from 1963 to 1966.",Aditya Suhas Jambhale,"Yami Gautam, Priyamani, Vaibhav Tatwawadi","Action, Drama, Thriller"
1223.0,El hijo de la novia,2001.0,7.8,123.0,17000.0,15,68.0,"A dissatisfied 40-year-old, separated and without time for his own daughter and girlfriend must rethink his life when his father decides to marry his mother, who suffers from Alzheimer's disease, by church.",Martin Zandvliet,"Roland Møller, Louis Hofmann, Joel Basman","Drama, History, War"
1224.0,Kai po che!,2013.0,7.8,130.0,39000.0,12A,40.0,Three friends growing up in India at the turn of the millennium set out to open a training academy to produce the country's next cricket stars.,"Shôgo Furuya, Satoshi Kon","Tôru Emori, Yoshiaki Umegaki, Aya Okamoto","Animation, Adventure, Comedy"
1225.0,Sound City,2013.0,7.8,107.0,14000.0,15,76.0,"A documentary on the fabled recording studio that was located in Van Nuys, California.",Yash Chopra,"Shah Rukh Khan, Preity G Zinta, Rani Mukerji","Drama, Family, Musical"
1226.0,South Wind,2018.0,7.8,130.0,13000.0,15,,A young member of an underground gang in Belgrade puts himself and his family in danger when he crosses a mafia leader who works for the chief of police.,Girish A.D.,"Naslen, Mamitha Baiju, Shyam Mohan","Comedy, Romance"
1227.0,24,2016.0,7.8,164.0,25000.0,12A,,"A scientist invents a time machine, which leads to a bitter battle between his evil twin brother and his son.",Hirokazu Koreeda,"Masaharu Fukuyama, Machiko Ono, Yôko Maki",Drama
1228.0,Supersonic,2016.0,7.8,122.0,13000.0,15,71.0,Oasis's breakthrough years documented into a detailed depiction of the infamous brothers from Manchester forming the band in the early '90s leading up to the legendary performance at Knebworth.,John Frankenheimer,"Burt Lancaster, Paul Scofield, Jeanne Moreau","Thriller, War"
1229.0,English Vinglish,2012.0,7.8,134.0,41000.0,PG,,"A quiet, sweet tempered housewife endures small slights from her well-educated husband and daughter every day because of her inability to speak and understand English.",William Wyler,"Audrey Hepburn, Shirley MacLaine, James Garner","Drama, Romance"
1230.0,The Dissident,2020.0,7.8,119.0,31000.0,PG-13,81.0,"When Washington Post journalist Jamal Khashoggi disappears in Istanbul, his fiancée and dissidents around the world piece together the clues to a murder and expose a global cover up.",Agnès Varda,"Corinne Marchand, Antoine Bourseiller, Dominique Davray","Comedy, Drama, Music"
1231.0,Le corbeau,1943.0,7.8,92.0,11000.0,PG,,"A French village doctor becomes the target of poison-pen letters sent to village leaders, accusing him of affairs and practicing abortion.",Ken Loach,"Dave Johns, Hayley Squires, Sharon Percy",Drama
1232.0,Nanban,2012.0,7.8,188.0,17000.0,12A,,"10 years after leaving college, two best friends and their rival go on a search for their third friend, while finding out some truths along the way.",David Lean,"Robert Newton, Alec Guinness, Kay Walsh",Drama
1233.0,Monty Python Live at the Hollywood Bowl,1982.0,7.8,81.0,16000.0,15,,The Monty Python troupe perform a combination of classic sketches and new material at the Hollywood Bowl.,David Lean,"John Mills, Valerie Hobson, Tony Wager","Adventure, Drama, Mystery"
1234.0,Mother India,1957.0,7.8,172.0,10000.0,U,53.0,"In this melodrama, a poverty-stricken woman raises her sons through many trials and tribulations. But no matter the struggles, she always sticks to her own moral code.",Christophe Barratier,"Gérard Jugnot, François Berléand, Jean-Baptiste Maunier","Drama, Music"
1235.0,Life Itself,2014.0,7.8,121.0,16000.0,15,87.0,"The life and career of the renowned film critic and social commentator, Roger Ebert.",Gabriel Axel,"Stéphane Audran, Bodil Kjer, Birgitte Federspiel",Drama
1236.0,Nayak: The Real Hero,2001.0,7.8,187.0,18000.0,15,,"A man accepts a challenge by the chief minister of Maharashtra to run the state for one day, and makes such a success of it that soon he is embroiled in political intrigue.",Peter Glenville,"Richard Burton, Peter O'Toole, John Gielgud","Biography, Drama, History"
1237.0,Lovelorn,2005.0,7.8,142.0,11000.0,15,,A single mother with a child meets a retired teacher who tries to keep pace with his new life and to protect them from her ex-husband.,Dalton Trumbo,"Timothy Bottoms, Kathy Fields, Marsha Hunt","Drama, War"
