Index,Title,Year,Rating,Length (mins),Rating Amount,Group,Metascore,Short Description,Directors,Stars,Genres
2061.0,The Last Temptation of Christ,1988.0,7.5,164.0,65000.0,18,80.0,"The life of Jesus Christ, his journey through life as he faces the struggles all humans do, and his final temptation on the cross.",Alex Proyas,"Brandon Lee, Michael Wincott, Rochelle Davis","Action, Crime, Drama"
2062.0,Midnight Run,1988.0,7.5,126.0,98000.0,15,78.0,"A bounty hunter pursues a former Mafia accountant who is also being chased by a rival bounty hunter, the F.B.I., and his old mob boss after jumping bail.",John McTiernan,"Sean Connery, Alec Baldwin, Scott Glenn","Action, Adventure, Thriller"
2063.0,The City of Lost Children,1995.0,7.5,112.0,73000.0,15,73.0,"A scientist in a surrealist society kidnaps children to steal their dreams, hoping that they slow his aging process.",Steven Spielberg,"Eric Bana, Daniel Craig, Marie-Josée Croze","Drama, History, Thriller"
2064.0,The Omen,1976.0,7.5,111.0,140000.0,X,62.0,Mysterious deaths surround an American ambassador. Could the child that he is raising actually be the Antichrist? The Devil's own son?,J.A. Bayona,"Naomi Watts, Ewan McGregor, Tom Holland","Drama, History, Thriller"
2065.0,"The Cook, the Thief, His Wife & Her Lover",1989.0,7.5,124.0,43000.0,18,62.0,"At an opulent gourmet restaurant, a woman carries on an affair with deadly consequences.",Trey Edward Shults,"Taylor Russell, Kelvin Harrison Jr., Alexa Demie","Drama, Romance, Sport"
2066.0,Boiling Point,2021.0,7.5,92.0,47000.0,15,73.0,Enter the relentless pressure of a restaurant kitchen as a head chef wrangles his team on the busiest day of the year.,Michael Haneke,"Isabelle Huppert, Annie Girardot, Benoît Magimel","Drama, Music"
2067.0,Spellbound,1945.0,7.5,111.0,54000.0,PG,78.0,A psychiatrist protects the identity of an amnesia patient accused of murder while attempting to recover his memory.,Barry Levinson,"Robert De Niro, Kevin Bacon, Brad Pitt","Crime, Drama, Thriller"
2068.0,Still Alice,2014.0,7.5,101.0,146000.0,12A,72.0,A linguistics professor and her family find their bonds tested when she is diagnosed with Alzheimer's Disease.,Scott Derrickson,"Benedict Cumberbatch, Chiwetel Ejiofor, Rachel McAdams","Action, Adventure, Fantasy"
2069.0,The Man Who Wasn't There,2001.0,7.5,116.0,117000.0,15,73.0,"A laconic, chain-smoking barber blackmails his wife's boss and lover for money to invest in dry cleaning, but his plan goes terribly wrong.",James Hawes,"Anthony Hopkins, Lena Olin, Johnny Flynn","Biography, Drama, History"
2070.0,Pleasantville,1998.0,7.5,124.0,139000.0,PG,71.0,"Two 1990s teenage siblings find themselves transported to a 1950s sitcom where their influence begins to profoundly change that colorless, complacent world.",Martin Scorsese,"Leonardo DiCaprio, Cate Blanchett, Kate Beckinsale","Biography, Drama"
2071.0,The Sand Pebbles,1966.0,7.5,182.0,17000.0,12,,"In 1926, a U.S. Naval engineer gets assigned to a gunboat on a rescue mission in war-torn China.",Yorgos Lanthimos,"Olivia Colman, Emma Stone, Rachel Weisz","Biography, Comedy, Drama"
2072.0,Dangerous Liaisons,1988.0,7.5,119.0,77000.0,15,74.0,A scheming widow and her manipulative ex-lover make a bet regarding the corruption of a recently married woman.,Joel Schumacher,"Matthew McConaughey, Sandra Bullock, Samuel L. Jackson","Crime, Drama, Thriller"
2073.0,Pain and Glory,2019.0,7.5,113.0,65000.0,15,87.0,A film director reflects on the choices he's made in life as the past and present come crashing down around him.,John Landis,"Eddie Murphy, Dan Aykroyd, Ralph Bellamy",Comedy
2074.0,Thank You for Smoking,2005.0,7.5,92.0,232000.0,15,71.0,"Satirical comedy follows the machinations of Big Tobacco's chief spokesman, Nick Naylor, who spins on behalf of cigarettes while trying to remain a role model for his 12-year-old son.",Craig Gillespie,"Margot Robbie, Sebastian Stan, Allison Janney","Biography, Comedy, Drama"
2075.0,Nimona,2023.0,7.5,101.0,55000.0,PG,75.0,"When a knight in a futuristic medieval world is framed for a crime he didn't commit, the only one who can help him prove his innocence is Nimona -- a mischievous teen who happens to be a shapeshifting creature he's sworn to destroy.",Walter Hill,"Michael Beck, James Remar, Dorsey Wright","Action, Crime, Thriller"
2076.0,Redline,2009.0,7.5,102.0,18000.0,15,,"A story about the most popular racing event in the galaxy, the Redline, and the various racers who compete in it.",Robert Zemeckis,"Jodie Foster, Matthew McConaughey, Tom Skerritt","Drama, Mystery, Sci-Fi"
2077.0,Interstate 60: Episodes of the Road,2002.0,7.5,116.0,38000.0,15,,"Neal Oliver, a very confused young artist, takes a journey of a lifetime on a highway that doesn't exist on any map, going to places he's never heard of, searching for an answer and his dream girl.","Chris Wedge, Carlos Saldanha","Denis Leary, John Leguizamo, Ray Romano","Animation, Adventure, Comedy"
2078.0,The Guns of Navarone,1961.0,7.5,158.0,57000.0,Not Rated,72.0,"A team of Allied saboteurs is assigned an impossible mission: infiltrate an impregnable Nazi-held Greek island and destroy the two enormous long-range field guns that prevent the rescue of 2,000 trapped British soldiers.",Ruben Fleischer,"Jesse Eisenberg, Emma Stone, Woody Harrelson","Action, Comedy, Horror"
2079.0,Clouds,2020.0,7.5,121.0,12000.0,12,55.0,"Based on real events, a young musician discovers his cancer has spread, leaving him just a few months to live. With limited time, he follows his dream and makes an album, unaware that it will soon be a viral music phenomenon.",Spike Lee,"John David Washington, Adam Driver, Laura Harrier","Biography, Comedy, Crime"
2080.0,Boys Don't Cry,1999.0,7.5,118.0,106000.0,18,86.0,"A young transgender man named Brandon navigates love, life, and trying to pass as a boy in rural Nebraska.",Tom Tykwer,"Ben Whishaw, Dustin Hoffman, Alan Rickman","Crime, Drama, Fantasy"
2081.0,The Big Sick,2017.0,7.5,120.0,146000.0,R,86.0,"Pakistan-born comedian Kumail Nanjiani and grad student Emily Gardner fall in love but struggle as their cultures clash. When Emily contracts a mysterious illness, Kumail finds himself forced to face her feisty parents, his family's expectations, and his true feelings.",Michael Mann,"Tom Cruise, Jamie Foxx, Jada Pinkett Smith","Action, Crime, Drama"
2082.0,The Mauritanian,2021.0,7.5,129.0,66000.0,15,53.0,Mohamedou Ould Slahi fights for freedom after being detained and imprisoned without charge by the U.S. Government for years.,Kinji Fukasaku,"Tatsuya Fujiwara, Aki Maeda, Tarô Yamamoto","Adventure, Drama, Thriller"
2083.0,Ghost Dog: The Way of the Samurai,1999.0,7.5,116.0,100000.0,15,68.0,An African-American Mafia hit man who models himself after the samurai of old finds himself targeted for death by the mob.,Kathryn Bigelow,"Jeremy Renner, Anthony Mackie, Brian Geraghty","Drama, Thriller, War"
2084.0,Selma,2014.0,7.5,128.0,97000.0,12A,79.0,"A chronicle of Dr. Martin Luther King, Jr.'s campaign to secure equal voting rights via an epic march from Selma to Montgomery, Alabama, in 1965.",John Landis,"David Naughton, Jenny Agutter, Joe Belcher","Comedy, Horror"
2085.0,The Life of David Gale,2003.0,7.5,130.0,129000.0,15,31.0,A man against capital punishment is accused of murdering a fellow activist and is sent to death row.,John Crowley,"Saoirse Ronan, Emory Cohen, Domhnall Gleeson","Drama, Romance"
2086.0,A Perfect World,1993.0,7.5,138.0,90000.0,15,71.0,"A kidnapped boy strikes up a friendship with his captor, an escaped convict on the run from the law, while the search for him continues.",James Cameron,"Ed Harris, Mary Elizabeth Mastrantonio, Michael Biehn","Adventure, Drama, Mystery"
2087.0,Dead Man,1995.0,7.5,121.0,105000.0,18,62.0,"On the run after murdering a man, accountant William Blake encounters a strange Native American man named Nobody who prepares him for his journey into the spiritual world.",Joachim Rønning,"Daisy Ridley, Tilda Cobham-Hervey, Stephen Graham","Biography, Drama, Romance"
2088.0,A Bittersweet Life,2005.0,7.5,119.0,44000.0,18,,Things go wrong for a high ranking mobster when he doesn't follow his boss's orders.,Brad Bird,"Craig T. Nelson, Holly Hunter, Sarah Vowell","Animation, Action, Adventure"
2089.0,Hair,1979.0,7.5,121.0,42000.0,AA,68.0,"Claude Bukowski leaves the family ranch in Oklahoma for New York where he is rapidly embraced into the hippie group of youngsters led by Berger, yet he's already been drafted. He soon falls in love with Sheila Franklin, a rich girl but still a rebel inside.",Peter Berg,"Mark Wahlberg, Taylor Kitsch, Emile Hirsch","Action, Biography, Drama"
2090.0,"Jeanne Dielman, 23, quai du commerce, 1080 Bruxelles",1975.0,7.5,202.0,16000.0,15,94.0,"A lonely widowed housewife does her daily chores, takes care of her apartment where she lives with her teenage son, and turns the occasional trick to make ends meet, but something happens that changes her safe routine.",Mike Figgis,"Nicolas Cage, Elisabeth Shue, Julian Sands","Drama, Romance"
2091.0,The Producers,1967.0,7.5,88.0,62000.0,PG,96.0,A stage-play producer devises a plan to make money by producing a sure-fire flop.,Stanley Kubrick,"James Mason, Shelley Winters, Sue Lyon","Crime, Drama, Romance"
2092.0,The Wind that Shakes the Barley,2006.0,7.5,127.0,56000.0,15,82.0,"Against the backdrop of the Irish War of Independence, two brothers fight a guerrilla war against British forces.",Adam Rehmeier,"Kyle Gallner, Yancey Fuqua, Jennifer Kincer","Comedy, Drama, Music"
2093.0,The Time Machine,1960.0,7.5,103.0,46000.0,PG,67.0,A man's vision for a utopian society is disillusioned when travelling forward into time reveals a dark and dangerous society.,Peter Weir,"Russell Crowe, Paul Bettany, Billy Boyd","Action, Adventure, Drama"
2094.0,The Secret of N-I-M-H,1982.0,7.5,82.0,47000.0,U,76.0,"To save her ill son, a field mouse must seek the aid of a colony of rats, with whom she has a deeper link than she suspected.",Duncan Jones,"Jake Gyllenhaal, Michelle Monaghan, Vera Farmiga","Action, Drama, Mystery"
2095.0,The Picture of Dorian Gray,1945.0,7.5,110.0,15000.0,A,65.0,"Londoner Dorian Gray stays young, but his portrait ages.",Michael Haneke,"Susanne Lothar, Ulrich Mühe, Arno Frisch","Crime, Drama, Thriller"
2096.0,The Long Goodbye,1973.0,7.5,112.0,40000.0,X,87.0,"Private eye Philip Marlowe helps friend Terry Lennox out of a jam and is implicated in his wife Sylvia's murder. He also is hired by Eileen Wade to locate her dipsomaniac husband Roger, who frequently disappears when he wants to dry out.",Stanley Kramer,"Spencer Tracy, Milton Berle, Ethel Merman","Action, Adventure, Comedy"
2097.0,The Fisher King,1991.0,7.5,137.0,93000.0,15,67.0,"A former radio DJ, suicidally despondent because of a terrible mistake he made, finds redemption in helping a deranged homeless man who was an unwitting victim of that mistake.",Martin Scorsese,"Asa Butterfield, Chloë Grace Moretz, Christopher Lee","Adventure, Drama, Family"
2098.0,Lady Vengeance,2005.0,7.5,115.0,88000.0,18,75.0,"After being wrongfully imprisoned for thirteen years and having her child taken away from her, a woman seeks revenge through increasingly brutal means.","Charles Crichton, John Cleese","John Cleese, Jamie Lee Curtis, Kevin Kline","Comedy, Crime"
2099.0,Weathering with You,2019.0,7.5,112.0,61000.0,12A,72.0,"Set during a period of exceptionally rainy weather, high-school boy Hodaka Morishima runs away from his troubled rural home to Tokyo and befriends an orphan girl who can manipulate the weather.",Alexander Payne,"Paul Giamatti, Thomas Haden Church, Virginia Madsen","Comedy, Drama, Romance"
2100.0,Withnail & I,1987.0,7.5,107.0,50000.0,15,84.0,"In 1969, two substance-abusing, unemployed actors retreat to the countryside for a holiday that proves disastrous.",Alejandro G. Iñárritu,"Brad Pitt, Cate Blanchett, Gael García Bernal",Drama
2101.0,Saving Mr. Banks,2013.0,7.5,125.0,172000.0,PG,65.0,"P. L. Travers, a London author who is financially broke, visits Los Angeles to meet Walt Disney, who is keen to adapt her Mary Poppins books for the cinema. However, his methods do not meet her approval.",Terry Gilliam,"Johnny Depp, Benicio Del Toro, Tobey Maguire","Adventure, Comedy, Drama"
2102.0,The Big Blue,1988.0,7.5,168.0,56000.0,15,35.0,"The rivalry between Enzo and Jacques, two childhood friends and now world-renowned free divers, becomes a beautiful and perilous journey into oneself and the unknown.",John Patrick Shanley,"Meryl Streep, Philip Seymour Hoffman, Amy Adams","Drama, Mystery"
2103.0,The Farewell,2019.0,7.5,100.0,73000.0,PG,89.0,"A Chinese family discovers their grandmother has only a short while left to live and decide to keep her in the dark, scheduling a wedding to gather before she dies.",Jean-Jacques Annaud,"Jude Law, Ed Harris, Joseph Fiennes","Action, Drama, War"
2104.0,Forgotten Love,2023.0,7.5,140.0,12000.0,12,,A once-respected surgeon professor Rafal Wilczur who's lost his family and his memory gets a chance at redemption when he reconnects with someone from his forgotten past who can help him find the answers he needs.,Jane Campion,"Holly Hunter, Harvey Keitel, Sam Neill","Drama, Music, Romance"
2105.0,A Royal Affair,2012.0,7.5,137.0,52000.0,15,73.0,"A young queen, who is married to an insane king, falls secretly in love with her physician - and together they start a revolution that changes a nation forever.",Robert Zemeckis,"Michael J. Fox, Christopher Lloyd, Mary Steenburgen","Adventure, Comedy, Sci-Fi"
2106.0,All About Lily Chou-Chou,2001.0,7.5,146.0,12000.0,15,73.0,"The problematic lives of teenager students for whom the singer Lily Chou-Chou's dreamy music is the only way to escape an alienating, violent and insensitive society.",Shane Black,"Robert Downey Jr., Val Kilmer, Michelle Monaghan","Comedy, Crime, Mystery"
2107.0,Chaplin,1992.0,7.5,143.0,64000.0,12,47.0,"An elderly Charlie Chaplin discusses his autobiography with his editor, recounting his amazing journey from his poverty-stricken childhood to world-wide success after the ingenious invention of the Little Tramp.",Jeremiah S. Chechik,"Chevy Chase, Beverly D'Angelo, Juliette Lewis",Comedy
2108.0,Dead Man Walking,1995.0,7.5,122.0,104000.0,15,80.0,"A nun, while comforting a convicted killer on death row, empathizes with both the killer and his victim's families.",Brian Helgeland,"Chadwick Boseman, T.R. Knight, Harrison Ford","Biography, Drama, Sport"
2109.0,Tell No One,2006.0,7.5,131.0,59000.0,15,82.0,"An accidental discovery near a doctor's estate stirs up some painful memories eight years after his wife's hideous murder, and now, things are bound to take a turn for the unexpected. Does the good doctor know more than he's letting on?",Kiyoshi Kurosawa,"Masato Hagiwara, Kôji Yakusho, Tsuyoshi Ujiki","Crime, Horror, Mystery"
2110.0,Sympathy for Mr. Vengeance,2002.0,7.5,121.0,77000.0,18,59.0,"A recently laid off factory worker kidnaps his former boss' friend's daughter, hoping to use the ransom money to pay for his sister's kidney transplant.",Danny Boyle,"James Franco, Amber Tamblyn, Kate Mara","Biography, Drama"
2111.0,Hunger,2008.0,7.5,96.0,75000.0,15,82.0,Irish republican Bobby Sands leads the inmates of a Northern Irish prison in a hunger strike.,Lin-Manuel Miranda,"Andrew Garfield, Alexandra Shipp, Robin de Jesus","Biography, Comedy, Drama"
2112.0,Mars Express,2023.0,7.5,88.0,11000.0,Not Rated,76.0,"Set in the 23rd century on Mars, the plot follows the investigation on a murder case carried out by the couple formed by private investigator Aline Ruby and her android companion Carlos Rivera.",Marc Forster,"Will Ferrell, Emma Thompson, Dustin Hoffman","Comedy, Drama, Fantasy"
2113.0,Police Story,1985.0,7.5,99.0,44000.0,15,78.0,A virtuous Hong Kong Police Officer must clear his good name when the drug lord he is after frames him for the murder of a dirty cop.,Eli Craig,"Tyler Labine, Alan Tudyk, Katrina Bowden","Comedy, Horror"
2114.0,The Beasts,2022.0,7.5,137.0,22000.0,15,85.0,An expatriate French couple operate an organic farm in the Spanish countryside but clash with villagers.,Stephan Elliott,"Hugo Weaving, Guy Pearce, Terence Stamp","Comedy, Music"
2115.0,The Long Good Friday,1980.0,7.5,114.0,27000.0,X,82.0,"An up-and-coming gangster is tested by the insurgence of an unknown, very powerful threat.",Uli Edel,"Natja Brunckhorst, Eberhard Auriga, Peggy Bussieck","Biography, Drama"
2116.0,Flickering Lights,2000.0,7.5,109.0,25000.0,Not Rated,47.0,"A gang of 4 Danish criminals are ordered by Færingen to steal a bag from a safe. When they see DKK4,000,000 in the bag, they keep it for themselves and head for Spain. They end up in a ruin of an old restaurant on Jutland and renovate it.",Howard Hawks,"John Wayne, Robert Mitchum, James Caan","Drama, Romance, Western"
2117.0,Milk,2008.0,7.5,128.0,182000.0,15,83.0,"The story of American gay activist Harvey Milk, who fought for gay rights and was elected as California's first openly gay official.",Neil Burger,"Edward Norton, Jessica Biel, Paul Giamatti","Drama, Fantasy, Mystery"
2118.0,Quiz Show,1994.0,7.5,133.0,75000.0,15,92.0,"A young lawyer, Richard Goodwin, investigates a potentially fixed game show. Charles Van Doren, a big time show winner, is under Goodwin's investigation.","Steve Box, Nick Park","Peter Sallis, Helena Bonham Carter, Ralph Fiennes","Animation, Adventure, Comedy"
2119.0,The Tenant,1976.0,7.5,126.0,49000.0,X,71.0,A bureaucrat rents a Paris apartment where he finds himself drawn into a rabbit hole of dangerous paranoia.,Robin Hardy,"Edward Woodward, Christopher Lee, Diane Cilento","Horror, Mystery, Thriller"
2120.0,Little Big Man,1970.0,7.5,139.0,39000.0,15,63.0,"Jack Crabb, looking back from extreme old age, tells of his life being raised by Native Americans and fighting with General Custer.",David Lynch,"Chris Isaak, Kiefer Sutherland, C.H. Evans","Drama, Horror, Mystery"
2121.0,The Guilty,2018.0,7.5,85.0,67000.0,15,83.0,A police officer assigned alarm dispatch duty enters a race against time when he answers an emergency call from a kidnapped woman.,Tim McCanlies,"Haley Joel Osment, Michael Caine, Robert Duvall","Comedy, Drama, Family"
2122.0,Death Note,2006.0,7.5,126.0,32000.0,12A,,"A battle between the world's two greatest minds begins when Light Yagami finds the Death Note, a notebook with the power to kill, and decides to rid the world of criminals.","Wolfgang Reitherman, David Hand","Brian Bedford, Phil Harris, Roger Miller","Animation, Adventure, Comedy"
2123.0,Miss Sloane,2016.0,7.5,132.0,85000.0,15,64.0,"In the high-stakes world of political power-brokers, Elizabeth Sloane is the most sought after and formidable lobbyist in D.C. But when taking on the most powerful opponent of her career, she finds winning may come at too high a price.",Wong Kar-Wai,"Leon Lai, Michelle Reis, Takeshi Kaneshiro","Comedy, Crime, Drama"
2124.0,5 Centimeters per Second,2007.0,7.5,63.0,67000.0,U,,"Told in three interconnected segments, Takaki tells the story of his life as cruel winters, cold technology, and finally, adult obligations and responsibility converge to test the delicate petals of love.",Shane Meadows,"Paddy Considine, Gary Stretch, Toby Kebbell","Crime, Drama, Thriller"
2125.0,The Flowers of War,2011.0,7.5,146.0,57000.0,15,46.0,"An American finds refuge during the 1937 Japanese invasion of Nanking in a church with a group of women. Posing as a priest, he attempts to lead the women to safety.",Andrew Dominik,"Brad Pitt, Casey Affleck, Sam Shepard","Biography, Crime, Drama"
2126.0,Stalingrad,1993.0,7.5,134.0,39000.0,15,,"The story follows a group of German soldiers, from their Italian R&R in the summer of 1942 to the frozen steppes of Soviet Russia and ending with the battle for Stalingrad.",George Tillman Jr.,"Amandla Stenberg, Regina Hall, Russell Hornsby","Crime, Drama"
2127.0,13 Assassins,2010.0,7.5,141.0,70000.0,15,84.0,A group of assassins come together for a suicide mission to kill an evil lord.,Clint Eastwood,"Paul Walter Hauser, Sam Rockwell, Brandon Stanley","Biography, Crime, Drama"
2128.0,Freier Fall,2013.0,7.5,97.0,23000.0,15,,A soon-to-be-father policeman falls for a gay fellow officer and his life starts falling apart.,Phil Alden Robinson,"Kevin Costner, James Earl Jones, Ray Liotta","Drama, Family, Fantasy"
2129.0,Deep Red,1975.0,7.5,127.0,45000.0,18,89.0,A jazz pianist and a wisecracking journalist are pulled into a complex web of mystery after the former witnesses the brutal murder of a psychic.,Gavin O'Connor,"Kurt Russell, Patricia Clarkson, Nathan West","Biography, Drama, History"
2130.0,Cold War,2018.0,7.5,89.0,63000.0,15,90.0,"In the 1950s, a music director falls in love with a singer and tries to persuade her to flee communist Poland for France.",Anders Thomas Jensen,"Mads Mikkelsen, Nikolaj Lie Kaas, Andrea Heick Gadeberg","Action, Comedy, Drama"
2131.0,House of Sand and Fog,2003.0,7.5,126.0,74000.0,15,71.0,An abandoned wife is evicted from her house and starts a tragic conflict with her house's new owners.,Charlie Kaufman,"Philip Seymour Hoffman, Samantha Morton, Michelle Williams",Drama
2132.0,La Vie En Rose,2007.0,7.5,140.0,92000.0,12A,66.0,"Biopic of the iconic French singer Édith Piaf. Raised by her grandmother in a brothel, she was discovered while singing on a street corner at the age of 19. Despite her success, Piaf's life was filled with tragedy.",Ang Lee,"Tony Leung Chiu-wai, Tang Wei, Joan Chen","Drama, History, Romance"
2133.0,Henry V,1989.0,7.5,137.0,32000.0,PG,83.0,"In the midst of the Hundred Years War, the young King Henry V of England embarks on the conquest of France in 1415.",Stephen Daldry,"Meryl Streep, Nicole Kidman, Julianne Moore","Drama, Romance"
2134.0,The Spy Who Came in from the Cold,1965.0,7.5,112.0,19000.0,PG,,"Instead of coming in from the Cold War, British agent Alec Leamas chooses to face another mission.","Joel Coen, Ethan Coen","John Getz, Frances McDormand, Dan Hedaya","Crime, Drama, Thriller"
2135.0,Delicatessen,1991.0,7.5,99.0,92000.0,15,66.0,Post-apocalyptic surrealist black comedy about the landlord of an apartment building who occasionally prepares a delicacy for his odd tenants.,"Robert Rodriguez, Eli Roth, Quentin Tarantino","Kurt Russell, Rose McGowan, Danny Trejo","Horror, Thriller"
2136.0,The Passenger,1975.0,7.5,126.0,27000.0,PG,90.0,"Unable to find the war he's been asked to cover, a frustrated war correspondent takes the risky path of co-opting the identity of a dead arms-deal acquaintance.","Albert Hughes, Allen Hughes","Tyrin Turner, Larenz Tate, June Kyoto Lu","Crime, Drama, Thriller"
2137.0,Headhunters,2011.0,7.5,100.0,109000.0,15,72.0,An accomplished headhunter risks everything to obtain a valuable painting owned by a former mercenary.,Ryûsuke Hamaguchi,"Hidetoshi Nishijima, Tôko Miura, Reika Kirishima",Drama
2138.0,Memories,1995.0,7.5,113.0,23000.0,12,,Three separate science-fiction stories by three prominent Japanese animators.,Reinaldo Marcus Green,"Will Smith, Aunjanue Ellis-Taylor, Jon Bernthal","Biography, Drama, Sport"
2139.0,The Many Adventures of Winnie the Pooh,1977.0,7.5,74.0,41000.0,U,,"In this collection of animated shorts based on the stories and characters by A.A. Milne, Winnie the Pooh, a honey-loving teddy bear, embarks on some eccentric adventures.",Alan Parker,"Brad Davis, Irene Miracle, Bo Hopkins","Biography, Crime, Drama"
2140.0,"Murder, My Sweet",1944.0,7.5,95.0,15000.0,PG,,"After being hired to find an ex-con's former girlfriend, Philip Marlowe is drawn into a deeply complex web of mystery and deceit.",Christopher Guest,"Fred Willard, Eugene Levy, Catherine O'Hara",Comedy
2141.0,House of Flying Daggers,2004.0,7.5,119.0,118000.0,15,89.0,"A romantic police captain breaks a beautiful member of a rebel group out of prison to help her rejoin her fellows, but things are not what they seem.",Peter Jackson,"Timothy Balme, Diana Peñalver, Elizabeth Moody","Comedy, Fantasy, Horror"
2142.0,Santa Sangre,1989.0,7.5,123.0,24000.0,18,,"A former circus artist escapes from a mental hospital to rejoin his armless mother - the leader of a strange religious cult - and is forced to enact brutal murders in her name as he becomes ""her arms"".",Tom Ford,"Colin Firth, Julianne Moore, Matthew Goode","Drama, Romance, Thriller"
2143.0,The Meaning of Life,1983.0,7.5,107.0,127000.0,18,72.0,The comedy team takes a look at life in all of its stages in their own uniquely silly way.,Greg Berlanti,"Nick Robinson, Jennifer Garner, Josh Duhamel","Comedy, Drama, Romance"
2144.0,A Hard Day's Night,1964.0,7.5,87.0,49000.0,PG,96.0,"Over two ""typical"" days in the life of The Beatles, the boys struggle to keep themselves and Sir Paul McCartney's mischievous grandfather in check while preparing for a live TV performance.",Brian Percival,"Sophie Nélisse, Geoffrey Rush, Emily Watson","Drama, War"
2145.0,A Star Is Born,1954.0,7.5,154.0,20000.0,A,89.0,"In George Cukor's remake, fading matinee idol Norman Maine helps young singer and actress Esther Blodgett find fame, even as age and alcoholism send his own career on a downward spiral.",Denzel Washington,"Denzel Washington, Forest Whitaker, Kimberly Elise","Biography, Drama, Romance"
2146.0,Kuch Kuch Hota Hai,1998.0,7.5,185.0,59000.0,U,,"During their college years, Anjali was in love with her best-friend Rahul, but he had eyes only for Tina. Years later, Rahul and the now-deceased Tina's eight-year-old daughter attempts to reunite her father and Anjali.",Ryan Coogler,"Michael B. Jordan, Melonie Diaz, Octavia Spencer","Biography, Crime, Drama"
2147.0,Meet Me In St. Louis,1944.0,7.5,113.0,29000.0,PG,94.0,Young love and childish fears highlight a year in the life of a turn-of-the-century family.,David Anspaugh,"Sean Astin, Jon Favreau, Ned Beatty","Biography, Drama, Sport"
2148.0,White Christmas,1954.0,7.5,120.0,55000.0,U,56.0,A successful song-and-dance team become romantically involved with a sister act and team up to save the failing Vermont inn of their former commanding general.,"Norman Ferguson, T. Hee, Wilfred Jackson","Dickie Jones, Christian Rub, Mel Blanc","Animation, Adventure, Comedy"
2149.0,Grey Gardens,1975.0,7.5,95.0,16000.0,PG,83.0,"Meet a mother and daughter, high-society dropouts, reclusive cousins of Jackie O., managing to thrive together amid the decay and disorder of their East Hampton, NY, mansion, making for an eerily ramshackle echo of the American Camelot.",Robert Altman,"Tim Robbins, Greta Scacchi, Fred Ward","Comedy, Crime, Drama"
2150.0,Show Me Love,1998.0,7.5,89.0,57000.0,15,73.0,"Two teenage girls in small-town Sweden. Elin is beautiful, popular, and bored with life. Agnes is friendless, sad, and secretly in love with Elin.",Alan J. Pakula,"Meryl Streep, Kevin Kline, Peter MacNicol","Drama, Romance"
2151.0,New World,2013.0,7.5,135.0,27000.0,15,58.0,An undercover cop finds it difficult to play both a cop and a goon.,Sam Raimi,"Bill Paxton, Billy Bob Thornton, Bridget Fonda","Crime, Drama, Thriller"
2152.0,Women on the Verge of a Nervous Breakdown,1988.0,7.5,88.0,48000.0,15,85.0,A television actress encounters a variety of eccentric characters after embarking on a journey to discover why her lover abruptly left her.,Fred M. Wilcox,"Walter Pidgeon, Anne Francis, Leslie Nielsen","Adventure, Sci-Fi"
2153.0,You Can Count on Me,2000.0,7.5,111.0,32000.0,15,85.0,"A single mother's life is thrown into turmoil after her struggling, rarely seen younger brother returns to town.",Martin Scorsese,"Willem Dafoe, Harvey Keitel, Barbara Hershey",Drama
2154.0,The Last Detail,1973.0,7.5,104.0,30000.0,X,86.0,"Two Navy men are ordered to bring a young offender to prison, but decide to show him one last good time along the way.",Martin Brest,"Robert De Niro, Charles Grodin, Yaphet Kotto","Action, Comedy, Crime"
2155.0,Tora! Tora! Tora!,1970.0,7.5,144.0,38000.0,PG,46.0,"The story of the 1941 Japanese air raid on Pearl Harbor, and the series of preceding American blunders that aggravated its effectiveness.","Marc Caro, Jean-Pierre Jeunet","Ron Perlman, Daniel Emilfork, Judith Vittet","Adventure, Drama, Fantasy"
2156.0,Stree,2018.0,7.5,128.0,44000.0,15,,"In the small town of Chanderi, the menfolk live in fear of an evil spirit named ""Stree"" who abducts men in the night. Based on the urban legend of ""Nale Ba"" that went viral in Karnataka in the 1990s.",Richard Donner,"Gregory Peck, Lee Remick, Harvey Stephens","Horror, Mystery"
2157.0,Wings,1927.0,7.5,144.0,15000.0,PG,78.0,"Two young men, one rich, one middle class, who are in love with the same woman, become fighter pilots in World War I.",Peter Greenaway,"Richard Bohringer, Michael Gambon, Helen Mirren","Crime, Drama"
2158.0,Bhool Bhulaiyaa,2007.0,7.5,159.0,36000.0,12A,,"An NRI and his wife decide to stay in his ancestral home, paying no heed to the warnings about ghosts. Soon, inexplicable occurrences cause him to call a psychiatrist to help solve the mystery.",Philip Barantini,"Stephen Graham, Vinette Robinson, Alice Feetham","Drama, Thriller"
2159.0,Tyrannosaur,2011.0,7.5,92.0,34000.0,18,65.0,"Joseph, a man plagued by violence and a rage that is driving him to self-destruction, earns a chance of redemption that appears in the form of Hannah, a Christian charity shop worker.",Alfred Hitchcock,"Ingrid Bergman, Gregory Peck, Michael Chekhov","Drama, Film-Noir, Mystery"
2160.0,Sin Nombre,2009.0,7.5,96.0,34000.0,15,77.0,A young Honduran girl and a Mexican gangster are united in a journey across the U.S. border.,"Richard Glatzer, Wash Westmoreland","Julianne Moore, Alec Baldwin, Kristen Stewart",Drama
