James Frawley,"Jim Henson, Frank Oz, Jerry Nelson","Adventure, Comedy, Family"
Sebastian Schipper,"Laia Costa, Frederick Lau, Franz Rogowski","Crime, Drama, Romance"
Matteo Garrone,"Seydou Sarr, Moustapha Fall, Issaka Sawadogo",Drama
George Stevens,"Alan Ladd, Jean Arthur, Van Heflin","Drama, Western"
Dean Fleischer Camp,"Jenny Slate, Dean Fleischer Camp, Isabella Rossellini","Animation, Comedy, Drama"
Dennis Gansel,"Jürgen Vogel, Frederick Lau, Max Riemelt","Drama, Thriller"
Sergei Parajanov,"Sofiko Chiaureli, Melkon Alekyan, Vilen Galstyan","Biography, Drama, History"
Joseph Sargent,"Walter Matthau, Robert Shaw, Martin Balsam","Action, Crime, Thriller"
Charles Vidor,"Rita Hayworth, Glenn Ford, George Macready","Drama, Film-Noir, Romance"
Robert Altman,"Andie MacDowell, Julianne Moore, Tim Robbins","Comedy, Drama"
Ronald Neame,"Maggie Smith, Gordon Jackson, Robert Stephens","Comedy, Drama, Romance"
Krzysztof Kieslowski,"Zbigniew Zamachowski, Julie Delpy, Janusz Gajos","Comedy, Drama, Romance"
Pedro Almodóvar,"Penélope Cruz, Carmen Maura, Lola Dueñas","Comedy, Drama"
Gene Saks,"Jack Lemmon, Walter Matthau, John Fiedler",Comedy
Jeff Orlowski-Yang,"Tristan Harris, Jeff Seibert, Bailey Richardson","Documentary, Drama"
Roman Polanski,"Catherine Deneuve, Ian Hendry, John Fraser","Drama, Horror, Thriller"
William A. Wellman,"James Cagney, Jean Harlow, Edward Woods","Crime, Drama"
Derek Tsang,"Dongyu Zhou, Jackson Yee, Fang Yin","Crime, Drama, Romance"
Sergio Leone,"Rod Steiger, James Coburn, Romolo Valli","Drama, War, Western"
"Franco Castellano, Giuseppe Moccia","Adriano Celentano, Ornella Muti, Edith Peters","Comedy, Romance"
James Whale,"Claude Rains, Gloria Stuart, William Harrigan","Horror, Sci-Fi"
James Clavell,"Sidney Poitier, Judy Geeson, Christian Roberts",Drama
Sidney Lumet,"Rod Steiger, Geraldine Fitzgerald, Brock Peters",Drama
Hiromasa Yonebayashi,"Sara Takatsuki, Kasumi Arimura, Nanako Matsushima","Animation, Drama, Family"
Jean-Pierre Jeunet,"Audrey Tautou, Gaspard Ulliel, Jodie Foster","Drama, Mystery, Romance"
Andrey Zvyagintsev,"Aleksey Serebryakov, Elena Lyadova, Roman Madyanov","Crime, Drama"
John Frankenheimer,"Rock Hudson, Frank Campanella, John Randolph","Sci-Fi, Thriller"
Andrew Haigh,"Tom Cullen, Chris New, Jonathan Race","Drama, Romance"
Don Siegel,"John Wayne, Lauren Bacall, Ron Howard","Drama, Romance, Western"
Anton Corbijn,"Sam Riley, Samantha Morton, Craig Parkinson","Biography, Drama, Music"
Georges Franju,"Pierre Brasseur, Alida Valli, Juliette Mayniel","Drama, Horror"
Scott Hicks,"Geoffrey Rush, Armin Mueller-Stahl, Justin Braine","Biography, Drama, Music"
Rouben Mamoulian,"Fredric March, Miriam Hopkins, Rose Hobart","Horror, Sci-Fi"
Blake Edwards,"Julie Andrews, James Garner, Robert Preston","Comedy, Music, Romance"
William Wyler,"Greer Garson, Walter Pidgeon, Teresa Wright","Drama, Romance, War"
Michael Powell,"Karlheinz Böhm, Anna Massey, Moira Shearer","Drama, Horror, Thriller"
Frank Capra,"Ronald Colman, Jane Wyatt, Edward Everett Horton","Adventure, Drama, Fantasy"
Sidney Lumet,"River Phoenix, Christine Lahti, Judd Hirsch","Crime, Drama, Music"
Kunal Deshmukh,"Sunny Kaushal, Radhika Madan, Mohit Raina",Romance
Shin'ichirô Ueda,"Takayuki Hamatsu, Yuzuki Akiyama, Harumi Shuhama","Comedy, Drama, Horror"
Robert Altman,"Warren Beatty, Julie Christie, Rene Auberjonois","Drama, Western"
Santiago Mitre,"Ricardo Darín, Gina Mastronicola, Francisco Bertín","Biography, Crime, Drama"
"John Ford, Mervyn LeRoy, Joshua Logan","Henry Fonda, James Cagney, William Powell","Comedy, Drama, War"
Rob Sitch,"Michael Caton, Anne Tenney, Stephen Curry","Comedy, Drama"
"Frank Perry, Sydney Pollack","Burt Lancaster, Janet Landgard, Janice Rule",Drama
Benjamin Christensen,"Benjamin Christensen, Elisabeth Christensen, Maren Pedersen","Documentary, Fantasy, Horror"
Orson Welles,"Anthony Perkins, Arnoldo Foà, Jess Hahn","Drama, Mystery, Thriller"
Tim Wardle,"Robert Shafran, Michael Domnitz, Howard Schneider","Documentary, Biography, Drama"
Aisling Walsh,"Sally Hawkins, Ethan Hawke, Zachary Bennett","Biography, Drama, Romance"
Jim Jarmusch,"Tom Waits, John Lurie, Roberto Benigni","Comedy, Crime, Drama"
John Huston,"Richard Burton, Ava Gardner, Deborah Kerr",Drama
Susanne Bier,"Mikael Persbrandt, Trine Dyrholm, Markus Rygaard","Drama, Romance"
Ronny Yu,"Jet Li, Li Sun, Yong Dong","Action, Biography, Drama"
Ted Kotcheff,"Donald Pleasence, Gary Bond, Chips Rafferty","Drama, Thriller"
Isao Takahata,"Miki Imai, Toshirô Yanagiba, Yoko Honna","Animation, Drama, Romance"
Frank Capra,"Gary Cooper, Barbara Stanwyck, Edward Arnold","Comedy, Drama, Romance"
Douglas Sirk,"Jane Wyman, Rock Hudson, Agnes Moorehead","Drama, Romance"
Lasse Hallström,"Anton Glanzelius, Tomas von Brömssen, Anki Lidén","Drama, Comedy"
Hettie Macdonald,"Glen Berry, Linda Henry, Scott Neal","Comedy, Drama, Romance"
Joachim Trier,"Anders Danielsen Lie, Hans Olav Brenner, Ingrid Olava",Drama
Alfred Hitchcock,"Tallulah Bankhead, John Hodiak, Walter Slezak","Drama, War"
Luis Estrada,"Damián Alcázar, Joaquín Cosio, Ernesto Gómez Cruz","Action, Comedy, Crime"
Michael Cacoyannis,"Anthony Quinn, Alan Bates, Irene Papas","Comedy, Drama"
Alexander Mackendrick,"Alec Guinness, Peter Sellers, Cecil Parker","Comedy, Crime"
Stanley Kramer,"Tony Curtis, Sidney Poitier, Cara Williams","Crime, Drama"
Éric Rohmer,"Melvil Poupaud, Amanda Langlet, Gwenaëlle Simon","Comedy, Drama, Romance"
Toshiya Fujita,"Meiko Kaji, Toshio Kurosawa, Masaaki Daimon","Action, Crime, Drama"
Tom McCarthy,"Richard Jenkins, Haaz Sleiman, Danai Gurira",Drama
Mike Leigh,"Imelda Staunton, Jim Broadbent, Heather Craney","Crime, Drama"
François Girard,"Carlo Cecchi, Jean-Luc Bideau, Christoph Koncz","Drama, Music, Mystery"
Claude Sautet,"Daniel Auteuil, Emmanuelle Béart, André Dussollier","Drama, Music, Romance"
Delmer Daves,"Glenn Ford, Van Heflin, Felicia Farr","Adventure, Drama, Thriller"
Haruo Sotozaki,"Zach Aguilar, Laila Berzins, Kira Buckland","Animation, Action, Adventure"
Peter H. Hunt,"William Daniels, Howard Da Silva, Ken Howard","Drama, Family, History"
Ken Loach,"Kris Hitchen, Debbie Honeywood, Rhys Mcgowan",Drama
Andrey Zvyagintsev,"Maryana Spivak, Aleksey Rozin, Matvey Novikov",Drama
Orson Welles,"Orson Welles, Jeanne Moreau, Margaret Rutherford","Comedy, Drama, History"
Woody Allen,"Woody Allen, Diane Keaton, Georges Adet","Comedy, War"
Christian Carion,"Diane Kruger, Benno Fürmann, Guillaume Canet","Drama, History, Music"
Fran Kranz,"Jason Isaacs, Martha Plimpton, Ann Dowd",Drama
John Crowley,"Andrew Garfield, Peter Mullan, Shaun Evans",Drama
Paul Verhoeven,"Rutger Hauer, Jeroen Krabbé, Susan Penhaligon","Drama, Romance, Thriller"
Ladj Ly,"Damien Bonnard, Alexis Manenti, Djebril Zonga","Crime, Drama, Thriller"
Hirokazu Koreeda,"Haruka Ayase, Masami Nagasawa, Kaho","Drama, Family"
Michael Haneke,"Birgit Doll, Dieter Berner, Leni Tanzer",Drama
Andrew Jarecki,"Arnold Friedman, Jesse Friedman, David Friedman","Documentary, Biography, Crime"
Deniz Gamze Ergüven,"Günes Sensoy, Doga Zeynep Doguslu, Tugba Sunguroglu",Drama
Chia-Liang Liu,"Chia-Hui Liu, Lo Lieh, Yue Wong","Action, Adventure, Drama"
Herbert Ross,"Woody Allen, Diane Keaton, Tony Roberts","Comedy, Romance"
Agnès Varda,"Jean-Claude Drouot, Claire Drouot, Olivier Drouot","Drama, Romance"
Marc Rothemund,"Julia Jentsch, Fabian Hinrichs, Alexander Held","Biography, Crime, Drama"
Paul Greengrass,"James Nesbitt, Tim Pigott-Smith, Nicholas Farrell","Drama, History, War"
Samuel Fuller,"Richard Widmark, Jean Peters, Thelma Ritter","Crime, Drama, Film-Noir"
Joseph H. Lewis,"John Dall, Peggy Cummins, Berry Kroeger","Crime, Drama, Film-Noir"
Sara Dosa,"Miranda July, Katia Krafft, Maurice Krafft","Documentary, Biography"
Leos Carax,"Juliette Binoche, Denis Lavant, Klaus-Michael Grüber","Drama, Romance"
Hector Babenco,"Enrique Diaz, Wagner Moura, Caio Blat","Crime, Drama"
Levan Akin,"Levan Gelbakhiani, Bachi Valishvili, Ana Javakishvili","Drama, Romance"
Hirokazu Koreeda,"Arata Iura, Erika Oda, Susumu Terajima","Drama, Fantasy"
Baz Poonpiriya,"Chutimon Chuengcharoensukying, Eisaya Hosuwan, Teeradon Supapunpinyo","Comedy, Crime, Drama"
Aki Kaurismäki,"Markku Peltola, Kati Outinen, Annikki Tähti","Comedy, Drama, Romance"
Francis Veber,"Thierry Lhermitte, Jacques Villeret, Francis Huster",Comedy
Josef von Sternberg,"Emil Jannings, Marlene Dietrich, Kurt Gerron","Drama, Music, Romance"
Mamoru Hosoda,"Kôji Yakusho, Aoi Miyazaki, Shôta Sometani","Animation, Action, Adventure"
Laurence Olivier,"Laurence Olivier, Jean Simmons, John Laurie",Drama
Hayao Miyazaki,"Yasuo Yamada, Eiko Masuyama, Kiyoshi Kobayashi","Animation, Adventure, Comedy"
Imtiaz Ali,"Alia Bhatt, Randeep Hooda, Durgesh Kumar","Crime, Drama, Romance"
Alex Gibney,"John Beard, Tim Belden, Barbara Boxer","Documentary, Biography, History"
Fritz Lang,"Edward G. Robinson, Joan Bennett, Raymond Massey","Crime, Drama, Film-Noir"
Jack Arnold,"Grant Williams, Randy Stuart, April Kent","Horror, Sci-Fi"
Agnès Varda,"Sandrine Bonnaire, Macha Méril, Stéphane Freiss",Drama
"Orson Welles, Fred Fleck, Robert Wise","Tim Holt, Joseph Cotten, Dolores Costello","Drama, Romance"
Carol Reed,"James Mason, Robert Newton, Cyril Cusack","Crime, Drama, Film-Noir"
Alain Resnais,"Delphine Seyrig, Giorgio Albertazzi, Sacha Pitoëff","Drama, Mystery, Romance"
Jean-Luc Godard,"Anna Karina, Claude Brasseur, Danièle Girard","Comedy, Crime, Drama"
Nicholas Ray,"Joan Crawford, Sterling Hayden, Mercedes McCambridge","Drama, Western"
Henry Koster,"Cary Grant, Loretta Young, David Niven","Comedy, Drama, Fantasy"
Otto Preminger,"Dana Andrews, Gene Tierney, Gary Merrill","Crime, Drama, Film-Noir"
Rajkumar Hirani,"Ranbir Kapoor, Paresh Rawal, Manisha Koirala","Biography, Comedy, Drama"
Xavier Dolan,"Melvil Poupaud, Emmanuel Schwartz, Suzanne Clément","Drama, Romance"
Brett Morgen,"David Bowie, Trevor Bolder, Ken Fordham","Documentary, Biography, History"
Woody Allen,"Woody Allen, Mia Farrow, Patrick Horgan",Comedy
Aanand L. Rai,"Dhanush, Sonam Kapoor, Mohd. Zeeshan Ayyub","Drama, Romance"
Pier Paolo Pasolini,"Enrique Irazoqui, Margherita Caruso, Susanna Pasolini","Biography, Drama, History"
Pier Paolo Pasolini,"Franco Citti, Franca Pasut, Silvana Corsini",Drama
A.R. Murugadoss,"Suriya, Asin Thottumkal, Nayanthara","Action, Drama, Mystery"
Michael Curtiz,"James Cagney, Joan Leslie, Walter Huston","Biography, Drama, Family"
"Richard Donner, Richard Lester","Gene Hackman, Christopher Reeve, Marlon Brando","Action, Adventure, Romance"
Lee Chang-dong,"Sul Kyung-gu, Kim Yeo-jin, Moon So-ri",Drama
Howard Hawks,"Cary Grant, Jean Arthur, Rita Hayworth","Adventure, Drama, Romance"
Sam Wood,"Gary Cooper, Teresa Wright, Babe Ruth","Biography, Drama, Romance"
Wim Wenders,"Compay Segundo, Ibrahim Ferrer, Rubén González","Documentary, Music"
Wim Wenders,"Pina Bausch, Regina Advento, Malou Airaudo","Documentary, Music"
Shoojit Sircar,"Varun Dhawan, Banita Sandhu, Gitanjali Rao","Drama, Romance"
Shoojit Sircar,"Deepika Padukone, Amitabh Bachchan, Irrfan Khan","Comedy, Drama"
Robert Townsend,"Eddie Murphy, Tatyana Ali, Billie Allen","Documentary, Comedy"
Robert Bresson,"Martin LaSalle, Marika Green, Jean Pélégri","Crime, Drama"
Kang Je-kyu,"Jang Dong-gun, Joe Odagiri, Bingbing Fan","Action, Drama, War"
Ceyda Torun,"Yaman Barlas, Sari, Arzu Göl",Documentary
Shigeyasu Yamauchi,"Masako Nozawa, Ryô Horikawa, Takeshi Kusao","Animation, Action, Sci-Fi"
John Farrow,"Ray Milland, Maureen O'Sullivan, Charles Laughton","Crime, Drama, Film-Noir"
W.S. Van Dyke,"William Powell, Myrna Loy, James Stewart","Comedy, Crime, Mystery"
Julio Medem,"Najwa Nimri, Fele Martínez, Nancho Novo","Drama, Mystery, Romance"
Nimród Antal,"Sándor Csányi, Eszter Balla, Zoltán Mucsi","Comedy, Crime, Drama"
Ali Atay,"Ahmet Mümtaz Taylan, Alper Kul, Sarp Apak","Action, Comedy, Crime"
Mustafa Altioklar,"Okan Bayülgen, Müjde Ar, Savas Dinçel","Crime, Drama, Romance"
Mahsun Kirmizigül,"Talat Bulut, Mert Turak, Mahsun Kirmizigül","Comedy, Drama, History"
Éric Rohmer,"Marie Rivière, María Luisa García, Vincent Gauthier","Drama, Romance"
George Marshall,"Marlene Dietrich, James Stewart, Mischa Auer","Comedy, Western"
Tsuneo Kobayashi,"Junko Takeuchi, Nana Mizuki, Jun Fukuyama","Animation, Action, Adventure"
"Mani Ratnam, Sruti Harihara Subramanian","Vikram, Aishwarya Rai Bachchan, Trisha Krishnan","Action, Drama"
Chris Smith,"Jim Carrey, Danny DeVito, Milos Forman",Documentary
Mong-Hong Chung,"Chien-Ho Wu, Chen Yiwen, Samantha Shu-Chin Ko","Crime, Drama"
Robert J. Flaherty,"Allakariallak, Alice Nevalinga, Cunayou",Documentary
Carol Reed,"Ralph Richardson, Michèle Morgan, Sonia Dresdel","Drama, Film-Noir, Mystery"
Ayan Mukerji,"Ranbir Kapoor, Konkona Sen Sharma, Supriya Pathak","Comedy, Drama, Romance"
Yash Chopra,"Sunny Deol, Juhi Chawla, Shah Rukh Khan","Action, Drama, Romance"
Akarsh Khurana,"Irrfan Khan, Dulquer Salmaan, Mithila Palkar","Adventure, Comedy, Drama"
Václav Vorlícek,"Libuse Safránková, Pavel Trávnícek, Carola Braunbock","Drama, Fantasy, Family"
Jean-Pierre Melville,"Roger Duchesne, Isabelle Corey, Daniel Cauchy","Crime, Drama, Thriller"
Michael Curtiz,"Errol Flynn, Brenda Marshall, Claude Rains","Action, Adventure, History"
Ingmar Bergman,"Liv Ullmann, Bibi Andersson, Max von Sydow",Drama
Anurag Basu,"Sanya Malhotra, Rajkummar Rao, Abhishek Bachchan","Action, Comedy, Drama"
"Abhinay Deo, Akshat Verma","Imran Khan, Vir Das, Kunaal Roy Kapur","Action, Comedy, Crime"
José Luis Cuerda,"Manuel Lozano, Fernando Fernán Gómez, Uxía Blanco","Drama, War"
Akira Kurosawa,"Takashi Shimura, Toshirô Mifune, Reizaburô Yamamoto","Crime, Drama, Romance"
Michael Caton-Jones,"John Hurt, Hugh Dancy, Dominique Horwitz","Drama, History, War"
"Khurram H. Alavi, Ayman Jamal","Adewale Akinnuoye-Agbaje, Ian McShane, China Anne McClain","Animation, Action, Adventure"
Ziad Doueiri,"Adel Karam, Kamel El Basha, Camille Salameh","Crime, Drama, Thriller"
Fatih Akin,"Moritz Bleibtreu, Christiane Paul, Mehmet Kurtulus","Adventure, Comedy, Romance"
Jirí Menzel,"Václav Neckár, Josef Somr, Vlastimil Brodský","Comedy, Drama, Romance"
Davis Guggenheim,"Jimmy Page, The Edge, Jack White","Documentary, Music"
Ozan Açiktan,"Engin Günaydin, Demet Evgar, Erdal Özyagcilar",Comedy
Behzad Khambata,"Yami Gautam, Atul Kulkarni, Neha Dhupia","Drama, Thriller"
Nishikant Kamat,"Irrfan Khan, Jimmy Shergill, Vishesh Bansal","Drama, Thriller"
Yilmaz Erdogan,"Kivanç Tatlitug, Mert Firat, Belçim Bilgin","Biography, Drama, History"
Larry Charles,"Bill Maher, Tal Bachman, Jonathan Boulden","Documentary, Comedy, War"
Asghar Farhadi,"Hediyeh Tehrani, Taraneh Alidoosti, Hamid Farrokhnezhad","Drama, Mystery, Romance"
Philippe Claudel,"Kristin Scott Thomas, Elsa Zylberstein, Serge Hazanavicius",Drama
Amit Masurkar,"Rajkummar Rao, Pankaj Tripathi, Anjali Patil","Comedy, Drama"
"Abbas Alibhai Burmawalla, Mastan Alibhai Burmawalla","Shah Rukh Khan, Kajol, Dalip Tahil","Crime, Drama, Musical"
Ram Madhvani,"Sonam Kapoor, Shabana Azmi, Yogendra Tikku","Biography, Drama, Thriller"
"Bonni Cohen, Jon Shenk","Maggie Nichols, Gina Nichols, John Nichols","Documentary, Crime, Sport"
"Julie Cohen, Betsy West","Ruth Bader Ginsburg, Ann Kittner, Harryette Helsel","Documentary, Biography"
"René Goscinny, Albert Uderzo","Roger Carel, Jacques Morel, Pierre Tornade","Animation, Adventure, Comedy"
Stacy Peralta,"Sean Penn, Jay Adams, Tony Alva","Documentary, Sport"
Jeffrey Blitz,"Angela Arenivar, Ubaldo Arenivar, Jorge Arenivar","Documentary, Comedy, Thriller"
Amal Neerad,"Mammootty, Soubin Shahir, Sreenath Bhasi","Action, Crime, Drama"
Rahul Sankrityan,"Nani, Sai Pallavi, Krithi Shetty","Drama, Romance"
Shonali Bose,"Priyanka Chopra Jonas, Farhan Akhtar, Zaira Wasim","Drama, Romance"
Shoojit Sircar,"Raashi Khanna, John Abraham, Nargis Fakhri","Action, Drama, Thriller"
Liz Garbus,"Nina Simone, Lisa Simone Kelly, Roger Nupie","Documentary, Biography, Music"
Priyadarshan,"Akshaye Khanna, Aftab Shivdasani, Rimi Sen","Comedy, Drama, Romance"
Aleksey Balabanov,"Sergey Bodrov, Viktor Sukhorukov, Sergey Makovetskiy","Action, Crime, Drama"
Chris Paine,"Martin Sheen, Tom Hanks, Mel Gibson",Documentary
Sagar Ballary,"Vinay Pathak, Rajat Kapoor, Sarika Thakur","Comedy, Drama"
Jorge Furtado,"Lázaro Ramos, Leandra Leal, Luana Piovani","Comedy, Crime, Drama"
Dibakar Banerjee,"Sushant Singh Rajput, Anand Tiwari, Neeraj Kabi","Action, Crime, Drama"
S. Shankar,"Rajinikanth, Shriya Saran, Suman","Action, Crime, Drama"
"Ketche, Can Ulkay","Timuçin Esen, Zerrin Tekindor, Ayça Bingöl","Biography, Drama, Music"
Tom DiCillo,"Johnny Depp, John Densmore, Robby Krieger","Documentary, Music"
Dervis Zaim,"Ahmet Ugurlu, Tuncel Kurtiz, Aysen Aydemir",Drama
Ram Gopal Varma,"Amitabh Bachchan, Abhishek Bachchan, Kay Kay Menon","Crime, Drama"
Luv Ranjan,"Kartik Aaryan, Raayo S. Bakhirta, Divyendu Sharma","Comedy, Drama, Romance"
Raj Kumar Gupta,"Rajeev Khandelwal, Mukesh Agrohari, Supavitra Babul","Action, Crime, Drama"
Christopher Kenneally,"Derek Ambrosi, Michael Ballhaus, Andrzej Bartkowiak",Documentary
Vikramaditya Motwane,"Harshvardhan Kapoor, Priyanshu Painyuli, Ashish Verma","Action, Drama"
"Lisanne Pajot, James Swirsky","Jonathan Blow, Brandon Boyer, Renaud Bédard","Documentary, Drama"
"Tegan Bukowski, Loressa Clisby, Kevin Macdonald","Hiroaki Aikawa, Cindy Baer, Teagan Bentley","Documentary, Drama"
Kundan Shah,"Shah Rukh Khan, Suchitra Krishnamoorthi, Deepak Tijori","Comedy, Drama, Music"
Aanand L. Rai,"Kangana Ranaut, Madhavan, Gunnit Kaur","Comedy, Drama, Romance"
"Akriti Bajpai, Harsh Beniwal","Harsh Beniwal, Mohit Chhikara, Aditya Paul","Action, Comedy"
"Josh Kriegman, Elyse Steinberg","Anthony Weiner, Huma Abedin, Jordan Zain Weiner",Documentary
Abhishek Sharma,"John Abraham, Boman Irani, Diana Penty","Action, Drama, History"
Josh Fox,"Josh Fox, Dick Cheney, Pete Seeger",Documentary
Sudha Kongara,"Madhavan, Nassar, Radha Ravi","Drama, Sport"
K.V. Anand,"Suriya, Tamannaah Bhatia, Prabhu","Action, Crime, Drama"
Prabhu Deva,"Joseph Vijay, Asin Thottumkal, Prakash Raj","Action, Crime, Thriller"
Trivikram Srinivas,"Mahesh Babu, Anushka Shetty, Prakash Raj","Action, Comedy, Fantasy"
Valve,"Benedict Lim, Clinton Loomis, Danil Ishutin","Documentary, Action"
George Miller,"Anya Taylor-Joy, Chris Hemsworth, Tom Burke","Action, Adventure, Sci-Fi"
Kelsey Mann,"Amy Poehler, Maya Hawke, Kensington Tallman","Animation, Adventure, Comedy"
Stanley Kubrick,"Tom Cruise, Nicole Kidman, Todd Field","Drama, Mystery, Thriller"
Danny Boyle,"Cillian Murphy, Naomie Harris, Christopher Eccleston","Drama, Horror, Sci-Fi"
Michael Gracey,"Hugh Jackman, Michelle Williams, Zac Efron","Biography, Drama, Musical"
John Andreas Andersen,"Sjur Vatne Brean, Erik Hivju, Philip Helgar","Biography, Drama, War"
James Cameron,"Sam Worthington, Zoe Saldaña, Sigourney Weaver","Action, Adventure, Fantasy"
Ted Demme,"Johnny Depp, Penélope Cruz, Franka Potente","Biography, Crime, Drama"
Ben Affleck,"Ben Affleck, Rebecca Hall, Jon Hamm","Crime, Drama, Thriller"
Tim Burton,"Alec Baldwin, Geena Davis, Michael Keaton","Comedy, Fantasy"
Tom Hooper,"Hugh Jackman, Russell Crowe, Anne Hathaway","Drama, Musical, Romance"
Edgar Wright,"Michael Cera, Mary Elizabeth Winstead, Kieran Culkin","Action, Comedy, Fantasy"
James Wan,"Patrick Wilson, Vera Farmiga, Ron Livingston","Horror, Mystery, Thriller"
Guy Ritchie,"Jake Gyllenhaal, Dar Salim, Sean Sagar","Action, Drama, Thriller"
Todd Field,"Kate Winslet, Jennifer Connelly, Patrick Wilson","Drama, Romance"
Edgar Wright,"Ansel Elgort, Jon Bernthal, Jon Hamm","Action, Crime, Drama"
Marc Forster,"Tom Hanks, Mariana Treviño, Rachel Keller","Comedy, Drama"
Neil Jordan,"Brad Pitt, Tom Cruise, Antonio Banderas","Drama, Fantasy, Horror"
Steven Spielberg,"Harrison Ford, Kate Capshaw, Ke Huy Quan","Action, Adventure"
Taylor Hackford,"Keanu Reeves, Al Pacino, Charlize Theron","Drama, Fantasy, Mystery"
Paul Verhoeven,"Arnold Schwarzenegger, Sharon Stone, Michael Ironside","Action, Adventure, Sci-Fi"
Steven Soderbergh,"Julia Roberts, Albert Finney, David Brisbin","Biography, Drama"
Emerald Fennell,"Carey Mulligan, Bo Burnham, Alison Brie","Crime, Drama, Mystery"
Steven Spielberg,"Michelle Williams, Gabriel LaBelle, Paul Dano",Drama
John Krasinski,"Emily Blunt, John Krasinski, Millicent Simmonds","Drama, Horror, Sci-Fi"
David Yates,"Daniel Radcliffe, Emma Watson, Rupert Grint","Action, Adventure, Family"
Quentin Tarantino,"Pam Grier, Samuel L. Jackson, Robert Forster","Crime, Drama, Thriller"
Tim Burton,"Michael Keaton, Jack Nicholson, Kim Basinger","Action, Adventure"
Cord Jefferson,"Jeffrey Wright, Tracee Ellis Ross, John Ortiz","Comedy, Drama"
Edward Zwick,"Brad Pitt, Anthony Hopkins, Aidan Quinn","Drama, Romance, War"
Sam Raimi,"Tobey Maguire, Kirsten Dunst, Alfred Molina","Action, Adventure, Sci-Fi"
Martin Scorsese,"Leonardo DiCaprio, Cameron Diaz, Daniel Day-Lewis","Crime, Drama"
Nikhil Nagesh Bhat,"Lakshya, Raghav Juyal, Tanya Maniktala","Action, Crime, Drama"
Leigh Whannell,"Logan Marshall-Green, Melanie Vallejo, Steve Danielsen","Action, Sci-Fi, Thriller"
Francis Lawrence,"Jennifer Lawrence, Josh Hutcherson, Liam Hemsworth","Action, Adventure, Sci-Fi"
Alex Proyas,"Brandon Lee, Michael Wincott, Rochelle Davis","Action, Crime, Drama"
John McTiernan,"Sean Connery, Alec Baldwin, Scott Glenn","Action, Adventure, Thriller"
Steven Spielberg,"Eric Bana, Daniel Craig, Marie-Josée Croze","Drama, History, Thriller"
J.A. Bayona,"Naomi Watts, Ewan McGregor, Tom Holland","Drama, History, Thriller"
Trey Edward Shults,"Taylor Russell, Kelvin Harrison Jr., Alexa Demie","Drama, Romance, Sport"
Michael Haneke,"Isabelle Huppert, Annie Girardot, Benoît Magimel","Drama, Music"
Barry Levinson,"Robert De Niro, Kevin Bacon, Brad Pitt","Crime, Drama, Thriller"
Scott Derrickson,"Benedict Cumberbatch, Chiwetel Ejiofor, Rachel McAdams","Action, Adventure, Fantasy"
James Hawes,"Anthony Hopkins, Lena Olin, Johnny Flynn","Biography, Drama, History"
Martin Scorsese,"Leonardo DiCaprio, Cate Blanchett, Kate Beckinsale","Biography, Drama"
Yorgos Lanthimos,"Olivia Colman, Emma Stone, Rachel Weisz","Biography, Comedy, Drama"
Joel Schumacher,"Matthew McConaughey, Sandra Bullock, Samuel L. Jackson","Crime, Drama, Thriller"
John Landis,"Eddie Murphy, Dan Aykroyd, Ralph Bellamy",Comedy
Craig Gillespie,"Margot Robbie, Sebastian Stan, Allison Janney","Biography, Comedy, Drama"
Walter Hill,"Michael Beck, James Remar, Dorsey Wright","Action, Crime, Thriller"
Robert Zemeckis,"Jodie Foster, Matthew McConaughey, Tom Skerritt","Drama, Mystery, Sci-Fi"
"Chris Wedge, Carlos Saldanha","Denis Leary, John Leguizamo, Ray Romano","Animation, Adventure, Comedy"
Ruben Fleischer,"Jesse Eisenberg, Emma Stone, Woody Harrelson","Action, Comedy, Horror"
Spike Lee,"John David Washington, Adam Driver, Laura Harrier","Biography, Comedy, Crime"
Tom Tykwer,"Ben Whishaw, Dustin Hoffman, Alan Rickman","Crime, Drama, Fantasy"
Michael Mann,"Tom Cruise, Jamie Foxx, Jada Pinkett Smith","Action, Crime, Drama"
Kinji Fukasaku,"Tatsuya Fujiwara, Aki Maeda, Tarô Yamamoto","Adventure, Drama, Thriller"
Kathryn Bigelow,"Jeremy Renner, Anthony Mackie, Brian Geraghty","Drama, Thriller, War"
John Landis,"David Naughton, Jenny Agutter, Joe Belcher","Comedy, Horror"
John Crowley,"Saoirse Ronan, Emory Cohen, Domhnall Gleeson","Drama, Romance"
James Cameron,"Ed Harris, Mary Elizabeth Mastrantonio, Michael Biehn","Adventure, Drama, Mystery"
Joachim Rønning,"Daisy Ridley, Tilda Cobham-Hervey, Stephen Graham","Biography, Drama, Romance"
Brad Bird,"Craig T. Nelson, Holly Hunter, Sarah Vowell","Animation, Action, Adventure"
Peter Berg,"Mark Wahlberg, Taylor Kitsch, Emile Hirsch","Action, Biography, Drama"
Mike Figgis,"Nicolas Cage, Elisabeth Shue, Julian Sands","Drama, Romance"
Stanley Kubrick,"James Mason, Shelley Winters, Sue Lyon","Crime, Drama, Romance"
Adam Rehmeier,"Kyle Gallner, Yancey Fuqua, Jennifer Kincer","Comedy, Drama, Music"
Peter Weir,"Russell Crowe, Paul Bettany, Billy Boyd","Action, Adventure, Drama"
