John Frankenheimer,"Frank Sinatra, Laurence Harvey, Janet Leigh","Drama, Thriller"
Sam Peckinpah,"William Holden, Ernest Borgnine, Robert Ryan","Action, Adventure, Drama"
Alfred Hitchcock,"Cary Grant, Ingrid Bergman, Claude Rains","Drama, Film-Noir, Mystery"
Alan J. Pakula,"Dustin Hoffman, Robert Redford, Jack Warden","Drama, History, Thriller"
William Wyler,"Gregory Peck, Jean Simmons, Carroll Baker","Drama, Romance, Western"
Alfred Hitchcock,"James Stewart, John Dall, Farley Granger","Crime, Drama, Mystery"
Luchino Visconti,"Burt Lancaster, Alain Delon, Claudia Cardinale","Drama, History"
"Merian C. Cooper, Ernest B. Schoedsack","Fay Wray, Robert Armstrong, Bruce Cabot","Adventure, Horror"
Gareth Evans,"Iko Uwais, Yayan Ruhian, Arifin Putra","Action, Crime, Thriller"
Hal Ashby,"Ruth Gordon, Bud Cort, Vivian Pickles","Comedy, Drama, Romance"
Jûzô Itami,"Ken Watanabe, Tsutomu Yamazaki, Nobuko Miyamoto",Comedy
Robert Rossen,"Paul Newman, Jackie Gleason, Piper Laurie","Drama, Sport"
Andrei Tarkovsky,"Margarita Terekhova, Filipp Yankovskiy, Ignat Daniltsev","Biography, Drama"
Howard Hawks,"Humphrey Bogart, Lauren Bacall, John Ridgely","Crime, Drama, Film-Noir"
Pedro Almodóvar,"Rosario Flores, Javier Cámara, Darío Grandinetti","Drama, Mystery, Romance"
Richard Brooks,"Elizabeth Taylor, Paul Newman, Burl Ives",Drama
Fred Zinnemann,"Gary Cooper, Grace Kelly, Thomas Mitchell","Drama, Thriller, Western"
Franklin J. Schaffner,"George C. Scott, Karl Malden, Stephen Young","Biography, Drama, War"
Georgiy Daneliya,"Stanislav Lyubshin, Evgeniy Leonov, Yuriy Yakovlev","Comedy, Drama, Sci-Fi"
Orson Welles,"Charlton Heston, Orson Welles, Janet Leigh","Crime, Drama, Film-Noir"
Destin Daniel Cretton,"Brie Larson, Frantz Turner, John Gallagher Jr.",Drama
Stanley Kubrick,"Sterling Hayden, Coleen Gray, Vince Edwards","Crime, Drama, Film-Noir"
Saeed Roustayi,"Saeed Poursamimi, Taraneh Alidoosti, Navid Mohammadzadeh",Drama
Frank Capra,"Cary Grant, Priscilla Lane, Raymond Massey","Comedy, Crime, Thriller"
Kaneto Shindô,"Nobuko Otowa, Jitsuko Yoshimura, Kei Satô","Drama, Horror, Thriller"
"Sam Wood, Sidney Franklin","Robert Donat, Greer Garson, Terry Kilburn","Drama, Romance"
Bernardo Bertolucci,"Jean-Louis Trintignant, Stefania Sandrelli, Gastone Moschin",Drama
"Michael Curtiz, William Keighley","Errol Flynn, Olivia de Havilland, Basil Rathbone","Action, Adventure, Romance"
Michael Curtiz,"Joan Crawford, Jack Carson, Zachary Scott","Crime, Drama, Film-Noir"
Lee Tamahori,"Rena Owen, Temuera Morrison, Mamaengaroa Kerr-Bell","Crime, Drama"
Karan Johar,"Shah Rukh Khan, Kajol, Sheetal Menon","Drama, Romance"
Richard Brooks,"Robert Blake, Scott Wilson, John Forsythe","Biography, Crime, Drama"
Kim Ki-duk,"Lee Seung-yun, Jae Hee, Hyuk-ho Kwon","Crime, Drama, Romance"
"Otto Preminger, Rouben Mamoulian","Gene Tierney, Dana Andrews, Clifton Webb","Drama, Film-Noir, Mystery"
Hun Jang,"Song Kang-ho, Thomas Kretschmann, Yoo Hae-jin","Action, Drama, History"
Andrei Tarkovsky,"Oleg Yankovskiy, Erland Josephson, Domiziana Giordano",Drama
Paul Schrader,"Ken Ogata, Masayuki Shionoya, Hiroshi Mikami","Biography, Drama"
Ingmar Bergman,"Harriet Andersson, Liv Ullmann, Kari Sylwan",Drama
Fatih Akin,"Birol Ünel, Sibel Kekilli, Güven Kiraç","Drama, Romance"
Billy Wilder,"William Holden, Don Taylor, Otto Preminger","Comedy, Drama, War"
Jae-young Kwak,"Cha Tae-hyun, Jun Ji-hyun, In-mun Kim","Comedy, Drama, Romance"
Roy Ward Baker,"Kenneth More, Ronald Allen, Robert Ayres","Drama, History"
Nicholas Ray,"Humphrey Bogart, Gloria Grahame, Frank Lovejoy","Drama, Film-Noir, Mystery"
Fabián Bielinsky,"Ricardo Darín, Gastón Pauls, Graciela Tenenbaum","Crime, Drama, Thriller"
Akira Kurosawa,"Tatsuya Nakadai, Tsutomu Yamazaki, Ken'ichi Hagiwara","Drama, History, War"
Ken Loach,"David Bradley, Brian Glover, Freddie Fletcher","Drama, Family"
Sergei Eisenstein,"Aleksandr Antonov, Vladimir Barskiy, Grigoriy Aleksandrov","Drama, History, Thriller"
D.A. Pennebaker,"Bob Dylan, Albert Grossman, Bob Neuwirth","Documentary, Music"
W.S. Van Dyke,"William Powell, Myrna Loy, Maureen O'Sullivan","Comedy, Crime, Mystery"
Amit Ravindernath Sharma,"Ajay Devgn, Sharik Khan Jr., Priyamani","Biography, Drama, History"
Preston Sturges,"Joel McCrea, Veronica Lake, Robert Warwick","Adventure, Comedy, Drama"
Joseph L. Mankiewicz,"Laurence Olivier, Michael Caine, Alec Cawthorne","Mystery, Thriller"
Fritz Lang,"Glenn Ford, Gloria Grahame, Jocelyn Brando","Crime, Drama, Film-Noir"
"Peter Mortimer, Nick Rosen","Marc-André Leclerc, Peter Mortimer, Alex Honnold","Documentary, Biography"
Masaki Kobayashi,"Rentarô Mikuni, Michiyo Aratama, Misako Watanabe","Drama, Fantasy, Horror"
Kevin Macdonald,"Simon Yates, Joe Simpson, Brendan Mackey","Documentary, Adventure, Drama"
Shunji Iwai,"Miho Nakayama, Etsushi Toyokawa, Bunjaku Han","Drama, Romance"
Jonas Poher Rasmussen,"Daniel Karimyar, Fardin Mijdzadeh, Milad Eskandari","Documentary, Animation, Biography"
Louis Malle,"Jeanne Moreau, Maurice Ronet, Georges Poujouly","Crime, Drama, Thriller"
George Seaton,"Edmund Gwenn, Maureen O'Hara, John Payne","Comedy, Drama, Family"
Irving Rapper,"Bette Davis, Paul Henreid, Claude Rains","Drama, Romance"
Bao Nguyen,"Lionel Richie, Harriet Sternberg, Wendy Rees","Documentary, Music"
Cristian Mungiu,"Anamaria Marinca, Laura Vasiliu, Vlad Ivanov",Drama
Imtiaz Ali,"Shahid Kapoor, Kareena Kapoor, Tarun Arora","Comedy, Drama, Romance"
Billy Wilder,"Ray Milland, Jane Wyman, Phillip Terry","Drama, Film-Noir"
Jean-Pierre Melville,"Alain Delon, Bourvil, Gian Maria Volontè","Crime, Drama, Thriller"
Danis Tanovic,"Branko Djuric, Rene Bitorajac, Filip Sovagovic","Comedy, Drama, War"
"Jean Cocteau, René Clément","Jean Marais, Josette Day, Mila Parély","Drama, Fantasy, Romance"
Asghar Farhadi,"Taraneh Alidoosti, Golshifteh Farahani, Shahab Hosseini","Drama, Mystery"
Andrey Zvyagintsev,"Vladimir Garin, Ivan Dobronravov, Konstantin Lavronenko",Drama
John Cassavetes,"Gena Rowlands, John Cassavetes, Ben Gazzara",Drama
Bryan Fogel,"Bryan Fogel, Dave Zabriskie, Don Catlin","Documentary, Sport"
Gregory La Cava,"William Powell, Carole Lombard, Alice Brady","Comedy, Drama, Romance"
Zoya Akhtar,"Ranveer Singh, Alia Bhatt, Siddhant Chaturvedi","Drama, Music, Romance"
Vikas Bahl,"Hrithik Roshan, Mrunal Thakur, Nandish Singh Sandhu","Biography, Drama"
Cyrus Nowrasteh,"Shohreh Aghdashloo, Jim Caviezel, Mozhan Navabi",Drama
Anurag Kashyap,"Abhay Deol, Mahie Gill, Kalki Koechlin","Comedy, Drama, Romance"
Banksy,"Banksy, Mr. Brainwash, Space Invader","Documentary, Comedy, Crime"
Theodoros Angelopoulos,"Bruno Ganz, Isabelle Renauld, Fabrizio Bentivoglio",Drama
Nikkhil Advani,"Preity G Zinta, Shah Rukh Khan, Saif Ali Khan","Comedy, Drama, Musical"
Srdan Golubovic,"Nebojsa Glogovac, Natasa Ninkovic, Anica Dobra","Crime, Drama, Thriller"
Hirokazu Koreeda,"Hiroshi Abe, Yui Natsukawa, You",Drama
"Masayuki, Kazuya Tsurumaki, Hideaki Anno","Kotono Mitsuishi, Megumi Ogata, Megumi Hayashibara","Animation, Action, Drama"
Theodoros Angelopoulos,"Michalis Zeke, Tania Palaiologou, Stratos George o'Glou",Drama
Michelangelo Antonioni,"Jeanne Moreau, Marcello Mastroianni, Monica Vitti",Drama
Ingmar Bergman,"Harriet Andersson, Gunnar Björnstrand, Max von Sydow",Drama
Errol Morris,"Randall Adams, David Harris, Gus Rose","Documentary, Crime"
Gérard Oury,"Bourvil, Louis de Funès, Claudio Brook","Adventure, Comedy, War"
Anurag Kashyap,"Rahul Bhat, Ronit Roy, Tejaswini Kolhapure","Crime, Drama, Mystery"
Michael Curtiz,"James Cagney, Pat O'Brien, Humphrey Bogart","Crime, Drama, Film-Noir"
Jean Renoir,"Marcel Dalio, Nora Gregor, Paulette Dubost","Comedy, Drama"
Raoul Peck,"Samuel L. Jackson, James Baldwin, Martin Luther King","Documentary, History"
Jules Dassin,"Richard Widmark, Gene Tierney, Googie Withers","Crime, Film-Noir, Sport"
Daniel Ribeiro,"Ghilherme Lobo, Fabio Audi, Tess Amorim","Drama, Romance"
Pietro Germi,"Marcello Mastroianni, Daniela Rocca, Stefania Sandrelli","Comedy, Drama, Romance"
Raoul Walsh,"James Cagney, Humphrey Bogart, Priscilla Lane","Crime, Drama, Thriller"
William Wyler,"Bette Davis, Herbert Marshall, Teresa Wright","Drama, Romance"
Tolga Karaçelik,"Nadir Saribacak, Hakan Karsak, Kadir Çermik","Drama, Fantasy, Thriller"
Kihachi Okamoto,"Tatsuya Nakadai, Michiyo Aratama, Yûzô Kayama","Action, Drama"
Leon Gast,"Muhammad Ali, George Foreman, Don King","Documentary, Sport"
Hiroshi Teshigahara,"Tatsuya Nakadai, Mikijirô Hira, Kyôko Kishida","Drama, Sci-Fi, Thriller"
Amit Ravindernath Sharma,"Ayushmann Khurrana, Neena Gupta, Gajraj Rao","Comedy, Drama"
Amy Berg,"Oliver O'Grady, Thomas Doyle, Adam","Documentary, Crime"
Mario Monicelli,"Vittorio Gassman, Marcello Mastroianni, Renato Salvatori","Comedy, Crime"
Sandeep Reddy Vanga,"Vijay Deverakonda, Shalini Pandey, Jia Sharma","Action, Drama, Romance"
Mira Nair,"Shafiq Syed, Anjaan, Amrit Patel","Crime, Drama"
Ernst Lubitsch,"Miriam Hopkins, Kay Francis, Herbert Marshall","Comedy, Crime, Romance"
Chris Mills,"Mike Goodale, Shawn Nelson, Dale Sizemore",Documentary
Max Ophüls,"Joan Fontaine, Louis Jourdan, Mady Christians","Drama, Romance"
Vikram K. Kumar,"Akkineni Nageswara Rao, Nagarjuna Akkineni, Naga Chaitanya Akkineni","Comedy, Drama, Fantasy"
Amy Berg,"Jason Baldwin, Damien Wayne Echols, Jessie Misskelley","Documentary, Crime"
Fritz Lang,"Rudolf Klein-Rogge, Otto Wernicke, Thomy Bourdelle","Crime, Mystery, Thriller"
Serif Gören,"Tarik Akan, Serif Sezer, Halil Ergün",Drama
J.P. Dutta,"Sunny Deol, Suniel Shetty, Akshaye Khanna","Action, Drama, History"
Kevin Macdonald,"Bob Marley, Ziggy Marley, Rita Marley","Documentary, Biography, Music"
R Balki,"Akshay Kumar, Radhika Apte, Sonam Kapoor","Comedy, Drama"
Max Ophüls,"Charles Boyer, Danielle Darrieux, Vittorio De Sica","Drama, Romance"
Majid Majidi,"Reza Naji, Maryam Akbari, Kamran Dehghan","Drama, Family"
Carlos Saura,"Ana Torrent, Conchita Pérez, Mayte Sanchez",Drama
Sotiris Tsafoulias,"Pigmalion Dadakaridis, Dimitris Katalifos, Manos Vakousis","Crime, Drama, Mystery"
Mithran Jawahar,"Dhanush, Nithya Menen, Bharathiraja","Comedy, Drama, Musical"
Abhishek Chaubey,"Sushant Singh Rajput, Bhumi Pednekar, Ashutosh Rana","Action, Crime, Drama"
Jeff Feuerzeig,"Daniel Johnston, Mabel Johnston, Bill Johnston","Documentary, Biography, Music"
Raja Menon,"Akshay Kumar, Nimrat Kaur, Kumud Mishra","Drama, History"
Serdar Akar,"Erkan Can, Haldun Boysan, Yildiray Sahinler","Crime, Drama"
Neeraj Pandey,"Akshay Kumar, Danny Denzongpa, Rana Daggubati","Action, Thriller"
Rajat Kapoor,"Sanjay Mishra, Seema Pahwa, Rajat Kapoor","Comedy, Drama"
Kamal Haasan,"Pooja Kumar, Miles Anderson, Kamal Haasan","Action, Thriller"
Faris Godus,"Sohayb Godus, Baraa Alem, Ismail Alhassan",Comedy
Ilmar Raag,"Vallo Kirs, Pärt Uusberg, Lauri Pedaja",Drama
Sacha Gervasi,"Robb Reiner, Steve 'Lips' Kudlow, Tiziana Arrigoni","Documentary, Biography, Drama"
"Alastair Fothergill, Mark Linfield","James Earl Jones, Patrick Stewart, Anggun",Documentary
"Jacques Perrin, Jacques Cluzaud, Michel Debats","Jacques Perrin, Philippe Labro",Documentary
"Claude Nuridsany, Marie Pérennou","Kristin Scott Thomas, Jacques Perrin",Documentary
Chandoo Mondeti,"Nikhil Siddharth, Anupama Parameswaran, Srinivasa Reddy","Action, Adventure, Fantasy"
Tolga Örnek,"Taner Birsel, Ali Düsenkalkar, Halit Ergenç","Drama, History"
Ha Jung Jae,BTS,"Documentary, Music"
Sean Baker,"Mikey Madison, Paul Weissman, Yura Borisov","Comedy, Drama, Romance"
Rosshan Andrrews,"Pooja Hegde, Shahid Kapoor, Kubbra Sait","Action, Thriller"
Yorgos Lanthimos,"Emma Stone, Mark Ruffalo, Willem Dafoe","Comedy, Drama, Romance"
F.W. Murnau,"Max Schreck, Alexander Granach, Gustav von Wangenheim","Fantasy, Horror"
Matt Reeves,"Robert Pattinson, Zoë Kravitz, Jeffrey Wright","Action, Crime, Drama"
"Daniel Kwan, Daniel Scheinert","Michelle Yeoh, Stephanie Hsu, Jamie Lee Curtis","Action, Adventure, Comedy"
Guy Ritchie,"Matthew McConaughey, Charlie Hunnam, Michelle Dockery","Action, Crime"
Nick Cassavetes,"Gena Rowlands, James Garner, Rachel McAdams","Drama, Romance"
Joe Wright,"Keira Knightley, Matthew Macfadyen, Brenda Blethyn","Drama, Romance"
Mel Gibson,"Gerardo Taracena, Raoul Max Trujillo, Dalia Hernández","Action, Adventure, Drama"
Luca Guadagnino,"Timothée Chalamet, Armie Hammer, Michael Stuhlbarg","Drama, Romance"
George P. Cosmatos,"Kurt Russell, Val Kilmer, Sam Elliott","Biography, Drama, History"
Quentin Tarantino,"Samuel L. Jackson, Kurt Russell, Jennifer Jason Leigh","Crime, Drama, Mystery"
Adam Elliot,"Jacki Weaver, Sarah Snook, Charlotte Belsey","Animation, Drama"
Greta Gerwig,"Saoirse Ronan, Emma Watson, Florence Pugh","Drama, Romance"
John Hughes,"Emilio Estevez, Judd Nelson, Molly Ringwald","Comedy, Drama"
Theodore Melfi,"Taraji P. Henson, Octavia Spencer, Janelle Monáe","Biography, Drama, History"
Richard Curtis,"Domhnall Gleeson, Rachel McAdams, Bill Nighy","Comedy, Drama, Fantasy"
Celine Song,"Greta Lee, Teo Yoo, John Magaro","Drama, Romance"
Jordan Peele,"Daniel Kaluuya, Allison Williams, Bradley Whitford","Horror, Mystery, Thriller"
David Fincher,"Jesse Eisenberg, Andrew Garfield, Justin Timberlake","Biography, Drama"
Peter Jackson,"Martin Freeman, Ian McKellen, Richard Armitage","Adventure, Fantasy"
Adam McKay,"Christian Bale, Steve Carell, Ryan Gosling","Biography, Comedy, Drama"
Joe Wright,"Keira Knightley, James McAvoy, Brenda Blethyn","Drama, Mystery, Romance"
Fred Zinnemann,"Edward Fox, Terence Alexander, Michel Auclair","Crime, Drama, Thriller"
John Hughes,"Matthew Broderick, Alan Ruck, Mia Sara",Comedy
Martin Scorsese,"Robert De Niro, Al Pacino, Joe Pesci","Biography, Crime, Drama"
Nicolas Winding Refn,"Ryan Gosling, Carey Mulligan, Bryan Cranston","Action, Drama"
Edward Berger,"Felix Kammerer, Albrecht Schuch, Aaron Hilmer","Drama, History, War"
Gareth Edwards,"Felicity Jones, Diego Luna, Alan Tudyk","Action, Adventure, Sci-Fi"
Robert De Niro,"Robert De Niro, Chazz Palminteri, Lillo Brancato","Crime, Drama"
Brian De Palma,"Kevin Costner, Sean Connery, Robert De Niro","Crime, Drama, Thriller"
John McTiernan,"Arnold Schwarzenegger, Carl Weathers, Kevin Peter Hall","Action, Adventure, Horror"
Christopher Nolan,"Fionn Whitehead, Barry Keoghan, Mark Rylance","Action, Drama, History"
Ivan Reitman,"Bill Murray, Dan Aykroyd, Sigourney Weaver","Action, Comedy, Fantasy"
Paul King,"Ben Whishaw, Hugh Grant, Hugh Bonneville","Adventure, Comedy, Family"
Penny Marshall,"Robert De Niro, Robin Williams, Julie Kavner","Biography, Drama"
David Fincher,"Daniel Craig, Rooney Mara, Christopher Plummer","Crime, Drama, Mystery"
J.A. Bayona,"Enzo Vogrincic, Agustín Pardella, Matías Recalt","Adventure, Biography, Drama"
Tarsem Singh,"Lee Pace, Catinca Untaru, Justine Waddell","Adventure, Drama, Fantasy"
Boaz Yakin,"Denzel Washington, Will Patton, Wood Harris","Biography, Comedy, Drama"
Kenneth Lonergan,"Casey Affleck, Michelle Williams, Kyle Chandler",Drama
"Anthony Russo, Joe Russo","Chris Evans, Robert Downey Jr., Scarlett Johansson","Action, Sci-Fi"
Kim Jee-woon,"Lee Byung-hun, Choi Min-sik, Jeon Gook-hwan","Action, Thriller"
Dan Gilroy,"Jake Gyllenhaal, Rene Russo, Bill Paxton","Crime, Drama, Thriller"
Matt Ross,"Viggo Mortensen, George MacKay, Samantha Isler","Comedy, Drama"
Doug Liman,"Franka Potente, Matt Damon, Chris Cooper","Action, Mystery, Thriller"
Rob Reiner,"James Caan, Kathy Bates, Richard Farnsworth","Drama, Thriller"
J.J. Abrams,"Daisy Ridley, John Boyega, Oscar Isaac","Action, Adventure, Sci-Fi"
David Fincher,"Brad Pitt, Cate Blanchett, Tilda Swinton","Drama, Fantasy, Romance"
"Jonathan Dayton, Valerie Faris","Steve Carell, Toni Collette, Greg Kinnear","Comedy, Drama"
"Joel Crawford, Januel Mercado","Antonio Banderas, Salma Hayek, Harvey Guillén","Animation, Action, Adventure"
Antoine Fuqua,"Denzel Washington, Ethan Hawke, Scott Glenn","Crime, Drama, Thriller"
Mel Stuart,"Gene Wilder, Jack Albertson, Peter Ostrum","Adventure, Comedy, Family"
Peter Jackson,"Ian McKellen, Martin Freeman, Richard Armitage","Adventure, Fantasy"
Robert Zemeckis,"Tom Hanks, Helen Hunt, Paul Sanchez","Adventure, Drama, Romance"
Anthony Harvey,"Peter O'Toole, Katharine Hepburn, Anthony Hopkins","Biography, Drama, History"
Edgar Wright,"Simon Pegg, Nick Frost, Martin Freeman","Action, Comedy, Mystery"
James Mangold,"Joaquin Phoenix, Reese Witherspoon, Ginnifer Goodwin","Biography, Drama, Music"
David Mickey Evans,"Tom Guiry, Mike Vitar, Art LaFleur","Comedy, Drama, Family"
Edward Zwick,"Tom Cruise, Ken Watanabe, Billy Connolly","Action, Drama"
Sam Mendes,"Daniel Craig, Javier Bardem, Naomie Harris","Action, Adventure, Thriller"
Robert Stevenson,"Julie Andrews, Dick Van Dyke, David Tomlinson","Comedy, Family, Fantasy"
S.S. Rajamouli,"N.T. Rama Rao Jr., Ram Charan, Ajay Devgn","Action, Adventure, Drama"
"Don Hall, Chris Williams","Ryan Potter, Scott Adsit, Jamie Chung","Animation, Action, Adventure"
Richard Schenkman,"David Lee Smith, Tony Todd, John Billingsley","Drama, Fantasy, Mystery"
Robert Zemeckis,"Michael J. Fox, Christopher Lloyd, Lea Thompson","Adventure, Comedy, Sci-Fi"
Lukas Dhont,"Eden Dambrine, Gustav De Waele, Émilie Dequenne",Drama
Andrew Davis,"Harrison Ford, Tommy Lee Jones, Sela Ward","Action, Crime, Drama"
Henry Selick,"Dakota Fanning, Teri Hatcher, John Hodgman","Animation, Drama, Family"
Joss Whedon,"Nathan Fillion, Gina Torres, Chiwetel Ejiofor","Action, Adventure, Sci-Fi"
Hirokazu Koreeda,"Sakura Andô, Eita Nagayama, Soya Kurokawa","Drama, Thriller"
Ridley Scott,"Denzel Washington, Russell Crowe, Chiwetel Ejiofor","Biography, Crime, Drama"
Alan Parker,"Gene Hackman, Willem Dafoe, Frances McDormand","Crime, Drama, Mystery"
John Schlesinger,"Dustin Hoffman, Jon Voight, Sylvia Miles",Drama
John Singleton,"Cuba Gooding Jr., Laurence Fishburne, Hudhail Al-Amir","Crime, Drama"
Terry Gilliam,"Jonathan Pryce, Kim Greist, Robert De Niro","Drama, Sci-Fi, Thriller"
Wes Anderson,"Jared Gilman, Kara Hayward, Bruce Willis","Adventure, Comedy, Drama"
Dean DeBlois,"Jay Baruchel, Cate Blanchett, Gerard Butler","Animation, Action, Adventure"
Duncan Jones,"Sam Rockwell, Kevin Spacey, Dominique McElligott","Drama, Mystery, Sci-Fi"
F. Gary Gray,"O'Shea Jackson Jr., Corey Hawkins, Jason Mitchell","Biography, Drama, History"
Tomas Alfredson,"Kåre Hedebrant, Lina Leandersson, Per Ragnar","Drama, Fantasy, Horror"
Bob Fosse,"Liza Minnelli, Michael York, Helmut Griem","Drama, Music, Musical"
David O. Russell,"Mark Wahlberg, Christian Bale, Amy Adams","Action, Biography, Drama"
Michael Mann,"Russell Crowe, Al Pacino, Christopher Plummer","Biography, Drama, History"
Kiyotaka Oshiyama,"Yumi Kawai, Mizuki Yoshida, Yôichirô Saitô","Animation, Drama"
Paul Greengrass,"Tom Hanks, Barkhad Abdi, Barkhad Abdirahman","Action, Biography, Crime"
Hayao Miyazaki,"Kirsten Dunst, Minami Takayama, Rei Sakuma","Animation, Family, Fantasy"
Niels Arden Oplev,"Michael Nyqvist, Noomi Rapace, Ewa Fröling","Crime, Drama, Mystery"
Jithu Madhavan,"Fahadh Faasil, Hipzster, Mithun Jai Shankar","Action, Comedy"
Martin Ritt,"Paul Newman, Melvyn Douglas, Patricia Neal","Drama, Western"
Wes Anderson,"Bryan Cranston, Koyu Rankin, Edward Norton","Animation, Adventure, Comedy"
George A. Romero,"Duane Jones, Judith O'Dea, Karl Hardman","Horror, Thriller"
Roger Donaldson,"Anthony Hopkins, Diane Ladd, Iain Rea","Biography, Drama, Sport"
John Ford,"John Wayne, Jeffrey Hunter, Vera Miles","Adventure, Drama, Western"
Robert Benton,"Dustin Hoffman, Meryl Streep, Jane Alexander",Drama
Edward Zwick,"Matthew Broderick, Denzel Washington, Cary Elwes","Biography, Drama, History"
John Huston,"Sterling Hayden, Louis Calhern, Jean Hagen","Crime, Drama, Film-Noir"
George A. Romero,"David Emge, Ken Foree, Scott H. Reiniger","Horror, Thriller"
Jacques Audiard,"Tahar Rahim, Niels Arestrup, Adel Bencherif","Crime, Drama"
Clint Eastwood,"Clint Eastwood, Sondra Locke, Chief Dan George","Drama, Western"
Ron Howard,"Viggo Mortensen, Colin Farrell, Joel Edgerton","Biography, Drama, Thriller"
Hayao Miyazaki,"Hideaki Anno, Hidetoshi Nishijima, Miori Takimoto","Animation, Biography, Drama"
Stanley Donen,"Cary Grant, Audrey Hepburn, Walter Matthau","Comedy, Mystery, Romance"
Giuseppe Tornatore,"Geoffrey Rush, Jim Sturgess, Sylvia Hoeks","Crime, Drama, Mystery"
James Ivory,"Anthony Hopkins, Emma Thompson, John Haycraft","Drama, Romance"
Philip Kaufman,"Sam Shepard, Scott Glenn, Ed Harris","Adventure, Biography, Drama"
Vincente Minnelli,"Lana Turner, Kirk Douglas, Walter Pidgeon","Drama, Romance"
Taika Waititi,"Sam Neill, Julian Dennison, Rima Te Wiata","Adventure, Comedy, Drama"
Lukas Moodysson,"Oksana Akinshina, Artyom Bogucharskiy, Pavel Ponomaryov","Crime, Drama"
Krzysztof Kieslowski,"Juliette Binoche, Zbigniew Zamachowski, Julie Delpy","Drama, Music, Mystery"
Michel Hazanavicius,"Jean Dujardin, Bérénice Bejo, John Goodman","Comedy, Drama, Romance"
Yoshifumi Kondô,"Yoko Honna, Issei Takahashi, Takashi Tachibana","Animation, Drama, Family"
Douglas Sirk,"Lana Turner, John Gavin, Sandra Dee",Drama
Joseph L. Mankiewicz,"Gene Tierney, Rex Harrison, George Sanders","Comedy, Drama, Fantasy"
Tim Burton,"Johnny Depp, Martin Landau, Sarah Jessica Parker","Biography, Comedy, Drama"
